evt,grp,lnk,attendees,maploc,city,subcity,state,street,subcity_lat,subcity_lng,city_id
Musician Network & Jam Session,Musician Network & Jam Sessions Meetup,https://www.meetup.com/Brooklyn-Jam-Sessions-Meetup/events/275716628,1,https://www.google.com/maps/search/api=1&query=40.670956%2C-73.930641,Jersey City,Brooklyn,NY,227 Utica Avenue,40.6486404,-73.9303975,5
Fridays at Clifton City Tavern Mexican Cantina ,North Jersey Karaoke Klub,https://www.meetup.com/North-Jersey-Karaoke-Klub/events/275790160,1,https://www.google.com/maps/search/api=1&query=40.859829%2C-74.151382,Jersey City,Clifton,NJ,709 Van Houten Ave,40.869398,-74.168913,6
Rise and Resist Meeting,Rise and Resist,https://www.meetup.com/rise-and-resist/events/275736050,1,https://www.google.com/maps/search/api=1&query=320+West+37th+Street%2C+Brooklyn%2C+ny%2C+10018%2C+us,Jersey City,Brooklyn,NY,320 West 37th Street,40.580849,-74.00397,5
Monthly Meetup ( Meet others passionate about permaculture and share projects).,The New York Permaculture Meetup,https://www.meetup.com/nycpermaculture/events/275771409,6,https://www.google.com/maps/search/api=1&query=1095+Sixth+Ave+%2C+New+York%2C+NY%2C+10018%2C+us,Jersey City,New York,NY,1095 Sixth Ave ,40.754842,-73.98411800000001,5
Regular Meeting,Alternative Banking Group - Occupy Wall Street of NYC,https://www.meetup.com/Alternative-Banking-Group-Occupy-Wall-Street-of-NYC/events/275790763,2,https://www.google.com/maps/search/api=1&query=Cyberspace%2C+New+York%2C+ny%2C+10001%2C+us,Jersey City,New York,NY,Cyberspace,40.714269,-74.005973,5
Friday Gardening with Friends of Morningside Park (Harlem),Morningside Park Gardeners,https://www.meetup.com/meetup-group-tTovdbDW/events/275787544,1,https://www.google.com/maps/search/api=1&query=40.802601%2C-73.959007,Jersey City,New York,NY,Morningside Dr,42.719382,-73.936503,5
Drinking Liberally Downtown Brooklyn,Drinking Liberally Downtown Brooklyn and NYC,https://www.meetup.com/Drinking-Liberally-Downtown-Brooklyn/events/275714269,1,https://www.google.com/maps/search/api=1&query=76+4th+Ave%2C+Brooklyn%2C+NY%2C+11217%2C+us,Jersey City,Brooklyn,NY,76 4th Ave (between Bergen and St. Marks),40.686690000000006,-73.990915,5
Weekly Thursday Meetup,The Original Drinking Liberally NYC,https://www.meetup.com/drinkingliberallynyc/events/275777840,1,https://www.google.com/maps/search/api=1&query=40.760040%2C-73.991821,Jersey City,New York,NY,627 9th Avenue,40.761579499999996,-73.9905641,5
"Dismantle Patriarchy Art Contest for Students, deadline 2/28/21",Radical Feminist Activists,https://www.meetup.com/RadFemActivists/events/274910866,1,https://www.google.com/maps/search/api=1&query=New+York%2C+New+York%2C+ny%2C+10001%2C+us,Jersey City,New York,NY,New York,40.7127281,-74.0060152,5
"Book to be discussed: ""Memorial"" by Bryan Washington",The Third Monday Gay Men's Book Club,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/274555482,11,https://www.google.com/maps/search/api=1&query=40.767810%2C-73.962010,Jersey City,New York,NY,939 Lexington Avenue (between E. 68th & E. 69th Streets),40.764918,-73.955159,5
Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,https://www.meetup.com/bisexual-nyc/events/275652731,4,https://www.google.com/maps/search/api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us,Jersey City,New York,NY,Virtual Online Meeting,42.81143,-76.879806,5
"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,13,https://www.google.com/maps/search/api=1&query=40.734240%2C-73.999084,Jersey City,Manhattan,NY,425 Avenue of the Americas (Sixth Avenue and 10th Street,40.77427,-73.96981,5
Mnemophrenia by Eirini Konstantinidou,Oddball Cinema,https://www.meetup.com/Oddball-Cinema/events/274644312,4,https://www.google.com/maps/search/api=1&query=40.713417%2C-74.011930,Jersey City,New York,NY,250 Greenwich St Floor 46,40.7134054,-74.012074,5
THE SHAMAN'S MIND - HUNA WISDOM TO CHANGE YOUR LIFE ,Shamanic and Reiki Trainings with Jonathan Hammond,https://www.meetup.com/Shamanic-and-Reiki-Trainings-with-Jonathan-Hammond/events/272878040,7,https://www.google.com/maps/search/api=1&query=247+West+36th+Street%2C+New+York%2C+NY%2C+10018%2C+us,Jersey City,New York,NY,247 West 36th Street 6th Floor,40.752906,-73.990665,5
Cafh Dialogue and Meditation,Cafh Dialogue and Meditation Meetup,https://www.meetup.com/Cafh-Dialogue-and-Meditation-Meetup/events/275760119,9,https://www.google.com/maps/search/api=1&query=40.778270%2C-73.982280,Jersey City,New York,NY,2061 Broadway (71st - 72nd Street),40.780313,-73.98567800000001,5
Spring Wellness and Essential Oils,New York City Angels Meetup Group,https://www.meetup.com/Calling-In-Your-Angels-New-York-City/events/275534937,2,https://www.google.com/maps/search/api=1&query=275+7th+Ave+%28at+26th+st%29+New+York%2C+NY%2C+New+York%2C+NY%2C+10001%2C+us,Jersey City,New York,NY,"275 7th Ave (at 26th st) New York, NY",40.704699,-74.0128,5
Public Conference in English,A.I.G.A. American Institute of Gnostic Anthropology,https://www.meetup.com/A-I-G-A-American-Institute-of-Gnostic-Anthropology/events/275664323,2,https://www.google.com/maps/search/api=1&query=507+43RD+TS.+7th+floor%2C+UNION+CITY%2C+nj%2C+07087%2C+us,Jersey City,UNION CITY,NJ,507 43RD TS. 7th floor,40.756547999999995,-74.039673,6
Zen Series: Gain Work-Life Balance and an Unshakable Mind,Invitation To Happiness,https://www.meetup.com/Invitation-to-Happiness-Happy-Science/events/275680005,2,https://www.google.com/maps/search/api=1&query=40.717716%2C-74.004623,Jersey City,New York,NY,79 Franklin St,40.7127281,-74.0060152,5
General discussions about the Law Of One,The New York Law Of One/Ra Material Meetup Group,https://www.meetup.com/The-New-York-Law-Of-One-Ra-Material-Meetup-Group/events/275734144,1,https://www.google.com/maps/search/api=1&query=55+East+52nd+Street%2C+New+York%2C+NY%2C+New+York%2C+NY%2C+us,Jersey City,New York,NY,"55 East 52nd Street, New York, NY",40.705575,-74.012314,5
Psychic Development and Mediumship (Complex) Basics N*e*w*,Psychic Development and Spirit Contact,https://www.meetup.com/Psychic-Development-and-Spirit-Contact/events/275715012,1,https://www.google.com/maps/search/api=1&query=40.750801%2C-73.989487,Jersey City,New York,NY,151 West 30th Street  3rd Floor (6-7th Aves) ,40.742185,-73.992602,5
Awakening the power of your heart - The path to a higher consciousness,"New York Spiritual Growth, Meditation, and Breathwork Meetup",https://www.meetup.com/meetup-group-cqYDDbeH/events/275757983,3,https://www.google.com/maps/search/api=1&query=Address+provided+w%2FRSVP+confirmation%2C+New+York%2C+NY%2C+10001%2C+us,Jersey City,New York,NY,Address provided w/RSVP confirmation,40.714269,-74.005973,5
Shamanic Healing Support Group / Circle,Shamanic Healing Support Circle,https://www.meetup.com/Shamanic-Healing-Support-Circle/events/275778195,1,https://www.google.com/maps/search/api=1&query=40.651207%2C-74.011192,Jersey City,Brooklyn,NY,3rd Ave,40.686018,-73.9802323,5
 Bhagavad Gita ZOOM CLASS,Theosophy Hall,https://www.meetup.com/theosophyhallnyc/events/275758304,1,https://www.google.com/maps/search/api=1&query=347+E+72nd+St%2C+347+E+72nd+St%2C+New+York%2C+NY%2C+10021%2C+us&query_place_id=ChIJ71gWqsFYwokRJj1UIiZdVvU,Jersey City,New York,NY,347 E 72nd St,40.768264,-73.95724200000001,5
Bhakti Night,Lotus Room Brooklyn,https://www.meetup.com/Lotus-Room-Brooklyn/events/275735354,1,https://www.google.com/maps/search/api=1&query=40.687744%2C-73.982132,Jersey City,Brooklyn,NY,305 Schermerhorn St,40.6900536,-73.98948890000001,5
Sacred Sound Bath,Sacred Sound Bath,https://www.meetup.com/Sacred-Sound-Bath/events/275757139,1,https://www.google.com/maps/search/api=1&query=40.717136%2C-73.998001,Jersey City,New York,NY,191 Canal St,40.7127281,-74.0060152,5
The Healing Drum Intensive - Techniques on Shamanic Healing with Irma,"Shamanic Fire Reiki, NYC",https://www.meetup.com/Shamanic-Fire-Reiki-Manhattan-NYC/events/274358214,2,https://www.google.com/maps/search/api=1&query=40.756187%2C-73.981834,Jersey City,New York,NY,"56 West 45th Street, Suite 1703",40.756142,-73.9818767,5
Bed-Stuy - Monday Night - LETTERS OF JOHN.,Brooklyn Bible Studies,https://www.meetup.com/Brooklyn-Bible-Studies/events/275714821,4,https://www.google.com/maps/search/api=1&query=40.677326%2C-73.923103,Jersey City,Brooklyn,NY,1875 Atlantic Avenue,40.6501038,-73.9495823,5
Circling Lab - Beginner & Experienced Circlers,Authentic Relating New York,https://www.meetup.com/Authentic-Relating-NY/events/275715658,1,https://www.google.com/maps/search/api=1&query=599+Broadway%2C+New+York%2C+ny%2C+10012%2C+us,Jersey City,New York,NY,599 Broadway,40.75231470000001,-73.5056617,5
Bible Discussion Group,Bible Discussion Group NYC,https://www.meetup.com/Bible-Discussion-Group-NYC/events/275778928,1,https://www.google.com/maps/search/api=1&query=40.779671%2C-73.952950,Jersey City,New York,NY,1551 3rd Ave,40.7127281,-74.0060152,5
BYOB PAINT NIGHT ,Art Parties and Art Therapy,https://www.meetup.com/fairview-art-therapy-meetup-group/events/275774394,1,https://www.google.com/maps/search/api=1&query=40.817436%2C-73.996670,Jersey City,Fairview,NJ,394 Walker St,39.3742152,-75.1033108,6
Sip and Paint Valentines Day Pet Portrait Fun Party at Barking Dog,New York Pets and Fun Paint Party Meetup,https://www.meetup.com/New-York-Pets-Fun-Paint-Party-Meetup/events/275688279,1,https://www.google.com/maps/search/api=1&query=Barking+Dog%2C+1678+3rd+Ave%2C+New+York%2C+NY%2C+10128%2C+us&query_place_id=ChIJfWR-y6VYwokRWrgtJnJvfYU,Jersey City,New York,NY,1678 3rd Ave,40.7127281,-74.0060152,5
MoMa & Brew (Art Museum / Bar Crawl Meetup),MoMa & Brew (Art Museum / Bar Crawl Meetup),https://www.meetup.com/moma-brew-art-museum-bar-crawl-meetup/events/275793130,1,https://www.google.com/maps/search/api=1&query=The+Museum+of+Modern+Art%2C+11+W+53rd+St%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJKxDbe_lYwokRVf__s8CPn-o,Jersey City,New York,NY,11 W 53rd St,40.7127281,-74.0060152,5
Mind Your Manners Secret Speakeasy Sun Jan 24th 2021 7pm,NY Steampunk - Artists & Enthusiasts,https://www.meetup.com/steampunk/events/275520135,1,https://www.google.com/maps/search/api=1&query=177+Prince+St%2C+New+York%2C+NY+10012%2C+New+York%2C+Ne%2C+10012%2C+us,Jersey City,New York,NE,"177 Prince St, New York, NY 10012",40.726349,-74.001809,7
Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,https://www.meetup.com/Jersey-City-Artists/events/275733289,2,https://www.google.com/maps/search/api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us,Jersey City,Jersey City,NJ,29 McWilliams Pl.,40.727627000000005,-74.044072,6
Painting self love,Brooklyn painting club,https://www.meetup.com/Brooklyn-painting-club/events/275798870,1,https://www.google.com/maps/search/api=1&query=Prospect+Park%2C+Brooklyn%2C+NY%2C+11215%2C+us,Jersey City,Brooklyn,NY,Prospect Park,40.6617743,-73.971089,5
Community Figure Drawing at Shoestring Studio,Shoestring Studio | Weekly Figure Drawing & Art Classes,https://www.meetup.com/Shoestring-Studio/events/275757101,1,https://www.google.com/maps/search/api=1&query=40.677998%2C-73.959251,Jersey City,Brooklyn,NY,640 Classon Avenue,40.678045000000004,-73.958988,5
First Mondays Life Drawing Session,Old Stone House Drawing Studio,https://www.meetup.com/http-theoldstonehouse-org-events/events/274933995,1,https://www.google.com/maps/search/api=1&query=40.672997%2C-73.984619,Jersey City,Brooklyn,NE,"Old Stone House, 336 3rd St, Brooklyn, NY 11215",40.6730096,-73.98460209999999,7
A Discussion of Sense & Sensibility by Jane Austen ,Jane Austen Book Club NYC,https://www.meetup.com/jane-austen-book-club-nyc/events/275546658,8,https://www.google.com/maps/search/api=1&query=1085+5th+Avenue+%2C+New+York+%2C+NY%2C+10128%2C+us,Jersey City,New York ,NY,1085 5th Avenue ,40.7127281,-74.0060152,5
BROOKLYN Smutty Book Club - ,Brooklyn Smutty Book Club,https://www.meetup.com/BROOKLYN-Smutty-Book-Club/events/274809252,2,https://www.google.com/maps/search/api=1&query=40.666683%2C-73.987846,Jersey City,Brooklyn,NY,273 13th Street,40.6501038,-73.9495823,5
Fiyah Burn morning dancehall workout,FIYAH maaaddness,https://www.meetup.com/FIYAH2016/events/275703158,1,https://www.google.com/maps/search/api=1&query=920+3rd+ave%2C+5th+Floor%2C+New+York%2C+NY%2C+us,Jersey City,New York,NY,"920 3rd ave, 5th Floor",40.7127281,-74.0060152,5
SharQui the Bellydance Workout Level 2 with Shimmy Challenge,NYC Bellydance Meetup!,https://www.meetup.com/NYCBellydancers/events/275715090,1,https://www.google.com/maps/search/api=1&query=40.753696%2C-73.991020,Jersey City,New York,NY,265 W 37th St,40.753741,-73.99060899999999,5
Tango and Date for Couples,NYC Tango & Date,https://www.meetup.com/NYC-Date-Nights-Out/events/275714381,1,https://www.google.com/maps/search/api=1&query=500+8th+ave+3rd+fl%2C+New+York%2C+ny%2C+10018%2C+us,Jersey City,New York,NY,500 8th ave 3rd fl,40.7127281,-74.0060152,5
Sensual Bachata open level ( partnerwork ),Sensual Bachata in New York (Sensual Movement),https://www.meetup.com/Sensual-Bachata-in-New-York-Sensual-Movement/events/275714368,1,https://www.google.com/maps/search/api=1&query=40.760368%2C-73.985123,Jersey City,New York ,NY,1601 Broadway 11th floor ,42.6524967,-73.74874009999999,5
TUESDAY MASH! Social Dance Party in Edgewater NJ (Open Level),"Latin Dance Parties & Events in Bergen County, NJ!!!!",https://www.meetup.com/Ballroom-Latin-Social-Group-Edgewater/events/275737276,1,https://www.google.com/maps/search/api=1&query=40.828796%2C-73.972725,Jersey City,Edgewater,NJ,986 River Road,40.827044799999996,-73.97569399999999,6
FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",https://www.meetup.com/jerseycityballroom/events/275779840,1,https://www.google.com/maps/search/api=1&query=40.726357%2C-74.050415,Jersey City,Jersey City,NJ,"189 Brunswick St, 3rd Floor",40.723147,-74.042526,6
Daytime Ballroom Social,The New York Ballroom Dance Meetup,https://www.meetup.com/ny-ballroom-dance/events/275726732,1,https://www.google.com/maps/search/api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0,Jersey City,Nutley,NJ,7 High St,40.8223223,-74.15986629999999,6
In person Sensual Bachata ,"Bachata in TRI-STATE AREA (LI, NJ, NY, CT)",https://www.meetup.com/NYC-Bachata-Meet-Up-Bachata-New-York-City/events/275793305,1,https://www.google.com/maps/search/api=1&query=40.736469%2C-74.035339,Jersey City,Hoboken,NJ,300 Observer Hwy,40.736194,-74.035038,6
ONLINE - Dirty South Twerkout,Cumbe,https://www.meetup.com/Cumbe-Center-for-African-and-Diaspora-Dance/events/275779846,1,https://www.google.com/maps/search/api=1&query=40.680050%2C-73.945633,Jersey City,Brooklyn,NY,1368 Fulton St,40.686618100000004,-73.9748413,5
Paint and Sip Pet Portrait Fun- Valentine's Day -Barking Dog NEW YORK,Paint Your Pet and Mingle with Pet Lovers,https://www.meetup.com/Paint-Your-Pet-and-Mingle-with-Pet-Lovers/events/275688252,1,https://www.google.com/maps/search/api=1&query=40.784103%2C-73.950455,Jersey City,New York,NY,1678 3rd Ave,40.7127281,-74.0060152,5
Weekday Mutt Meetup,Harlem Meer Mutts Club,https://www.meetup.com/Harlem-Meer-Mutts-Club/events/275767088,1,https://www.google.com/maps/search/api=1&query=Central+Park%2C+New+York%2C+NY%2C+us,Jersey City,New York,NY,Central Park,40.7127281,-74.0060152,5
Bayonne Bridge Singles Dog Walk,Bayonne Singles With Four Pawed Pals,https://www.meetup.com/Bayonne-Singles-with-Four-Paws/events/275773329,2,https://www.google.com/maps/search/api=1&query=40.652687%2C-74.135208,Jersey City,Bayonne,NJ,185 John F. Kennedy Blvd,40.65246,-74.135277,6
Creating Art,The New York City Crochet/Knitting Meetup Group,https://www.meetup.com/crochet-471/events/275725738,3,https://www.google.com/maps/search/api=1&query=East+Harlem+Neighborhood+Health+Action+Center%2C+158+E+115th+St%2C+New+York%2C+NY%2C+10029%2C+us&query_place_id=ChIJcdWICQb2wokR5p1lcQLBd9I,Jersey City,New York,NY,158 E 115th St,40.797765000000005,-73.94195500000001,5
THURSDAY!!! Night Karaoke @ Carolines by the Bay!!!!,South Jersey Karaoke Night's,https://www.meetup.com/South-Jersey-Karaoke-Nights/events/275780588,1,https://www.google.com/maps/search/api=1&query=39.318260%2C-74.587349,Atlantic City,Somers Point,NJ,450 Bay Avenue,39.3176158,-74.594601,8
SCUBA Discovery Experience,NJ  Scuba Meetup Group,https://www.meetup.com/scuba-nj/events/275651699,5,https://www.google.com/maps/search/api=1&query=40.872900%2C-74.089140,Paterson,Lodi,NJ,460 Passaic Avenue,40.8589384,-74.1110604,9
Nitrox Diver Course,NJ Warren Scuba Group,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,1,https://www.google.com/maps/search/api=1&query=40.872580%2C-74.089320,Paterson,Lodi,NJ,460 Passaic Avenue,40.8589384,-74.1110604,9
Eagle Rock Reservation bring a newbie beginner 4-5 miles,Trail Shrinks,https://www.meetup.com/trailshrinks/events/275798719,24,https://www.google.com/maps/search/api=1&query=40.810840%2C-74.234490,Paterson,West Orange,NJ,Crest Dr,40.80339420000001,-74.2382416,9
West Orange Breastfeeding Support Group,West Orange New Moms Meetup,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275746658,1,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,Paterson,West Orange,NJ,253 Main St,40.798711299999994,-74.2390353,9
Prenatal Yoga and Meditation,West Orange Pregnancy Meetup,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275737290,1,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,Paterson,West Orange,NJ,253 Main St,40.798711299999994,-74.2390353,9
Relationship Boot Camp,"Relationship Boot Camp in Ridgewood, NJ",https://www.meetup.com/relationship-boot-camp-support-group-in-ridgewood-nj/events/275056117,3,https://www.google.com/maps/search/api=1&query=40.977993%2C-74.112340,Paterson,Ridgewood,NJ,14 Hope Street,40.978047,-74.11216,9
Kundalini Yoga and Meditation,Montclair NJ Kundalini Yoga and Meditation Meetup Group,https://www.meetup.com/Montclair-NJ-Kundalini-Yoga-and-Meditation-Meetup-Group/events/275726675,1,https://www.google.com/maps/search/api=1&query=40.821861%2C-74.219841,Paterson,Montclair,NJ,127 Valley Road,40.8164458,-74.2210643,9
Experience Pranic Healing and Meditation on Twin Hearts,Meditation on Twin Hearts,https://www.meetup.com/meetup-group-ZVKtzOVt/events/275758899,2,https://www.google.com/maps/search/api=1&query=420+Valley+Brook+Avenue%2C+Lyndhurst+07071%2C+Lyndhurst%2C+NJ%2C+us,Paterson,Lyndhurst,NJ,"420 Valley Brook Avenue, Lyndhurst 07071",40.8094,-74.1245,9
Spring Co-ed Sand Volleyball Leagues Forming Now,NJPlaySports,https://www.meetup.com/njplaysports/events/275714654,1,https://www.google.com/maps/search/api=1&query=40.911366%2C-74.223923,Paterson,Totowa,NJ,754 Totowa Rd,40.8955159,-74.23212209999998,9
Eagle Rock Reservation,Let's Walk!!,https://www.meetup.com/Lets-WalkProgram/events/275255298,5,https://www.google.com/maps/search/api=1&query=40.802940%2C-74.247757,Paterson,West Orange,NJ,Prospect & Eagle Rock Ave,40.786867,-74.23184499999999,9
Sunday Tennis At Tiger,Tennis Buffs Meetup Group,https://www.meetup.com/tennis-354/events/275784079,1,https://www.google.com/maps/search/api=1&query=42+Fairfield+Place%2C+West+Caldwell%2C+NJ%2C+07006%2C+us,Paterson,West Caldwell,NJ,42 Fairfield Place,40.867304,-74.292023,9
Virtual Hiring Event,Bergen Community College Education and Events,https://www.meetup.com/Bergen-Community-College-Education-and-Events/events/275611670,1,https://www.google.com/maps/search/api=1&query=Bergen+Community+College%2C+400+Paramus+Rd%2C+Paramus%2C+NJ%2C+07652%2C+us&query_place_id=ChIJZwh91yL7wokRGaHKfmSoAqs,Paterson,Paramus,NJ,400 Paramus Rd,40.9177891,-74.0725437,9
Socrates Cafe,"Socrates Cafe of Teaneck, NJ",https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,5,https://www.google.com/maps/search/api=1&query=40.888088%2C-74.026237,Paterson,Teaneck,NJ,687 Larch Ave,40.8976,-74.01597,9
Lets meet some wolves ,A little bit of this and a little of that,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,26,https://www.google.com/maps/search/api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,Paterson,Columbia,NJ,89 Mount Pleasant Road,39.6378952,-74.6987704,9
Harmony Celebration Chorus Rehearsal,Harmony Celebration Chorus,https://www.meetup.com/HarmonyCelebrationChorus/events/275740867,2,https://www.google.com/maps/search/api=1&query=40.968361%2C-74.108078,Paterson,Ridgewood,NJ,475 Grove Street,40.97966829999999,-74.1194403,9
"Tuesdays are our regularly scheduled rehearsals, guests are welcome.",Dapper Dans of Harmony,https://www.meetup.com/Dapper-Dans-of-Harmony/events/275734985,2,https://www.google.com/maps/search/api=1&query=326+Bloomfield+Ave%2C+Caldwell%2C+NJ%2C+us,Paterson,Caldwell,NJ,326 Bloomfield Ave,40.8338301,-74.27274940000001,9
Fridays at Clifton City Tavern Mexican Cantina ,North Jersey Karaoke Klub,https://www.meetup.com/North-Jersey-Karaoke-Klub/events/275790160,1,https://www.google.com/maps/search/api=1&query=40.859829%2C-74.151382,Paterson,Clifton,NJ,709 Van Houten Ave,40.869398,-74.168913,9
Raise Funds & Spirits! Lincoln Day Dinner 2021,Dennis Prager Fan Club,https://www.meetup.com/dennis-prager-fan-club/events/275773533,1,https://www.google.com/maps/search/api=1&query=40.869053%2C-74.307460,Paterson,Fairfield,NJ,118 US-46,40.205087799999994,-74.2135004,9
Free Poker Thursday- Blvd Bar & Grill - $25 Gift Certificate & More!,WorldFreePoker.com,https://www.meetup.com/worldfreepoker/events/275779318,1,https://www.google.com/maps/search/api=1&query=40.904423%2C-74.118065,Paterson,Elmwood Park,NJ,401 Boulevard,40.914049,-74.1244709,9
Meditation/book reading/discussion ,New Jersey Center for Inquiry into Spiritual Awakening,https://www.meetup.com/Center-for-Inquiry-into-Awakening-New-Jersey/events/275787186,1,https://www.google.com/maps/search/api=1&query=Bellevue+avenue%2C+Upper+Montclair%2C+NJ%2C+us,Paterson,Upper Montclair,NJ,Bellevue avenue,40.841337,-74.209114,9
Conversemos (Let's Talk),The Ethical Culture Society of Bergen County,https://www.meetup.com/EthicalFocus/events/275399209,5,https://www.google.com/maps/search/api=1&query=40.888090%2C-74.026240,Paterson,Teaneck,NJ,687 Larch Ave,40.8976,-74.01597,9
2021 MEDIUMSHIP TRAINING PROGRAM - YEAR 1 COURSE (see dates in description),Inner Spiritual Center Meetup,https://www.meetup.com/Inner-Spiritual-Center-Meetup/events/271847355,1,https://www.google.com/maps/search/api=1&query=40.880180%2C-74.296135,Paterson,Fairfield,NJ,333A Route 46 West Suite 255,40.879828,-74.29535,9
Daytime Ballroom Social,The New York Ballroom Dance Meetup,https://www.meetup.com/ny-ballroom-dance/events/275726732,1,https://www.google.com/maps/search/api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0,Paterson,Nutley,NJ,7 High St,40.8223223,-74.15986629999999,9
Tango Lessons first 2 Free! with Jon Tariq's available for Tango lesson in NJ,Tango Date NYC,https://www.meetup.com/Tango-Date-NYC/events/275748706,1,https://www.google.com/maps/search/api=1&query=Paramus+Fire+Dept+Company+4%2C+54+S+Farview+Ave%2C+Paramus%2C+NJ%2C+07652%2C+us&query_place_id=ChIJkXs371H6wokRqjgKf_KmGGk,Paterson,Paramus,NJ,54 S Farview Ave,40.916282,-74.069991,9
Disney Pin Trading at Paramus Park Mall!!!,North Jersey Disney Pin Traders,https://www.meetup.com/North-Jersey-Disney-Pin-Traders/events/275794699,1,https://www.google.com/maps/search/api=1&query=between+Rt+17+North+and+from+road.%28Just+of+the+GSP%29%2C+Paramus%2C+NJ%2C+us,Paterson,Paramus,NJ,between Rt 17 North and from road.(Just of the GSP),40.957982,-74.074625,9
Looking to Grow via Referrals,BNI Achieving Advantage,https://www.meetup.com/BNI-Achieving-Advantage/events/275744895,1,https://www.google.com/maps/search/api=1&query=Chit+Chat+Diner%2C+515+Essex+St%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJvfk0xCf6wokRkfD7x3ngW7M,Paterson,Hackensack,NJ,515 Essex St,40.7322898,-74.11718990000001,9
Career Transition - Finding the Next Career!,Financial Freedom and Careers to Create Wealth,https://www.meetup.com/Financial-Freedom-and-Careers-to-Create-Wealth/events/275757852,1,https://www.google.com/maps/search/api=1&query=40.894669%2C-74.277260,Paterson,Fairfield,NJ,55 Lane Rd,40.205087799999994,-74.2135004,9
Weekly Networking Breakfast ,Saddle Brook Small Business Meetup,https://www.meetup.com/Saddle-Brook-Small-Business-Meetup/events/275745091,1,https://www.google.com/maps/search/api=1&query=92+West+Pleasant+Avenue%2C+Maywood%2C+NJ%2C+07607%2C+us,Paterson,Maywood,NJ,92 West Pleasant Avenue,40.905291,-74.06370600000001,9
skunkworks v2,"Fair Lawn - Fun, Networking, Startup, & Education",https://www.meetup.com/Fair-Lawn-Fun-Networking-Startup-Education/events/275705565,1,https://www.google.com/maps/search/api=1&query=25+Promenade+Blvd%2C+Fair+Lawn%2C+nj%2C+07410%2C+us,Paterson,Fair Lawn,NJ,25 Promenade Blvd,40.925782,-73.964219,9
La tourette to highrock and Moses mountain  ,Staten Island Hiking Meetup,https://www.meetup.com/Staten-Island-Hiking-Meetup/events/275673141,11,https://www.google.com/maps/search/api=1&query=40.575620%2C-74.147260,Elizabeth,Staten Island,NY,1001 Richmond Hill Rd,40.5834557,-74.14960479999999,10
"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,https://www.meetup.com/outdooradventuresports/events/275756314,1,https://www.google.com/maps/search/api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,Elizabeth,Newark,NJ,14 Rector Street,40.740752,-74.168407,11
Brooklyn Bridge & Brooklyn Promenade Walk,Shorewalkers,https://www.meetup.com/shorewalkers-members-only/events/275776633,22,https://www.google.com/maps/search/api=1&query=Millennium+Hilton+New+York+Downtown%2C+55+Church+St%2C+New+York%2C+NY%2C+10007%2C+us&query_place_id=ChIJh-L3uxlawokRDwLmkKwLIvY,Elizabeth,New York,NY,55 Church St,40.7127281,-74.0060152,10
Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,9,https://www.google.com/maps/search/api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q,Elizabeth,Hoboken,NJ,901 Park Ave,40.7433066,-74.0323752,11
