id,state,city,event_name,group_name,attendees,lat,lng,population,venue_event_link,event_state,event_city,event_street,Google_Map_Link,event_lat,event_lng,address
333,NJ,Jersey City,BROOKLYN Smutty Book Club - ,Brooklyn Smutty Book Club,2,40.7161,-74.0682,262075,https://www.meetup.com/BROOKLYN-Smutty-Book-Club/events/274809252,NY,Brooklyn,273 13th Street,https://www.google.com/maps/search/?api=1&query=40.666683%2C-73.987846,40.6501038,-73.9495823,"""273 13th Street,Brooklyn,NY"""
334,NJ,Jersey City,Fiyah Burn morning dancehall workout,FIYAH maaaddness,1,40.7161,-74.0682,262075,https://www.meetup.com/FIYAH2016/events/275703158,NY,New York,"920 3rd ave, 5th Floor",https://www.google.com/maps/search/?api=1&query=920+3rd+ave%2C+5th+Floor%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152,"""920 3rd ave, 5th Floor,New York,NY"""
335,NJ,Jersey City,SharQui the Bellydance Workout Level 2 with Shimmy Challenge,NYC Bellydance Meetup!,1,40.7161,-74.0682,262075,https://www.meetup.com/NYCBellydancers/events/275715090,NY,New York,265 W 37th St,https://www.google.com/maps/search/?api=1&query=40.753696%2C-73.991020,40.753741,-73.990609,"""265 W 37th St,New York,NY"""
337,NJ,Jersey City,Tango and Date for Couples,NYC Tango & Date,1,40.7161,-74.0682,262075,https://www.meetup.com/NYC-Date-Nights-Out/events/275714381,NY,New York,500 8th ave 3rd fl,https://www.google.com/maps/search/?api=1&query=500+8th+ave+3rd+fl%2C+New+York%2C+ny%2C+10018%2C+us,40.7127281,-74.0060152,"""500 8th ave 3rd fl,New York,NY"""
338,NJ,Jersey City,Sensual Bachata open level ( partnerwork ),Sensual Bachata in New York (Sensual Movement),1,40.7161,-74.0682,262075,https://www.meetup.com/Sensual-Bachata-in-New-York-Sensual-Movement/events/275714368,NY,New York ,1601 Broadway 11th floor ,https://www.google.com/maps/search/?api=1&query=40.760368%2C-73.985123,42.6524967,-73.7487401,"""1601 Broadway 11th floor ,New York ,NY"""
339,NJ,Jersey City,TUESDAY MASH! Social Dance Party in Edgewater NJ (Open Level),"Latin Dance Parties & Events in Bergen County, NJ!!!!",1,40.7161,-74.0682,262075,https://www.meetup.com/Ballroom-Latin-Social-Group-Edgewater/events/275737276,NJ,Edgewater,986 River Road,https://www.google.com/maps/search/?api=1&query=40.828796%2C-73.972725,40.8270448,-73.975694,"""986 River Road,Edgewater,NJ"""
341,NJ,Jersey City,FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,40.7161,-74.0682,262075,https://www.meetup.com/jerseycityballroom/events/275779840,NJ,Jersey City,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/?api=1&query=40.726357%2C-74.050415,40.723147,-74.042526,"""189 Brunswick St, 3rd Floor,Jersey City,NJ"""
342,NJ,Jersey City,Daytime Ballroom Social,The New York Ballroom Dance Meetup,1,40.7161,-74.0682,262075,https://www.meetup.com/ny-ballroom-dance/events/275726732,NJ,Nutley,7 High St,https://www.google.com/maps/search/?api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0,40.8223223,-74.1598663,"""7 High St,Nutley,NJ"""
343,NJ,Jersey City,In person Sensual Bachata ,"Bachata in TRI-STATE AREA (LI, NJ, NY, CT)",1,40.7161,-74.0682,262075,https://www.meetup.com/NYC-Bachata-Meet-Up-Bachata-New-York-City/events/275793305,NJ,Hoboken,300 Observer Hwy,https://www.google.com/maps/search/?api=1&query=40.736469%2C-74.035339,40.736194,-74.035038,"""300 Observer Hwy,Hoboken,NJ"""
345,NJ,Jersey City,ONLINE - Dirty South Twerkout,Cumbe,1,40.7161,-74.0682,262075,https://www.meetup.com/Cumbe-Center-for-African-and-Diaspora-Dance/events/275779846,NY,Brooklyn,1368 Fulton St,https://www.google.com/maps/search/?api=1&query=40.680050%2C-73.945633,40.6866181,-73.9748413,"""1368 Fulton St,Brooklyn,NY"""
346,NJ,Jersey City,Paint and Sip Pet Portrait Fun- Valentine's Day -Barking Dog NEW YORK,Paint Your Pet and Mingle with Pet Lovers,1,40.7161,-74.0682,262075,https://www.meetup.com/Paint-Your-Pet-and-Mingle-with-Pet-Lovers/events/275688252,NY,New York,1678 3rd Ave,https://www.google.com/maps/search/?api=1&query=40.784103%2C-73.950455,40.7127281,-74.0060152,"""1678 3rd Ave,New York,NY"""
347,NJ,Jersey City,Weekday Mutt Meetup,Harlem Meer Mutts Club,1,40.7161,-74.0682,262075,https://www.meetup.com/Harlem-Meer-Mutts-Club/events/275767088,NY,New York,Central Park,https://www.google.com/maps/search/?api=1&query=Central+Park%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152,"""Central Park,New York,NY"""
348,NJ,Jersey City,Bayonne Bridge Singles Dog Walk,Bayonne Singles With Four Pawed Pals,2,40.7161,-74.0682,262075,https://www.meetup.com/Bayonne-Singles-with-Four-Paws/events/275773329,NJ,Bayonne,185 John F. Kennedy Blvd,https://www.google.com/maps/search/?api=1&query=40.652687%2C-74.135208,40.65246,-74.135277,"""185 John F. Kennedy Blvd,Bayonne,NJ"""
350,NJ,Jersey City,Creating Art,The New York City Crochet/Knitting Meetup Group,3,40.7161,-74.0682,262075,https://www.meetup.com/crochet-471/events/275725738,NY,New York,158 E 115th St,https://www.google.com/maps/search/?api=1&query=East+Harlem+Neighborhood+Health+Action+Center%2C+158+E+115th+St%2C+New+York%2C+NY%2C+10029%2C+us&query_place_id=ChIJcdWICQb2wokR5p1lcQLBd9I,40.797765,-73.941955,"""158 E 115th St,New York,NY"""
353,NJ,Atlantic City,THURSDAY!!! Night Karaoke @ Carolines by the Bay!!!!,South Jersey Karaoke Night's,1,39.3797,-74.4527,237054,https://www.meetup.com/South-Jersey-Karaoke-Nights/events/275780588,NJ,Somers Point,450 Bay Avenue,https://www.google.com/maps/search/?api=1&query=39.318260%2C-74.587349,39.3176158,-74.594601,"""450 Bay Avenue,Somers Point,NJ"""
356,NJ,Paterson,SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,40.9147,-74.1624,145233,https://www.meetup.com/scuba-nj/events/275651699,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872900%2C-74.089140,40.8589384,-74.1110604,"""460 Passaic Avenue,Lodi,NJ"""
357,NJ,Paterson,Nitrox Diver Course,NJ Warren Scuba Group,1,40.9147,-74.1624,145233,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872580%2C-74.089320,40.8589384,-74.1110604,"""460 Passaic Avenue,Lodi,NJ"""
359,NJ,Paterson,Eagle Rock Reservation bring a newbie beginner 4-5 miles,Trail Shrinks,24,40.9147,-74.1624,145233,https://www.meetup.com/trailshrinks/events/275798719,NJ,West Orange,Crest Dr,https://www.google.com/maps/search/?api=1&query=40.810840%2C-74.234490,40.8033942,-74.2382416,"""Crest Dr,West Orange,NJ"""
361,NJ,Paterson,West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,40.9147,-74.1624,145233,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275746658,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"""253 Main St,West Orange,NJ"""
362,NJ,Paterson,Prenatal Yoga and Meditation,West Orange Pregnancy Meetup,1,40.9147,-74.1624,145233,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275737290,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"""253 Main St,West Orange,NJ"""
363,NJ,Paterson,Relationship Boot Camp,"Relationship Boot Camp in Ridgewood, NJ",3,40.9147,-74.1624,145233,https://www.meetup.com/relationship-boot-camp-support-group-in-ridgewood-nj/events/275056117,NJ,Ridgewood,14 Hope Street,https://www.google.com/maps/search/?api=1&query=40.977993%2C-74.112340,40.978047,-74.11216,"""14 Hope Street,Ridgewood,NJ"""
365,NJ,Paterson,Kundalini Yoga and Meditation,Montclair NJ Kundalini Yoga and Meditation Meetup Group,1,40.9147,-74.1624,145233,https://www.meetup.com/Montclair-NJ-Kundalini-Yoga-and-Meditation-Meetup-Group/events/275726675,NJ,Montclair,127 Valley Road,https://www.google.com/maps/search/?api=1&query=40.821861%2C-74.219841,40.8164458,-74.2210643,"""127 Valley Road,Montclair,NJ"""
366,NJ,Paterson,Experience Pranic Healing and Meditation on Twin Hearts,Meditation on Twin Hearts,2,40.9147,-74.1624,145233,https://www.meetup.com/meetup-group-ZVKtzOVt/events/275758899,NJ,Lyndhurst,"420 Valley Brook Avenue, Lyndhurst 07071",https://www.google.com/maps/search/?api=1&query=420+Valley+Brook+Avenue%2C+Lyndhurst+07071%2C+Lyndhurst%2C+NJ%2C+us,40.8094,-74.1245,"""420 Valley Brook Avenue, Lyndhurst 07071,Lyndhurst,NJ"""
367,NJ,Paterson,Spring Co-ed Sand Volleyball Leagues Forming Now,NJPlaySports,1,40.9147,-74.1624,145233,https://www.meetup.com/njplaysports/events/275714654,NJ,Totowa,754 Totowa Rd,https://www.google.com/maps/search/?api=1&query=40.911366%2C-74.223923,40.8955159,-74.2321221,"""754 Totowa Rd,Totowa,NJ"""
368,NJ,Paterson,Eagle Rock Reservation,Let's Walk!!,5,40.9147,-74.1624,145233,https://www.meetup.com/Lets-WalkProgram/events/275255298,NJ,West Orange,Prospect & Eagle Rock Ave,https://www.google.com/maps/search/?api=1&query=40.802940%2C-74.247757,40.786867,-74.231845,"""Prospect & Eagle Rock Ave,West Orange,NJ"""
369,NJ,Paterson,Sunday Tennis At Tiger,Tennis Buffs Meetup Group,1,40.9147,-74.1624,145233,https://www.meetup.com/tennis-354/events/275784079,NJ,West Caldwell,42 Fairfield Place,https://www.google.com/maps/search/?api=1&query=42+Fairfield+Place%2C+West+Caldwell%2C+NJ%2C+07006%2C+us,40.867304,-74.292023,"""42 Fairfield Place,West Caldwell,NJ"""
371,NJ,Paterson,Virtual Hiring Event,Bergen Community College Education and Events,1,40.9147,-74.1624,145233,https://www.meetup.com/Bergen-Community-College-Education-and-Events/events/275611670,NJ,Paramus,400 Paramus Rd,https://www.google.com/maps/search/?api=1&query=Bergen+Community+College%2C+400+Paramus+Rd%2C+Paramus%2C+NJ%2C+07652%2C+us&query_place_id=ChIJZwh91yL7wokRGaHKfmSoAqs,40.9177891,-74.0725437,"""400 Paramus Rd,Paramus,NJ"""
372,NJ,Paterson,Socrates Cafe,"Socrates Cafe of Teaneck, NJ",5,40.9147,-74.1624,145233,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888088%2C-74.026237,40.8976,-74.01597,"""687 Larch Ave,Teaneck,NJ"""
373,NJ,Paterson,Let’s meet some wolves ,A little bit of this and a little of that,26,40.9147,-74.1624,145233,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,NJ,Columbia,89 Mount Pleasant Road,https://www.google.com/maps/search/?api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,39.6378952,-74.6987704,"""89 Mount Pleasant Road,Columbia,NJ"""
375,NJ,Paterson,Harmony Celebration Chorus Rehearsal,Harmony Celebration Chorus,2,40.9147,-74.1624,145233,https://www.meetup.com/HarmonyCelebrationChorus/events/275740867,NJ,Ridgewood,475 Grove Street,https://www.google.com/maps/search/?api=1&query=40.968361%2C-74.108078,40.9796683,-74.1194403,"""475 Grove Street,Ridgewood,NJ"""
376,NJ,Paterson,"Tuesdays are our regularly scheduled rehearsals, guests are welcome.",Dapper Dans of Harmony,2,40.9147,-74.1624,145233,https://www.meetup.com/Dapper-Dans-of-Harmony/events/275734985,NJ,Caldwell,326 Bloomfield Ave,https://www.google.com/maps/search/?api=1&query=326+Bloomfield+Ave%2C+Caldwell%2C+NJ%2C+us,40.8338301,-74.2727494,"""326 Bloomfield Ave,Caldwell,NJ"""
378,NJ,Paterson,Fridays at Clifton City Tavern Mexican Cantina ,North Jersey Karaoke Klub,1,40.9147,-74.1624,145233,https://www.meetup.com/North-Jersey-Karaoke-Klub/events/275790160,NJ,Clifton,709 Van Houten Ave,https://www.google.com/maps/search/?api=1&query=40.859829%2C-74.151382,40.869398,-74.168913,"""709 Van Houten Ave,Clifton,NJ"""
379,NJ,Paterson,Raise Funds & Spirits! Lincoln Day Dinner 2021,Dennis Prager Fan Club,1,40.9147,-74.1624,145233,https://www.meetup.com/dennis-prager-fan-club/events/275773533,NJ,Fairfield,118 US-46,https://www.google.com/maps/search/?api=1&query=40.869053%2C-74.307460,40.2050878,-74.2135004,"""118 US-46,Fairfield,NJ"""
381,NJ,Paterson,Free Poker Thursday- Blvd Bar & Grill - $25 Gift Certificate & More!,WorldFreePoker.com,1,40.9147,-74.1624,145233,https://www.meetup.com/worldfreepoker/events/275779318,NJ,Elmwood Park,401 Boulevard,https://www.google.com/maps/search/?api=1&query=40.904423%2C-74.118065,40.914049,-74.1244709,"""401 Boulevard,Elmwood Park,NJ"""
383,NJ,Paterson,Meditation/book reading/discussion ,New Jersey Center for Inquiry into Spiritual Awakening,1,40.9147,-74.1624,145233,https://www.meetup.com/Center-for-Inquiry-into-Awakening-New-Jersey/events/275787186,NJ,Upper Montclair,Bellevue avenue,https://www.google.com/maps/search/?api=1&query=Bellevue+avenue%2C+Upper+Montclair%2C+NJ%2C+us,40.841337,-74.209114,"""Bellevue avenue,Upper Montclair,NJ"""
384,NJ,Paterson,Conversemos (Let's Talk),The Ethical Culture Society of Bergen County,5,40.9147,-74.1624,145233,https://www.meetup.com/EthicalFocus/events/275399209,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888090%2C-74.026240,40.8976,-74.01597,"""687 Larch Ave,Teaneck,NJ"""
386,NJ,Paterson,2021 MEDIUMSHIP TRAINING PROGRAM - YEAR 1 COURSE (see dates in description),Inner Spiritual Center Meetup,1,40.9147,-74.1624,145233,https://www.meetup.com/Inner-Spiritual-Center-Meetup/events/271847355,NJ,Fairfield,333A Route 46 West Suite 255,https://www.google.com/maps/search/?api=1&query=40.880180%2C-74.296135,40.879828,-74.29535,"""333A Route 46 West Suite 255,Fairfield,NJ"""
387,NJ,Paterson,Daytime Ballroom Social,The New York Ballroom Dance Meetup,1,40.9147,-74.1624,145233,https://www.meetup.com/ny-ballroom-dance/events/275726732,NJ,Nutley,7 High St,https://www.google.com/maps/search/?api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0,40.8223223,-74.1598663,"""7 High St,Nutley,NJ"""
388,NJ,Paterson,Tango Lessons first 2 Free! with Jon Tariq's available for Tango lesson in NJ,Tango Date NYC,1,40.9147,-74.1624,145233,https://www.meetup.com/Tango-Date-NYC/events/275748706,NJ,Paramus,54 S Farview Ave,https://www.google.com/maps/search/?api=1&query=Paramus+Fire+Dept+Company+4%2C+54+S+Farview+Ave%2C+Paramus%2C+NJ%2C+07652%2C+us&query_place_id=ChIJkXs371H6wokRqjgKf_KmGGk,40.916282,-74.069991,"""54 S Farview Ave,Paramus,NJ"""
390,NJ,Paterson,Disney Pin Trading at Paramus Park Mall!!!,North Jersey Disney Pin Traders,1,40.9147,-74.1624,145233,https://www.meetup.com/North-Jersey-Disney-Pin-Traders/events/275794699,NJ,Paramus,between Rt 17 North and from road.(Just of the GSP),https://www.google.com/maps/search/?api=1&query=between+Rt+17+North+and+from+road.%28Just+of+the+GSP%29%2C+Paramus%2C+NJ%2C+us,40.957982,-74.074625,"""between Rt 17 North and from road.(Just of the GSP),Paramus,NJ"""
393,NJ,Paterson,Looking to Grow via Referrals?,BNI Achieving Advantage,1,40.9147,-74.1624,145233,https://www.meetup.com/BNI-Achieving-Advantage/events/275744895,NJ,Hackensack,515 Essex St,https://www.google.com/maps/search/?api=1&query=Chit+Chat+Diner%2C+515+Essex+St%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJvfk0xCf6wokRkfD7x3ngW7M,40.7322898,-74.1171899,"""515 Essex St,Hackensack,NJ"""
394,NJ,Paterson,Career Transition - Finding the Next Career!,Financial Freedom and Careers to Create Wealth,1,40.9147,-74.1624,145233,https://www.meetup.com/Financial-Freedom-and-Careers-to-Create-Wealth/events/275757852,NJ,Fairfield,55 Lane Rd,https://www.google.com/maps/search/?api=1&query=40.894669%2C-74.277260,40.2050878,-74.2135004,"""55 Lane Rd,Fairfield,NJ"""
395,NJ,Paterson,Weekly Networking Breakfast ,Saddle Brook Small Business Meetup,1,40.9147,-74.1624,145233,https://www.meetup.com/Saddle-Brook-Small-Business-Meetup/events/275745091,NJ,Maywood,92 West Pleasant Avenue,https://www.google.com/maps/search/?api=1&query=92+West+Pleasant+Avenue%2C+Maywood%2C+NJ%2C+07607%2C+us,40.905291,-74.063706,"""92 West Pleasant Avenue,Maywood,NJ"""
397,NJ,Paterson,skunkworks v2,"Fair Lawn - Fun, Networking, Startup, & Education",1,40.9147,-74.1624,145233,https://www.meetup.com/Fair-Lawn-Fun-Networking-Startup-Education/events/275705565,NJ,Fair Lawn,25 Promenade Blvd,https://www.google.com/maps/search/?api=1&query=25+Promenade+Blvd%2C+Fair+Lawn%2C+nj%2C+07410%2C+us,40.925782,-73.964219,"""25 Promenade Blvd,Fair Lawn,NJ"""
398,NJ,Elizabeth,La tourette to highrock and Moses mountain ⛰ ,Staten Island Hiking Meetup,11,40.6657,-74.1912,129216,https://www.meetup.com/Staten-Island-Hiking-Meetup/events/275673141,NY,Staten Island,1001 Richmond Hill Rd,https://www.google.com/maps/search/?api=1&query=40.575620%2C-74.147260,40.5834557,-74.1496048,"""1001 Richmond Hill Rd,Staten Island,NY"""
399,NJ,Elizabeth,"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,40.6657,-74.1912,129216,https://www.meetup.com/outdooradventuresports/events/275756314,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/?api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,40.740752,-74.168407,"""14 Rector Street,Newark,NJ"""
400,NJ,Elizabeth,Brooklyn Bridge & Brooklyn Promenade Walk,Shorewalkers,22,40.6657,-74.1912,129216,https://www.meetup.com/shorewalkers-members-only/events/275776633,NY,New York,55 Church St,https://www.google.com/maps/search/?api=1&query=Millennium+Hilton+New+York+Downtown%2C+55+Church+St%2C+New+York%2C+NY%2C+10007%2C+us&query_place_id=ChIJh-L3uxlawokRDwLmkKwLIvY,40.7127281,-74.0060152,"""55 Church St,New York,NY"""
401,NJ,Elizabeth,Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,9,40.6657,-74.1912,129216,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q,40.7433066,-74.0323752,"""901 Park Ave,Hoboken,NJ"""
402,NJ,Elizabeth,Watchung reservation Historic village walk,Trail Shrinks,27,40.6657,-74.1912,129216,https://www.meetup.com/trailshrinks/events/275793087,NJ,Mountainside,New Providence Road,https://www.google.com/maps/search/?api=1&query=40.675438%2C-74.363270,40.6719861,-74.3579491,"""New Providence Road,Mountainside,NJ"""
403,NJ,Elizabeth,Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,3,40.6657,-74.1912,129216,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=40.747830%2C-74.030460,40.7433066,-74.0323752,"""901 Park Ave,Hoboken,NJ"""
404,NJ,Elizabeth,Hudson Walkway Loop/Reese Park Social Distancing 6 Mile Hike/Walk,"New York Hikes, Happy Hours & Outdoor Adventures",1,40.6657,-74.1912,129216,https://www.meetup.com/New-York-Hikes-Happy-Hours-and-Outdoor-Adventures/events/275555724,NY,New York,Your Guide will meet you when you get out from the train at Poughkeepsie,https://www.google.com/maps/search/?api=1&query=Your+Guide+will+meet+you+when+you+get+out+from+the+train+at+Poughkeepsie%2C+New+York%2C+NY%2C+us,40.709686,-74.011674,"""Your Guide will meet you when you get out from the train at Poughkeepsie,New York,NY"""
405,NJ,Elizabeth,Midtown Murder Mystery Scavenger History Hunt,SINGLES TRAVEL AND ADVENTURE!,1,40.6657,-74.1912,129216,https://www.meetup.com/SINGLES-TRAVEL-AND-ADVENTURE/events/275554958,NY,New York,Broadway Entrance at 34th/35th,https://www.google.com/maps/search/?api=1&query=Broadway+Entrance+at+34th%2F35th%2C+New+York%2C+NY%2C+us,40.857977,-73.930904,"""Broadway Entrance at 34th/35th,New York,NY"""
406,NJ,Elizabeth,Incredible New Features in Photoshop  and Amazing New Apps from Markzware,Adobe InDesign User Group of New Jersey,10,40.6657,-74.1912,129216,https://www.meetup.com/Adobe-INDUG-InDesign-User-Group/events/275732091,NJ,Union,1000 Morris Ave,https://www.google.com/maps/search/?api=1&query=40.678790%2C-74.232350,40.6839649,-74.2380355,"""1000 Morris Ave,Union,NJ"""
408,NJ,Elizabeth,ONLINE WEBINAR - How to Implement an Atlassian Jira Align Governance Framework,Big Apple (New York) Scaled Agile Framework (SAFe) Meetup,8,40.6657,-74.1912,129216,https://www.meetup.com/Big-Apple-Scaled-Agile-Framework-SAFe-Meetup/events/275749387,NY,New York,Online Webinar - See Below for Registration Details,https://www.google.com/maps/search/?api=1&query=Online+Webinar+-+See+Below+for+Registration+Details%2C+New+York%2C+NY%2C+us,43.072243,-77.670586,"""Online Webinar - See Below for Registration Details,New York,NY"""
409,NJ,Elizabeth,Bayonne Book Club Meetup - Bad Monkey by Carl Hiaasen,Bayonne Book Club - The Life I Left Behind by Colette McBeth,1,40.6657,-74.1912,129216,https://www.meetup.com/Bayonne-Book-Club/events/275758392,NJ,Bayonne,1075 Broadway,https://www.google.com/maps/search/?api=1&query=1075+Broadway%2C+Bayonne%2C+NJ%2C+07002%2C+us,40.6667697,-74.1154202,"""1075 Broadway,Bayonne,NJ"""
410,NJ,Elizabeth,MLK Day Winter Arts & Crafts/Painting Class With Luna De Papel,JCFamilies,4,40.6657,-74.1912,129216,https://www.meetup.com/JCFamilies/events/275705285,NJ,Jersey City,321 Communipaw Ave,https://www.google.com/maps/search/?api=1&query=Luna+de+Papel%2C+321+Communipaw+Ave%2C+Jersey+City%2C+NJ%2C+07304%2C+us&query_place_id=ChIJIzAHu8NQwokRzEEiRgAEyiQ,40.710397,-74.061321,"""321 Communipaw Ave,Jersey City,NJ"""
411,NJ,Elizabeth,West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,40.6657,-74.1912,129216,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275746658,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"""253 Main St,West Orange,NJ"""
412,NJ,Elizabeth,Prenatal Yoga and Meditation,West Orange Pregnancy Meetup,1,40.6657,-74.1912,129216,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275737290,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"""253 Main St,West Orange,NJ"""
413,NJ,Elizabeth,Singalong and Story Time for Kids,Family fun in Brooklyn,1,40.6657,-74.1912,129216,https://www.meetup.com/Family-fun-in-Brooklyn/events/275769551,NY,Brooklyn,695 5th Ave,https://www.google.com/maps/search/?api=1&query=40.661053%2C-73.993462,40.6501038,-73.9495823,"""695 5th Ave,Brooklyn,NY"""
414,NJ,Elizabeth,Storytime at Columbus Library,Midtown Mamas,0,40.6657,-74.1912,129216,https://www.meetup.com/Midtown-Mamas/events/275726908,NY,New York,742 10th Ave (between 50 and 51 Sts.,https://www.google.com/maps/search/?api=1&query=742+10th+Ave+%28between+50+and+51+Sts.%2C+New+York%2C+NY%2C+us,40.766684,-73.996493,"""742 10th Ave (between 50 and 51 Sts.,New York,NY"""
415,NJ,Elizabeth,Annual MLK Day Reflection Hike,HIKEOLUTION,22,40.6657,-74.1912,129216,https://www.meetup.com/HIKEOLUTION/events/275723348,NJ,Maplewood,64 Cherry Ln,https://www.google.com/maps/search/?api=1&query=40.755500%2C-74.291405,40.731729,-74.245658,"""64 Cherry Ln,Maplewood,NJ"""
416,NJ,Elizabeth,1 Private Introductory Session (40 min) + 1 Trial online class for $25,BodynBrain Yoga & Taichi in BayRidge,2,40.6657,-74.1912,129216,https://www.meetup.com/bodynbrain-bayridge/events/275692554,NY,Brooklyn,8206 3rd Ave,https://www.google.com/maps/search/?api=1&query=40.626270%2C-74.030197,40.6501038,-73.9495823,"""8206 3rd Ave,Brooklyn,NY"""
418,NJ,Elizabeth,ONLINE Lunchtime Meditation ,Meditation in Maplewood and Millburn,1,40.6657,-74.1912,129216,https://www.meetup.com/Dharmachakra-Buddhist-Center/events/275790380,NJ,Vauxhall,2933 Vauxhall Road,https://www.google.com/maps/search/?api=1&query=40.720901%2C-74.288803,40.73149,-74.28293,"""2933 Vauxhall Road,Vauxhall,NJ"""
419,NJ,Elizabeth,New York Buddha Dharma ,Buddhist Events New York,2,40.6657,-74.1912,129216,https://www.meetup.com/BuddhistEventsNewYork/events/275669400,NY,New York,"64 Fulton Street, Suite, 400, press 4 on the buzzer",https://www.google.com/maps/search/?api=1&query=40.712784%2C-74.005943,40.730562,-73.990635,"""64 Fulton Street, Suite, 400, press 4 on the buzzer,New York,NY"""
420,NJ,Elizabeth,Meditation for Beginners - Free Webinar & Online offerings,Inner Engineering New York (Isha Yoga & Meditation Classes),2,40.6657,-74.1912,129216,https://www.meetup.com/Inner-Engineering-New-York-Isha-Yoga-Meditation-Classes/events/275796627,NY,New York,..,https://www.google.com/maps/search/?api=1&query=..%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152,"""..,New York,NY"""
422,NJ,Elizabeth,Open play soccer,Staten Island SportsPlex,1,40.6657,-74.1912,129216,https://www.meetup.com/Staten-Island-SportsPlex/events/275738661,NY,Staten Island,215 Schmidts Ln.,https://www.google.com/maps/search/?api=1&query=215+Schmidts+Ln.%2C+Staten+Island%2C+NY%2C+us,40.608971,-74.119019,"""215 Schmidts Ln.,Staten Island,NY"""
423,NJ,Elizabeth,Pick-Up Soccer,Staten Island FC,1,40.6657,-74.1912,129216,https://www.meetup.com/meetup-group-omrxaotc/events/275692537,NE,Staten Island,New Dorp Lane,https://www.google.com/maps/search/?api=1&query=40.568990%2C-74.100620,40.5698282,-74.1086498,"""New Dorp Lane,Staten Island,NE"""
