state,city,event_name,group_name,attendees,lat,lng,category,venue_event_link,event_street,Google_Map_Link,event_lat,event_lng,address
NY,New York,UNDERGROUND NEW YORK CITY  (Private Group Tour),"The New York City Social Group (20,000+ members!)",5,40.7127281,-74.0060152,Social,https://www.meetup.com/NYC-Social/events/268950829,38 Park Row #4,https://www.google.com/maps/search/?api=1&query=40.711586%2C-74.006680,40.7116774,-74.0065372,"""38 Park Row #4 New York, NY"""
NJ,Pittsgrove,Parvin Lake and the Lost Trail  Members Only,Outdoor Club of South Jersey - Hiking/Camping/Backpacking,25,39.528263,-75.131146,Outdoors & Adventure,https://www.meetup.com/Outdoor-Club-of-South-Jersey-Hiking/events/275918543,701 Almond Rd,https://www.google.com/maps/search/?api=1&query=39.511500%2C-75.131760,39.5104319,-75.1326336,"""701 Almond Rd Pittsgrove, NJ"""
NJ,Millville,"Come Dance With Lynn Country Dancing at the Am. Legion, Millville, NJ is on HOLD",Millville Line Dancing Meetup,1,39.4020593,-75.0393368,Dance,https://www.meetup.com/Millville-Line-Dancing-Meetup/events/275920294,220 Buck St,https://www.google.com/maps/search/?api=1&query=39.398376%2C-75.040581,39.397492,-75.039813,"""220 Buck St Millville, NJ"""
NJ,Milmay,Sunday dancing on hold until further notice due to the increase of COVID-19.,Come Dance with Lynn - Country Dancing - @ MILMAY FIRE HALL,1,39.4392825,-74.8568349,Dance,https://www.meetup.com/Come-Dance-with-Lynn-Country-Dancing-MILMAY-FIRE-HALL/events/275834717,225 Broad St,https://www.google.com/maps/search/?api=1&query=39.438824%2C-74.858276,39.4388045,-74.8583055,"""225 Broad St Milmay, NJ"""
NJ,West Orange,West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,40.7987113,-74.2390353,Family,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275886460,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.786276,-74.232173,"""253 Main St West Orange, NJ"""
NJ,West Orange,Sunday Morning Prenatal Yoga,West Orange Pregnancy Meetup,1,40.7987113,-74.2390353,Family,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275824180,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"""253 Main St West Orange, NJ"""
NJ,Ridgewood,Relationship Boot Camp,"Relationship Boot Camp in Ridgewood, NJ",10,40.9796683,-74.1194403,Health & Wellness,https://www.meetup.com/relationship-boot-camp-support-group-in-ridgewood-nj/events/275056117,14 Hope Street,https://www.google.com/maps/search/?api=1&query=40.977993%2C-74.112340,40.978047,-74.11216,"""14 Hope Street Ridgewood, NJ"""
NJ,Montclair,Kundalini Yoga and Meditation  ,Montclair NJ Kundalini Yoga and Meditation Meetup Group,1,40.8164458,-74.2210643,Health & Wellness,https://www.meetup.com/Montclair-NJ-Kundalini-Yoga-and-Meditation-Meetup-Group/events/275911292,127 Valley Road,https://www.google.com/maps/search/?api=1&query=40.821861%2C-74.219841,40.8164458,-74.2210643,"""127 Valley Road Montclair, NJ"""
NJ,Lyndhurst,Experience Pranic Healing and Meditation on Twin Hearts,Meditation on Twin Hearts,1,40.8120247,-74.1242816,Health & Wellness,https://www.meetup.com/meetup-group-ZVKtzOVt/events/275898302,"420 Valley Brook Avenue, Lyndhurst 07071",https://www.google.com/maps/search/?api=1&query=420+Valley+Brook+Avenue%2C+Lyndhurst+07071%2C+Lyndhurst%2C+NJ%2C+us,40.8094,-74.1245,"""420 Valley Brook Avenue, Lyndhurst 07071 Lyndhurst, NJ"""
NJ,Teaneck,Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,40.8860164,-74.0072568,Learning,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888088%2C-74.026237,40.8976,-74.01597,"""687 Larch Ave Teaneck, NJ"""
NJ,Paramus,B2B Virtual Networking Event: How to Achieve Future Goals Right Now,Bergen Community College Education and Events,1,40.9452911,-74.0735899,Learning,https://www.meetup.com/Bergen-Community-College-Education-and-Events/events/275844257,400 Paramus Rd,https://www.google.com/maps/search/?api=1&query=40.950874%2C-74.088180,40.9177891,-74.0725437,"""400 Paramus Rd Paramus, NJ"""
NJ,Caldwell,"Tuesdays are our regularly scheduled rehearsals, guests are welcome.",Dapper Dans of Harmony,2,40.8398218,-74.2765366,Music,https://www.meetup.com/Dapper-Dans-of-Harmony/events/275874884,326 Bloomfield Ave,https://www.google.com/maps/search/?api=1&query=326+Bloomfield+Ave%2C+Caldwell%2C+NJ%2C+us,40.8338301,-74.2727494,"""326 Bloomfield Ave Caldwell, NJ"""
NJ,Ridgewood,Harmony Celebration Chorus Rehearsal,Harmony Celebration Chorus,1,40.9796683,-74.1194403,Music,https://www.meetup.com/HarmonyCelebrationChorus/events/275898566,475 Grove Street,https://www.google.com/maps/search/?api=1&query=40.968361%2C-74.108078,40.9796683,-74.1194403,"""475 Grove Street Ridgewood, NJ"""
NJ,Fairfield,Raise Funds & Spirits! Lincoln Day Dinner 2021,Dennis Prager Fan Club,1,40.2050878,-74.2135004,Movements,https://www.meetup.com/dennis-prager-fan-club/events/275773533,118 US-46,https://www.google.com/maps/search/?api=1&query=40.869053%2C-74.307460,40.2050878,-74.2135004,"""118 US-46 Fairfield, NJ"""
NJ,Teaneck,Platform: Video Games and Ethics,The Ethical Culture Society of Bergen County,4,40.8860164,-74.0072568,Beliefs,https://www.meetup.com/EthicalFocus/events/275399427,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888090%2C-74.026240,40.8976,-74.01597,"""687 Larch Ave Teaneck, NJ"""
NJ,Garfield,Sunday Worship In-Person Service,Change Makers International Assembly,1,40.8814882,-74.113198,Beliefs,https://www.meetup.com/Change-Makers-Assembly/events/275833731,619 Midland Ave,https://www.google.com/maps/search/?api=1&query=40.885551%2C-74.101540,40.8666965,-74.1055612,"""619 Midland Ave Garfield, NJ"""
NJ,Fairfield,Sunday Spiritualist Service,Inner Spiritual Center Meetup,1,40.2050878,-74.2135004,Beliefs,https://www.meetup.com/Inner-Spiritual-Center-Meetup/events/275826050,333A Route 46 West Suite 255,https://www.google.com/maps/search/?api=1&query=333A+Route+46+West%2C+Fairfield%2C+nj%2C+07004%2C+us,40.879828,-74.29535,"""333A Route 46 West Suite 255 Fairfield, NJ"""
NJ,UNION CITY,Public Conference in English,A.I.G.A. American Institute of Gnostic Anthropology,2,40.7795455,-74.0237512,Beliefs,https://www.meetup.com/A-I-G-A-American-Institute-of-Gnostic-Anthropology/events/275664323,507 43RD TS. 7th floor,https://www.google.com/maps/search/?api=1&query=507+43RD+TS.+7th+floor%2C+UNION+CITY%2C+nj%2C+07087%2C+us,40.756548,-74.039673,"""507 43RD TS. 7th floor UNION CITY, NJ"""
NJ,Lyndhurst,Salsa & Bachata Dance Workshop And Social! No Partner Option!,The Salsa Latin & Ballroom Dance Group,11,40.8120247,-74.1242816,Dance,https://www.meetup.com/njsalsadance/events/275754384,289 Stuyvesant Ave 2nd floor,https://www.google.com/maps/search/?api=1&query=40.813976%2C-74.126880,40.813749,-74.126505,"""289 Stuyvesant Ave 2nd floor Lyndhurst, NJ"""
NJ,Nutley,Hustle Class - Intermediate,New York/New Jersey Hustle Dancing Meetup,1,40.8223223,-74.1598663,Dance,https://www.meetup.com/New-York-New-Jersey-Hustle-Dancing-Meetup/events/275876804,7 High St,https://www.google.com/maps/search/?api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0,40.8223223,-74.1598663,"""7 High St Nutley, NJ"""
NJ,Nutley,Daytime Ballroom Social for Seniors,The New York Ballroom Dance Meetup,1,40.8223223,-74.1598663,Dance,https://www.meetup.com/ny-ballroom-dance/events/275866067,7 High St,https://www.google.com/maps/search/?api=1&query=40.825237%2C-74.153900,40.8223223,-74.1598663,"""7 High St Nutley, NJ"""
NJ,Paramus,Tango Lessons first 2 Free! with Jon Tariq's available for Tango lesson in NJ,Tango Date NYC,1,40.9452911,-74.0735899,Dance,https://www.meetup.com/Tango-Date-NYC/events/275888563,54 S Farview Ave,https://www.google.com/maps/search/?api=1&query=Paramus+Fire+Dept+Company+4%2C+54+S+Farview+Ave%2C+Paramus%2C+NJ%2C+07652%2C+us&query_place_id=ChIJkXs371H6wokRqjgKf_KmGGk,40.916282,-74.069991,"""54 S Farview Ave Paramus, NJ"""
NJ,Hackensack,Gozar Salsa Saturday Party,New Jersey Salsa Parties,1,40.8871438,-74.0410865,Dance,https://www.meetup.com/New-Jersey-Salsa-Parties/events/275807218,41 NJ-4,https://www.google.com/maps/search/?api=1&query=Firewaters+Saloon+Hackensack%2C+41+NJ-4%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJaYzI6nX6wokRd44xMXNGX5w,40.8871438,-74.0410865,"""41 NJ-4 Hackensack, NJ"""
NJ,Montclair,Breakfast @Toast,"NJ Ladies - Create, Travel & Dine Together",4,40.8164458,-74.2210643,Social,https://www.meetup.com/Create-Travel-Dine-Together-Ladies-Only/events/275836201,700 Bloomfield Ave,https://www.google.com/maps/search/?api=1&query=40.818000%2C-74.223076,40.8126955,-74.216343,"""700 Bloomfield Ave Montclair, NJ"""
NJ,Paramus,"Urban Exploration (Lower Manhattan, Brooklyn Bridge and Dumbo ",Gilligan's Adventures,26,40.9452911,-74.0735899,Social,https://www.meetup.com/GilligansAdventures/events/275885441,300 Bergen Town Center,https://www.google.com/maps/search/?api=1&query=40.914055%2C-74.057270,40.978209,-74.051509,"""300 Bergen Town Center Paramus, NJ"""
NJ,Hackensack,Looking to Grow via Referrals?,BNI Achieving Advantage,1,40.8871438,-74.0410865,Career & Business,https://www.meetup.com/BNI-Achieving-Advantage/events/275884153,515 Essex St,https://www.google.com/maps/search/?api=1&query=Chit+Chat+Diner%2C+515+Essex+St%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJvfk0xCf6wokRkfD7x3ngW7M,40.7322898,-74.1171899,"""515 Essex St Hackensack, NJ"""
NJ,Fairfield,Hour of Power to Financial Independence ,Financial Freedom and Careers to Create Wealth,1,40.2050878,-74.2135004,Career & Business,https://www.meetup.com/Financial-Freedom-and-Careers-to-Create-Wealth/events/275897488,55 Lane Rd,https://www.google.com/maps/search/?api=1&query=40.894669%2C-74.277260,40.2050878,-74.2135004,"""55 Lane Rd Fairfield, NJ"""
NJ,Maywood,Weekly Networking Breakfast ,Saddle Brook Small Business Meetup,1,40.902599,-74.0618074,Career & Business,https://www.meetup.com/Saddle-Brook-Small-Business-Meetup/events/275884662,92 West Pleasant Avenue,https://www.google.com/maps/search/?api=1&query=92+West+Pleasant+Avenue%2C+Maywood%2C+NJ%2C+07607%2C+us,40.905291,-74.063706,"""92 West Pleasant Avenue Maywood, NJ"""
NJ,Fair Lawn,skunkworks v2,"Fair Lawn - Fun, Networking, Startup, & Education",1,40.9397796,-74.1312504,Career & Business,https://www.meetup.com/Fair-Lawn-Fun-Networking-Startup-Education/events/275844673,25 Promenade Blvd,https://www.google.com/maps/search/?api=1&query=25+Promenade+Blvd%2C+Fair+Lawn%2C+nj%2C+07410%2C+us,40.925782,-73.964219,"""25 Promenade Blvd Fair Lawn, NJ"""
NJ,Hasbrouck Heights,NJ: 100% Financing & How to make Big Money with Fix & Flips,New Jersey Real Estate Investors Association (REIA),1,40.8579293,-74.0816693,Career & Business,https://www.meetup.com/New-Jersey-Real-Estate-Investors-Association/events/275915892,650 Terrace Ave,https://www.google.com/maps/search/?api=1&query=40.871487%2C-74.062010,40.8579293,-74.0816693,"""650 Terrace Ave Hasbrouck Heights, NJ"""
PA,Philadelphia ,February Group MeetUp ,PHL - Caribbean & Mexico Travel Group,6,39.9527237,-75.1635262,Outdoors & Adventure,https://www.meetup.com/meetup-group-jymisozp/events/273925246,1216 Chestnut,https://www.google.com/maps/search/?api=1&query=1216+Chestnut%2C+Philadelphia+%2C+PA%2C+19107%2C+us,39.9499943,-75.196408,"""1216 Chestnut Philadelphia , PA"""
NJ,Palmyra,Exploratory Hike at Palmyra Nature Cove ,Outdoor Club of South Jersey - Hiking/Camping/Backpacking,36,40.0070565,-75.0282271,Outdoors & Adventure,https://www.meetup.com/Outdoor-Club-of-South-Jersey-Hiking/events/275812265, Route 73 North,https://www.google.com/maps/search/?api=1&query=40.008255%2C-75.041610,40.0070565,-75.0282271,""" Route 73 North Palmyra, NJ"""
NJ,Cherry Hill,January Hike,Cherry Hill Women Hikers,23,39.9348351,-75.0307264,Outdoors & Adventure,https://www.meetup.com/cherry-hill-womens-social-meetup-group/events/275317263,1603 Kresson Rd,https://www.google.com/maps/search/?api=1&query=39.883915%2C-74.972590,39.884949,-74.974638,"""1603 Kresson Rd Cherry Hill, NJ"""
PA,Philadelphia,Night hike (moonlight only),It's better Outdoors,20,39.9527237,-75.1635262,Outdoors & Adventure,https://www.meetup.com/Its-better-Outdoors/events/275304914,300 W Mt Pleasant Ave,https://www.google.com/maps/search/?api=1&query=40.053910%2C-75.194230,40.054358,-75.193951,"""300 W Mt Pleasant Ave Philadelphia, PA"""
PA,Philadelphia,Saturday morning Easy People and Dog Walk at Wissahickon Valley Green 4 miles,H3 OUTDOORS (H3O),13,39.9527237,-75.1635262,Outdoors & Adventure,https://www.meetup.com/H3-Outdoors/events/275824338,Valley Green Rd,https://www.google.com/maps/search/?api=1&query=40.055775%2C-75.218180,40.0553951,-75.2178212,"""Valley Green Rd Philadelphia, PA"""
PA,Philadelphia,"7 Waterfalls, Andorra Nat Area, Houston Meadow Trek",Hiking Around Philly,7,39.9527237,-75.1635262,Outdoors & Adventure,https://www.meetup.com/HikingAroundPhilly/events/275864791,8400 Seminole St,https://www.google.com/maps/search/?api=1&query=40.070080%2C-75.210530,40.070028,-75.209932,"""8400 Seminole St Philadelphia, PA"""
PA,Philadelphia,Wednesday Ride from the Pavilion,Philadelphia Mountain Biking Meetup,2,39.9527237,-75.1635262,Outdoors & Adventure,https://www.meetup.com/mountainbiking/events/275896904,Henry Ave and Livezey Lane ,https://www.google.com/maps/search/?api=1&query=Henry+Ave+and+Livezey+Lane+%2C+Philadelphia%2C+PA%2C+19128%2C+us,40.04608,-75.217841,"""Henry Ave and Livezey Lane  Philadelphia, PA"""
PA,Philadelphia,Monday Mark ups with Anthony Tirado,Philadelphia Forex Trading for Newbies,2,39.9527237,-75.1635262,Tech,https://www.meetup.com/Philadelphia-Forex-Trading-for-Newbies/events/275857262,zoom online,https://www.google.com/maps/search/?api=1&query=zoom+online%2C+Philadelphia%2C+PA%2C+us,40.001811,-75.11787,"""zoom online Philadelphia, PA"""
PA,Philadelphia,Philly DevOps Monthly Meetup,Philly DevOps,4,39.9527237,-75.1635262,Tech,https://www.meetup.com/PhillyDevOps/events/274553066,1701 John F Kennedy Boulevard,https://www.google.com/maps/search/?api=1&query=1701+John+F+Kennedy+Boulevard%2C+Philadelphia%2C+PA%2C+us,39.954004,-75.168213,"""1701 John F Kennedy Boulevard Philadelphia, PA"""
NJ,Cherry Hill,SPEAKW Support group for Alienated Parents ,South Jersey SPEAKW Parental Alienation Meetup,3,39.9348351,-75.0307264,Health & Wellness,https://www.meetup.com/Burlington-SPEAKW-Parental-Alienation-Meetup/events/275767808,2100 Rte 70 W,https://www.google.com/maps/search/?api=1&query=39.922882%2C-75.034752,39.9348351,-75.0307264,"""2100 Rte 70 W Cherry Hill, NJ"""
NJ,Merchantville,Nonviolent Communication Practice Group,Heart to Heart,1,39.951634,-75.0487627,Health & Wellness,https://www.meetup.com/Connecting-Heart-to-Heart/events/275864711,36 W Maple Ave,https://www.google.com/maps/search/?api=1&query=39.949665%2C-75.051659,39.9506547,-75.0491187,"""36 W Maple Ave Merchantville, NJ"""
PA,Philadelphia,Runners in Recovery,Philadelphia Sober and Active,1,39.9527237,-75.1635262,Health & Wellness,https://www.meetup.com/Philadelphia-Sober-and-Active/events/275918835,N Christopher Columbus Blvd,https://www.google.com/maps/search/?api=1&query=39.953148%2C-75.138802,39.960084,-75.1373444,"""N Christopher Columbus Blvd Philadelphia, PA"""
PA,Philadelphia,Philadelphia Health Empowerment Program,Philadelphia Health Empowerment Program,1,39.9527237,-75.1635262,Health & Wellness,https://www.meetup.com/Philadelphia-Health-Empowerment-Program/events/275873657,2946 Island Ave,https://www.google.com/maps/search/?api=1&query=2946+Island+Ave%2C+Philadelphia%2C+pa%2C+19153%2C+us,39.9527237,-75.1635262,"""2946 Island Ave Philadelphia, PA"""
PA,Philadelphia,Sunday Morning Meditation | Livestream,Kadampa Meditation Center Philadelphia,1,39.9527237,-75.1635262,Health & Wellness,https://www.meetup.com/kadampa-meditation-center-philadelphia/events/275825907,1102 Pine St,https://www.google.com/maps/search/?api=1&query=39.944729%2C-75.160034,39.9527237,-75.1635262,"""1102 Pine St Philadelphia, PA"""
NJ,"Moorestown, NJ  08057",Sunday Celebration,Center for Conscious Living,2,39.9711439,-74.946216,Health & Wellness,https://www.meetup.com/meetup-group-HJkjyjIx/events/275824908,16 East Main St,https://www.google.com/maps/search/?api=1&query=39.963299%2C-74.945602,39.9711439,-74.946216,"""16 East Main St Moorestown, NJ  08057, NJ"""
NJ,Runnemede,Runnemede Green Acres Park Pickleball,"Gloucester Township, Atkinson, Berlin & Green Acres Parks",24,39.8523358,-75.0679498,Sports & Fitness,https://www.meetup.com/Gloucester-Township-Pickleball-Meetup/events/275805110,Dettmar Terrace,https://www.google.com/maps/search/?api=1&query=39.850552%2C-75.091751,39.850292,-75.087936,"""Dettmar Terrace Runnemede, NJ"""
PA,Philadelphia,Run & Chug!,Philly Fun Run,4,39.9527237,-75.1635262,Sports & Fitness,https://www.meetup.com/Philly-Fun-Run/events/274931194,S St Bridge,https://www.google.com/maps/search/?api=1&query=South+Street+Bridge%2C+S+St+Bridge%2C+Philadelphia%2C+PA%2C+us&query_place_id=EiJTIFN0IEJyaWRnZSwgUGhpbGFkZWxwaGlhLCBQQSwgVVNBIi4qLAoUChIJ-SOhJU4yQoYRn_6jrQ5a4IgSFAoSCetLtdTYt8aJEcFYPozYFPWJ,39.9468739,-75.1868181,"""S St Bridge Philadelphia, PA"""
NJ,Pennsauken ,Beginner/Advanced Beginner  Pickleball in Pennsauken,South Jersey Pickleball™,7,39.9562238,-75.0579502,Sports & Fitness,https://www.meetup.com/SouthJerseypickleball/events/275895317,3376 Browning Rd,https://www.google.com/maps/search/?api=1&query=39.951649%2C-75.058899,39.954122,-75.060568,"""3376 Browning Rd Pennsauken , NJ"""
PA,Philadelphia,1/27 Wed 9pm Night Beginner Indoor Tennis!!  (USTA 1.5-2.0),Philly Tennis Swat,10,39.9527237,-75.1635262,Sports & Fitness,https://www.meetup.com/The-philadelphia-tennis-swat-group/events/275880102,4842 Ridge Ave,https://www.google.com/maps/search/?api=1&query=Legacy+Youth+Tennis+and+Education%2C+4842+Ridge+Ave%2C+Philadelphia%2C+PA%2C+19129%2C+us&query_place_id=ChIJp2ZFk4e4xokRWbFaW19WBII,39.9527237,-75.1635262,"""4842 Ridge Ave Philadelphia, PA"""
NJ,Cherry Hill,CLINIC! Pickleball Rating Assessment!,Cherry Hill Pickleball,22,39.9348351,-75.0307264,Sports & Fitness,https://www.meetup.com/Cherry-Hill-Pickleball/events/275711168,1820 Old Cuthbert Road,https://www.google.com/maps/search/?api=1&query=39.910160%2C-74.981450,39.909178,-74.981151,"""1820 Old Cuthbert Road Cherry Hill, NJ"""
PA,Philadelphia,1/25 Mon 8:30pm Legacy Indoor tennis! Advance level (USTA 3.5-4.0+),King of Prussia Tennis Swat!,3,39.9527237,-75.1635262,Sports & Fitness,https://www.meetup.com/The-King-of-Prussia-Tennis-Club/events/275869890,4842 Ridge Ave,https://www.google.com/maps/search/?api=1&query=Legacy+Youth+Tennis+and+Education%2C+4842+Ridge+Ave%2C+Philadelphia%2C+PA%2C+19129%2C+us&query_place_id=ChIJp2ZFk4e4xokRWbFaW19WBII,39.9527237,-75.1635262,"""4842 Ridge Ave Philadelphia, PA"""
NJ,Voorhees,Pickup Soccer in Voorhees,South Jersey Soccer Meetups,16,39.8512162,-74.9619779,Sports & Fitness,https://www.meetup.com/South-Jersey-Soccer-Meetups/events/275910031,255 Echelon Road,https://www.google.com/maps/search/?api=1&query=255+Echelon+Road%2C+Voorhees%2C+NJ%2C+08043%2C+us,39.8501355,-75.0021217,"""255 Echelon Road Voorhees, NJ"""
PA,Narberth,wednesday night pickleball,Narberth Playing Pickleball Meetup Group,1,40.0084456,-75.26046,Sports & Fitness,https://www.meetup.com/Narberth-Playing-Pickleball-Meetup-Group/events/275896026,1660 Oakwood Dr,https://www.google.com/maps/search/?api=1&query=1660+Oakwood+Dr%2C+1660+Oakwood+Dr%2C+Narberth%2C+PA%2C+19072%2C+us&query_place_id=ChIJZ8fPqzG_xokRxxNtDCJnhxk,40.0084456,-75.26046,"""1660 Oakwood Dr Narberth, PA"""
PA,Philadelphia,Friday Happy Hour & Karaoke at Lair KTV,Philadelphia Art Social,2,39.9527237,-75.1635262,Photography,https://www.meetup.com/PhillyArtsocial/events/275631957,1025 Arch St,https://www.google.com/maps/search/?api=1&query=LairKtv%2C+1025+Arch+St%2C+Philadelphia%2C+PA%2C+19107%2C+us&query_place_id=ChIJxyu_2t7HxokRs2jO8ju3lzc,39.9532483,-75.1517865,"""1025 Arch St Philadelphia, PA"""
PA,Philadelphia,Picanh Brazilian Steakhouse,Northeast Philly Wine Lovers,12,39.9527237,-75.1635262,Food & Drink,https://www.meetup.com/Northeast-Philly-Wine-Lovers/events/275731122,6501 Castor Ave,https://www.google.com/maps/search/?api=1&query=6501+Castor+Ave%2C+Philadelphia%2C+PA%2C+19149%2C+us,40.0385948,-75.0785763,"""6501 Castor Ave Philadelphia, PA"""
NJ,Camden,Putting Together Meals for Camden Needy,AQUA CORPS (Adult Quest for Unity and Altruism),3,39.9448402,-75.1198911,Movements,https://www.meetup.com/AQUACORPS/events/275653512,422 Market Street,https://www.google.com/maps/search/?api=1&query=39.945620%2C-75.121820,39.9448402,-75.1198911,"""422 Market Street Camden, NJ"""
PA,Philadelphia,PHILADELPHIA NATIONAL WRITERS UNION STEERING COMMITTEE; members and friends,"National Writers Union, Philadelphia Chapter",5,39.9527237,-75.1635262,Movements,https://www.meetup.com/National-Writers-Union-Philadelphia/events/275894898,1606 Walnut Street,https://www.google.com/maps/search/?api=1&query=1606+Walnut+Street%2C+Philadelphia%2C+PA%2C+19103%2C+us,39.9494261,-75.1625746,"""1606 Walnut Street Philadelphia, PA"""
PA,Bala Cynwyd,"""World Peace Through Understanding"" ""Service Above Self""",Rotary Club of Bala Cynwyd-Narberth,1,40.0076125,-75.2340695,Movements,https://www.meetup.com/Rotary-Club-of-Bala-Cynwyd-Narberth/events/275889182,281 Montgomery Ave.,https://www.google.com/maps/search/?api=1&query=281+Montgomery+Ave.%2C+Bala+Cynwyd%2C+PA%2C+19004%2C+us,40.0076125,-75.2340695,"""281 Montgomery Ave. Bala Cynwyd, PA"""
PA,Philadelphia,SWAY: Philly's biggest queerest monthly party,Philadelphia Lesbian/Queer Women's Night Out,8,39.9527237,-75.1635262,LGBTQ,https://www.meetup.com/Philadelphia-Queer-Women-Night-Out/events/275664561,254 S 12th St,https://www.google.com/maps/search/?api=1&query=39.947063%2C-75.161209,39.9527237,-75.1635262,"""254 S 12th St Philadelphia, PA"""
NJ,Merchantville,1st Staurday at 1st Pres,Gamers of the Cherry Hill Area (GOTCHA),3,39.951634,-75.0487627,Sci-Fi & Games,https://www.meetup.com/gamersofthecherryhillarea/events/275905323,10 W. Maple Ave,https://www.google.com/maps/search/?api=1&query=10+W.+Maple+Ave%2C+Merchantville%2C+nj%2C+08109%2C+us,39.949993,-75.051968,"""10 W. Maple Ave Merchantville, NJ"""
PA,Philadelphia,"Tyll, by Daniel Kehlman **ONLINE MEETING**",The Readers' Club,10,39.9527237,-75.1635262,Book Clubs,https://www.meetup.com/The-Readers-Club/events/275272685,4426 Locust St,https://www.google.com/maps/search/?api=1&query=4426+Locust+St%2C+Philadelphia%2C+PA%2C+19104%2C+us,39.955741,-75.2240221,"""4426 Locust St Philadelphia, PA"""
NJ,Cherry Hill,UNCANNY VALLEY- Anna Wiener book discussion,Cherry Hill Feminist Book Club,9,39.9348351,-75.0307264,Book Clubs,https://www.meetup.com/Cherry-Hill-Feminist-Book-Club/events/275090794,1100 Kings Highway North,https://www.google.com/maps/search/?api=1&query=1100+Kings+Highway+North%2C+Cherry+Hill%2C+NJ%2C+08002%2C+us,39.903963,-75.021317,"""1100 Kings Highway North Cherry Hill, NJ"""
NJ,Bellmawr,"Bachata Vs Salsa @ The Stardust, w/ DJ BigBoy Bachata",Social and Like Dancing - Philly,4,39.8676134,-75.0946183,Dance,https://www.meetup.com/phillysocialmeetup/events/275741111,363 W Browning Rd,https://www.google.com/maps/search/?api=1&query=39.869980%2C-75.094635,39.869579,-75.094949,"""363 W Browning Rd Bellmawr, NJ"""
PE,Philadelphia,Northwest Philly Sunday Pack Walk,Northwest Philadelphia Pack Walk,1,-10,-75.25,Pets,https://www.meetup.com/Northwest-Philadelphia-Pack-Walk/events/275824263,3899 Henry Ave,https://www.google.com/maps/search/?api=1&query=40.017738%2C-75.189178,-10,-75.25,"""3899 Henry Ave Philadelphia, PE"""
PA,Philadelphia ,South Philly Knits! (Crosspost),Philly Knits,2,39.9527237,-75.1635262,Hobbies & Crafts,https://www.meetup.com/Philadelphia-Knitting-Meetup/events/275846771,705 S 5th St,https://www.google.com/maps/search/?api=1&query=705+S+5th+St%2C+Philadelphia+%2C+PA%2C+19147%2C+us,39.940224,-75.151136,"""705 S 5th St Philadelphia , PA"""
NJ,Collingswood,Zeppoli BYOB,South Jersey Women’s Social,10,39.9181686,-75.071284,Social,https://www.meetup.com/South-Jersey-Women-s-Soci/events/275891359,Collings Avenue,https://www.google.com/maps/search/?api=1&query=Collings+Avenue%2C+Collingswood%2C+NJ%2C+us,39.9152202,-75.0720393,"""Collings Avenue Collingswood, NJ"""
NJ,Pennsauken Township,3rd Wednesday Game Night ,The Lonely Island,3,39.960107,-75.0490488,Social,https://www.meetup.com/The-Lonely-Island/events/274690422,1585 NJ-73,https://www.google.com/maps/search/?api=1&query=39.984707%2C-75.020569,39.960107,-75.0490488,"""1585 NJ-73 Pennsauken Township, NJ"""
PA,Philadelphia,Friday Happy Hour & Karaoke at Lair KTV (1025 Arch Street),Philadelphia 20's and 30's Social Meetup Group,3,39.9527237,-75.1635262,Social,https://www.meetup.com/Philadelphia-20s-and-30s-Meetup-Group/events/275463242,1025 Arch Street,https://www.google.com/maps/search/?api=1&query=1025+Arch+Street%2C+Philadelphia%2C+PA%2C+us,39.9532483,-75.1517865,"""1025 Arch Street Philadelphia, PA"""
NJ,West Orange,West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,40.7987113,-74.2390353,Family,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275886460,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"""253 Main St West Orange, NJ"""
