state,city,category,event_name,group_name,attendees,event_link,lat,lng,population
NJ,Bayonne,Sports & Fitness,Everwalk Liberty State Park Loop Walk (FIRST Sunday of the month),EverWalk NJ,8,https://www.meetup.com/EverWalk-NJ/events/275895657,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,"Sunday 8:30am - Leisure run, late edition",Jersey City Runners,12,https://www.meetup.com/jcrunners/events/275887726,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,Let's workout!!! On Sabbatical Until Spring!,Staten Island Weight Loss Camp for Women,2,https://www.meetup.com/Staten-Island-Weight-Loss-Camp-for-Women/events/275890735,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,FREE GAME⚽️ Indoor 5v5 @Socceroof (use promo code ROOF12/ first timers only),JUST PLAY Pickup Soccer in New York,2,https://www.meetup.com/just-play-soccer/events/275860448,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,COED SOCCER LEAGUE - WINTER SEASON 2021 (SOCCEROOF BROOLKYN) STARTS FEBRUARY 1ST,COED SOCCER NYC,12,https://www.meetup.com/coedsoccernyc/events/275818574,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,COED SOCCER LEAGUE. WINTER SEASON 2021 (SOCCEROOF BROOKLYN) STARTS FEBRUARY 1ST,BAYSIDE SOCCER,11,https://www.meetup.com/BAYSIDE-SOCCER/events/275827860,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,Parade Grounds Pickup Soccer/Football Group,Parade Grounds Pickup Soccer/Football Group,24,https://www.meetup.com/Brooklyn-Soccer-Meetup-BgGxxbNI/events/275813956,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,Sunday Football @  Calvert Vaux ,NYC/Brooklyn Touch/Flag Football,25,https://www.meetup.com/BrooklynFootball/events/275309919,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,Sunday at McLaughlin park 7:15 AM,Brooklyn Pickup Soccer,16,https://www.meetup.com/BrklynPickupSoccer/events/275822012,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,Open play soccer,Staten Island SportsPlex,1,https://www.meetup.com/Staten-Island-SportsPlex/events/275877790,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,Monday NIght Introduction to Kokikai Aikido,Aikido Kokikai NYC,1,https://www.meetup.com/Aikido-Kokikai-NYC/events/275854846,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,FRIDAY PICKUP COED SOCCER GAME (SOCCEROOF BROOKLYN) 730PM,NYC Soccer (Brooklyn),3,https://www.meetup.com/nycsoccerbrooklyn/events/275812443,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,Outdoor No Equipment Training,No Equipments Outdoor Workouts,1,https://www.meetup.com/meetup-group-VVgRhGLM/events/275848408,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,Monday Speed Workout - East River Track,The Most Informal Running Club Ever (TMIRCE),20,https://www.meetup.com/NYC-Informal-Running-Club-Home-of-TMIRCE-NYC/events/273113226,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,Weekend cricket session with hard tennis balls,Play Cricket In Manhattan,1,https://www.meetup.com/meetup-group-ZZHofhtn/events/275827104,40.6661,-74.1141,64897
NJ,Bayonne,Sports & Fitness,.22 Rifle Shoot at Westside Range,New York City Women's Shooting Sports League (NYC-,3,https://www.meetup.com/NYCWSSL/events/275863898,40.6661,-74.1141,64897
NJ,Bayonne,Photography,"Studio & Lighting: Feb 24 - Mar 10, Wednesdays 6:00 PM-9:15 PM. In person.",PhotoManhattan - Photography classes NYC & Free Exhibits,1,https://www.meetup.com/photography-classes-nyc/events/274851102,40.6661,-74.1141,64897
NJ,Bayonne,Food & Drink,Let’s meet some wolves ,A little bit of this and a little of that,25,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,40.6661,-74.1141,64897
NJ,Bayonne,Food & Drink,Tequilla & Mezcal Tasting (Heated Outdoor Patio),Wine Events and Other Socials,12,https://www.meetup.com/Affordable-Wine-Tastings-and-Social-for-Beginners/events/275908852,40.6661,-74.1141,64897
NJ,Bayonne,Food & Drink,Wine and Chocolate at Le Prive,Wine and Chocolate,12,https://www.meetup.com/meetup-group-fnuzmite/events/275581098,40.6661,-74.1141,64897
NJ,Bayonne,Food & Drink,Saturday Soup & Stroll,Saturday Soup and Stroll,1,https://www.meetup.com/lens-brooklyn/events/275870429,40.6661,-74.1141,64897
NJ,Bayonne,Food & Drink,🎉New Year Wine & Design 🍷🖌Wine glass painting)🎨,New Jersey Foodies & Drinkies,6,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,40.6661,-74.1141,64897
NJ,Bayonne,Food & Drink,Vegan Trifecta in Greenpoint,NYC Vegans,101,https://www.meetup.com/nycvegans/events/269358168,40.6661,-74.1141,64897
NJ,Bayonne,Food & Drink,Learn to Make Mochi,Culinary Enthusiasts of NYC,1,https://www.meetup.com/Culinary-Enthusiasts-of-NYC/events/275831778,40.6661,-74.1141,64897
NJ,Bayonne,Food & Drink,"thelovemaze.com Singles Walk In Neighborhood Parks, COVID Stress-Relief",Romantic Food+Cooking+Drink+Art,1,https://www.meetup.com/Romantic-Cooking-Club/events/275852591,40.6661,-74.1141,64897
NJ,Bayonne,Film,Steele Wool by Frank A. Cappello,Oddball Cinema,1,https://www.meetup.com/Oddball-Cinema/events/275407602,40.6661,-74.1141,64897
NJ,Bayonne,Book Clubs,Brooklyn Heights Women's Book Club Monthly Meetup,Brooklyn Heights Women's Book Club,2,https://www.meetup.com/Brooklyn-Heights-Book-Club/events/270772307,40.6661,-74.1141,64897
NJ,Bayonne,Book Clubs,Sanskrit Vocab 101 for Kundalini meditation yoga ayurveda by Joshi ,Kundalini Chakra Mindful Meditation Yoga Ayurveda Bookclub,1,https://www.meetup.com/New-York-Meditation-Yoga-Kundalini-Meetup-Group-by-Joshi/events/275836399,40.6661,-74.1141,64897
NJ,Bayonne,Book Clubs,BROOKLYN Smutty Book Club - ,Brooklyn Smutty Book Club,2,https://www.meetup.com/BROOKLYN-Smutty-Book-Club/events/274809254,40.6661,-74.1141,64897
NJ,Bayonne,Hobbies & Crafts,Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,4,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229623,40.6661,-74.1141,64897
NJ,Bayonne,Social,"[ONLINE] This week only, starts 11 am: Presidential transition; Union@Google.com",Current Events Coffee - NYC,16,https://www.meetup.com/Current-Events-Coffee/events/275393093,40.6661,-74.1141,64897
NJ,Bayonne,Social,"Winter Hike Series: Hudson River Greenway, Battery Park to Riverside Park ",PLACES NYC,59,https://www.meetup.com/placesnyc/events/275538899,40.6661,-74.1141,64897
NJ,Bayonne,Social,Museum of Ice Cream- TBD,Classy Dimes NYC ✨✨✨,4,https://www.meetup.com/classy-dimes-nyc/events/275615173,40.6661,-74.1141,64897
NJ,Bayonne,Social,Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",5,https://www.meetup.com/jerseychess/events/275828886,40.6661,-74.1141,64897
NJ,Bayonne,Social,UNDERGROUND NEW YORK CITY  (Private Group Tour),"The New York City Social Group (20,000+ members!)",5,https://www.meetup.com/NYC-Social/events/268950829,40.6661,-74.1141,64897
NJ,Bayonne,Social,FREE tickets to THE GIGANTIC Comedy show,New York Cheap Events Explorers,3,https://www.meetup.com/New-York-Cheap-Events-Explorers/events/275911920,40.6661,-74.1141,64897
NJ,Bayonne,Social,VIRTUAL Monthly Potluck,"Old, Weird & Don't Care Who Knows It",10,https://www.meetup.com/Old-Weird-Dont-Care-Who-Knows-It/events/275236615,40.6661,-74.1141,64897
NJ,Bayonne,Social,Speed Dating (21-39 years olds) - VIRTUAL,20s and 30s Going Out Group of Philly,10,https://www.meetup.com/20s-and-30s-Going-Out-Group-of-Philly/events/275588805,40.6661,-74.1141,64897
NJ,Bayonne,Social,Sunday afternoon Wine Tasting,Young Black Women in NY,4,https://www.meetup.com/young-black-women-in-nyc/events/275895128,40.6661,-74.1141,64897
NJ,Bayonne,Social,Vision Board 2021,Flawless Ladies of NYC,11,https://www.meetup.com/Flawlessladies-of-NYC/events/275856902,40.6661,-74.1141,64897
NJ,Bayonne,Social,Let's meetup and say hello to old and new tall friends,Tall Club of New York City,5,https://www.meetup.com/tall-14/events/274933931,40.6661,-74.1141,64897
NJ,Bayonne,Social,Chrono and Cofee meetup!,Chrono And Coffee NYC,1,https://www.meetup.com/chrono-and-coffee-nyc/events/275838092,40.6661,-74.1141,64897
NJ,Bayonne,Social,Health-ier Monday: Dinner at XYST (Mediterranean-Inspired Vegan),NYC,4,https://www.meetup.com/NYC-Lets-Do-Things-After-Work-20s-and-30s/events/269315957,40.6661,-74.1141,64897
NJ,Bayonne,Social,Sip.Create.SingYourHeartOut,Sip & Socialize,27,https://www.meetup.com/SIP-SHOP-AND-SOCIALIZE/events/264868497,40.6661,-74.1141,64897
NJ,Bayonne,Social,Brooklyn House Of Comedy WCW: Wednesday Comedy Workout Comedy Open Mic,NYC Indie Comedy Scene,1,https://www.meetup.com/Brooklyn-Stand-up-comedy-show-Meetup-Group/events/275896116,40.6661,-74.1141,64897
NJ,Bayonne,Social,"Mix & Mingle Meetup (Drink Specials, Ice Breakers)",NYC Fun & Social Singles!,3,https://www.meetup.com/NYC-Fun-Social-Singles/events/275154463,40.6661,-74.1141,64897
NJ,Bayonne,Social,Super Secret Comedy Experience - A LaughEasy Production,Free Drink and Free Stand-Up Comedy Show,1,https://www.meetup.com/New-York-Underground-Stand-Up-Comedy-Meetup/events/275899866,40.6661,-74.1141,64897
NJ,Bayonne,Social,***Korean Holiday Dinner with NYC Girlfriends at The Bann***,NYC Girlfriend Get-Togethers,23,https://www.meetup.com/NYC-Girlfriend-Get-Togethers/events/274426830,40.6661,-74.1141,64897
NJ,Bayonne,Social,Thursdays nights at Avenue,NYC Party,1,https://www.meetup.com/meetup-group-IBRUrHMn/events/275903213,40.6661,-74.1141,64897
NJ,Bayonne,Social,A WINTER WARMING MALBEC SATURDAY WINE TASTING PART 2,Bay Ridge Friends,1,https://www.meetup.com/bayridgefriends/events/275852084,40.6661,-74.1141,64897
NJ,East Orange,Tech,Incredible New Features in Photoshop  and Amazing New Apps from Markzware,Adobe InDesign User Group of New Jersey,10,https://www.meetup.com/Adobe-INDUG-InDesign-User-Group/events/275732091,40.7651,-74.2117,64367
NJ,East Orange,Tech,Fly-In on a Mountain,NJ Drone User Group,2,https://www.meetup.com/NJ-Dug/events/275329037,40.7651,-74.2117,64367
NJ,East Orange,Tech,Liberty State Park Ride,"ESK8 Hoboken, Jersey City Group Ride",1,https://www.meetup.com/ESK8-Hoboken-Jersey-City-Group-Ride/events/275830546,40.7651,-74.2117,64367
NJ,East Orange,Tech,Management by the Movies!,IBMi for Power Systems - Built for Business - NESTU -NJ,1,https://www.meetup.com/IBMi-for-Power-Systems-Built-for-Business-NESTU-NJ/events/275917442,40.7651,-74.2117,64367
NJ,East Orange,Family,West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275886460,40.7651,-74.2117,64367
NJ,East Orange,Family,Sunday Morning Prenatal Yoga,West Orange Pregnancy Meetup,1,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275824180,40.7651,-74.2117,64367
NJ,East Orange,Family,My Gym Little Bundles Classes,JCFamilies,1,https://www.meetup.com/JCFamilies/events/275886037,40.7651,-74.2117,64367
NJ,East Orange,Family,Come Meet Other New Moms & Babies!,The Mothers' Club,1,https://www.meetup.com/The-Mothers-Club/events/275910530,40.7651,-74.2117,64367
NJ,East Orange,Food & Drink,Let’s meet some wolves ,A little bit of this and a little of that,25,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,40.7651,-74.2117,64367
NJ,East Orange,Food & Drink,🎉New Year Wine & Design 🍷🖌Wine glass painting)🎨,New Jersey Foodies & Drinkies,6,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,40.7651,-74.2117,64367
NJ,East Orange,Music,"Tuesdays are our regularly scheduled rehearsals, guests are welcome.",Dapper Dans of Harmony,2,https://www.meetup.com/Dapper-Dans-of-Harmony/events/275874884,40.7651,-74.2117,64367
NJ,East Orange,Music,Thursday Night Weekly Jam  -- 6 to 8pm,JC Studios Music Jam,1,https://www.meetup.com/JC-Studios-Music-Jam/events/275918414,40.7651,-74.2117,64367
NJ,East Orange,Movements,Raise Funds & Spirits! Lincoln Day Dinner 2021,Dennis Prager Fan Club,1,https://www.meetup.com/dennis-prager-fan-club/events/275773533,40.7651,-74.2117,64367
NJ,East Orange,LGBTQ,LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275919245,40.7651,-74.2117,64367
NJ,East Orange,Beliefs,On Going FRIDAY EVENING Yoga with Reiki (both men and women are in this class),The Reiki & Yoga Meetup Group of Clifton New Jersey,4,https://www.meetup.com/The-Reiki-Meetup-Group-of-Clifton-New-Jersey/events/275542412,40.7651,-74.2117,64367
NJ,East Orange,Beliefs,Crossroads Christian Fellowship Super Bowl Mens Breakfast.,Central Jersey Christian Singles Social Meetup,2,https://www.meetup.com/Central-Jersey-Christian-social-Meetup/events/275837361,40.7651,-74.2117,64367
NJ,East Orange,Beliefs,Self-Care Sunday Circle Meeting,JC Spiritualist,1,https://www.meetup.com/JCMelanatedSpiritualist/events/275835784,40.7651,-74.2117,64367
NJ,East Orange,Beliefs,Public Conference in English,A.I.G.A. American Institute of Gnostic Anthropology,2,https://www.meetup.com/A-I-G-A-American-Institute-of-Gnostic-Anthropology/events/275664323,40.7651,-74.2117,64367
NJ,East Orange,Beliefs,Sunday Spiritualist Service,Inner Spiritual Center Meetup,1,https://www.meetup.com/Inner-Spiritual-Center-Meetup/events/275826050,40.7651,-74.2117,64367
NJ,East Orange,Beliefs,Sunday Worship In-Person Service,Change Makers International Assembly,1,https://www.meetup.com/Change-Makers-Assembly/events/275833731,40.7651,-74.2117,64367
NJ,East Orange,Beliefs,Tuesday Evening Bible Study (Newport),Bible Study on Deeper Questions,1,https://www.meetup.com/ChristianityOriginal/events/275875731,40.7651,-74.2117,64367
NJ,East Orange,Arts,Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,https://www.meetup.com/Jersey-City-Artists/events/275733289,40.7651,-74.2117,64367
NJ,East Orange,Dance,Salsa & Bachata Dance Workshop And Social! No Partner Option!,The Salsa Latin & Ballroom Dance Group,11,https://www.meetup.com/njsalsadance/events/275754384,40.7651,-74.2117,64367
NJ,East Orange,Dance,Hustle Class - Intermediate,New York/New Jersey Hustle Dancing Meetup,1,https://www.meetup.com/New-York-New-Jersey-Hustle-Dancing-Meetup/events/275876804,40.7651,-74.2117,64367
NJ,East Orange,Dance,Daytime Ballroom Social for Seniors,The New York Ballroom Dance Meetup,1,https://www.meetup.com/ny-ballroom-dance/events/275866067,40.7651,-74.2117,64367
NJ,East Orange,Dance,Learn how to salsa! 3 different levels,Bergen NJ  Salsa Con Bachata Meetup,1,https://www.meetup.com/Belleville-NJ-Salsa-Dance-Lessons-Meetup/events/275898585,40.7651,-74.2117,64367
NJ,East Orange,Dance,FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,https://www.meetup.com/jerseycityballroom/events/275920985,40.7651,-74.2117,64367
NJ,East Orange,Hobbies & Crafts,Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,4,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229623,40.7651,-74.2117,64367
NJ,East Orange,Social,Breakfast @Toast,"NJ Ladies - Create, Travel & Dine Together",4,https://www.meetup.com/Create-Travel-Dine-Together-Ladies-Only/events/275836201,40.7651,-74.2117,64367
NJ,East Orange,Social,Afternoon Bowling (Multi Group),Social Sidekicks...45+,17,https://www.meetup.com/Social-Sidekicks-45/events/269310348,40.7651,-74.2117,64367
NJ,East Orange,Social,Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",5,https://www.meetup.com/jerseychess/events/275828886,40.7651,-74.2117,64367
NJ,New Brunswick,Outdoors & Adventure,Middlesex Madness Hike!,Metrotrails,29,https://www.meetup.com/Metrotrails/events/275224523,40.487,-74.445,55676
NJ,New Brunswick,Outdoors & Adventure,"""Men Only""  Yoga for better sex- 10 positions",Trail Shrinks,3,https://www.meetup.com/trailshrinks/events/275798859,40.487,-74.445,55676
NJ,New Brunswick,Health & Wellness,KISSS,Keeping It Simple self improvement Group,1,https://www.meetup.com/East-Orange-Learning-Meetup/events/275896717,40.487,-74.445,55676
NJ,New Brunswick,Health & Wellness,Wednesday Weekly Conversation and Coffee in Edison,New Jersey Divorce Support Group,1,https://www.meetup.com/NJdivorcesupport/events/275896761,40.487,-74.445,55676
NJ,New Brunswick,Photography,Field Trip - NYC Skylines / Liberty State Park (Sunset),Monmouth Camera Club,6,https://www.meetup.com/Monmouth-Camera-Club/events/275849271,40.487,-74.445,55676
NJ,New Brunswick,Sci-Fi & Games,World's End,Central Jersey Dungeons & Dragons,3,https://www.meetup.com/CNJDND/events/275774565,40.487,-74.445,55676
NJ,New Brunswick,Beliefs,Lisa's Meditation Circle,Lisa's Meditation Circle,1,https://www.meetup.com/Lisas-Meditation-Circle/events/275875174,40.487,-74.445,55676
NJ,New Brunswick,Beliefs,Piscataway on Wednesday Evening,Zen Meditation--Tuesday Evening Virtual Sitting,1,https://www.meetup.com/kangetsu-809/events/275897751,40.487,-74.445,55676
NJ,New Brunswick,Beliefs,The Piscataway Meetup at Lucy Stone Hall,Zen Meditation--Virtual Sitting on Zoom,1,https://www.meetup.com/zen-4/events/275896877,40.487,-74.445,55676
NJ,New Brunswick,Beliefs,Super Bowl! South Amboy,Central Jersey Christian Singles Social Meetup,6,https://www.meetup.com/Central-Jersey-Christian-social-Meetup/events/275887928,40.487,-74.445,55676
NJ,New Brunswick,Beliefs,Divine Feminine Empowerment Circle with Vel Neptune,Inner Light Spiritual and Metaphysical Meetup Group,4,https://www.meetup.com/Inner-Light-Spiritual-Metaphysical-Meetup-Group/events/275824809,40.487,-74.445,55676
NJ,New Brunswick,Dance,Salsa & Bachata (Group Class for Adults),Salsa & Bachata!,1,https://www.meetup.com/SalsaNJ/events/275877168,40.487,-74.445,55676
NJ,New Brunswick,Dance,Salsa for Beginners (Group Class for Adults),Ballroom & Latin Dancing for Adults,1,https://www.meetup.com/BallroomDreamNJ/events/275856119,40.487,-74.445,55676
NJ,New Brunswick,Dance,Valentine's Day Social Dance Party,Ballroom & Latin Group (Central New Jersey),2,https://www.meetup.com/Ballroom-Latin-Group-Central-New-Jersey/events/274561605,40.487,-74.445,55676
NJ,New Brunswick,Pets,Pack walk,South Amboy Dog Walks Meetup Group,8,https://www.meetup.com/South-Amboy-Dog-Walks-Meetup-Group/events/275827792,40.487,-74.445,55676
NJ,New Brunswick,Social,Kennedy Park 🌳🚶🚶‍♀️🍂  [Mask😷Required],NJ Walk n' Talk (FKA Exit-9),4,https://www.meetup.com/njwalkntalk/events/275724384,40.487,-74.445,55676
NJ,New Brunswick,Career & Business,Networking Breakfast For Business Owners ,Middlesex County Professional Networking Group,6,https://www.meetup.com/middlesex-county-professional-networking-group/events/275866354,40.487,-74.445,55676
NJ,New Brunswick,Career & Business,LeTip of Central Jersey - Business Network Meeting,LeTip of Central Jersey,1,https://www.meetup.com/meetup-group-fqvNeEVB/events/275863228,40.487,-74.445,55676
NJ,New Brunswick,Career & Business,Morningstars Networking and Referral Meeting,Morningstars Professional Network,1,https://www.meetup.com/meetup-group-evwarJjJ/events/275884233,40.487,-74.445,55676
NJ,New Brunswick,Career & Business,Meet and Greet Your Small Business Partners at Central Jersey Network,Central Jersey Network,1,https://www.meetup.com/Central-Jersey-Network/events/275909246,40.487,-74.445,55676
NJ,New Brunswick,Career & Business,January Virtual Meeting!,Warren Chamber of Commerce Meetup,4,https://www.meetup.com/Warren-Chamber-of-Commerce-Meetup/events/275774509,40.487,-74.445,55676
NJ,New Brunswick,Career & Business,A-List Realty Presents Snack & Chat,NJ Minority Business Professional Networking Meetup,1,https://www.meetup.com/NJ-Minority-Business-Professional-Networking-Meetup/events/275889326,40.487,-74.445,55676
NJ,New Brunswick,Career & Business,Regular Club Meeting,Old Bridge Toastmasters Meetup - Self Improvement and Fun,1,https://www.meetup.com/Old-Bridge-Toastmasters-Meetup-Self-Improvement-and-Fun/events/275897143,40.487,-74.445,55676
NJ,New Brunswick,Career & Business,Two for Tuesday,CoWorking In Jersey,0,https://www.meetup.com/thecoworkingspace/events/275864671,40.487,-74.445,55676
NJ,West New York,Outdoors & Adventure,Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,11,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,4,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,Monthly meeting and Trip planning,New York Caving Meetup Group,6,https://www.meetup.com/New-York-Cavers/events/275376807,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,GV Hoboken Climbing Session,Hudson County Indoor Rock Climbing,3,https://www.meetup.com/hudson-county-indoor-rock-climbing/events/275892333,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,Kite Drinks NYC,NYC Kiteboarding,3,https://www.meetup.com/NYCKiteboarding/events/275786860,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,"First Sunday of the month, a joint walk with Everwalk (may use for Kennedy50)",FreeWalkers,4,https://www.meetup.com/FreeWalkers/events/275895708,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,Volunteer Trip - Paddle North - 6 mile round trip,Hoboken Cove Community Boathouse,3,https://www.meetup.com/Hoboken-Cove-Community-Boathouse/events/275865290,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,https://www.meetup.com/scuba-nj/events/275651699,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,Hudson Walkway Loop/Reese Park Social Distancing 6 Mile Hike/Walk,"New York Hikes, Happy Hours & Outdoor Adventures",2,https://www.meetup.com/New-York-Hikes-Happy-Hours-and-Outdoor-Adventures/events/275555724,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,New Year Winter Hike and Bonfire: Level 4,SINGLES TRAVEL AND ADVENTURE!,2,https://www.meetup.com/SINGLES-TRAVEL-AND-ADVENTURE/events/275696667,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,Snow-Shoeing Adventure,Outsiders NY,3,https://www.meetup.com/Outsiders-NY/events/275732322,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,Nitrox Diver Course,NJ Warren Scuba Group,1,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,Two Wheel Tuesday @ Skyline Drive-In,NYC Motorcycle Meetup,1,https://www.meetup.com/NYC-Motorcycle-Meetup/events/275872879,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,Social Distancing 5 Mile Flushing Meadows Hike & Picnic,The New York Afternoon Hiking Meetup,24,https://www.meetup.com/AfternoonHiking/events/275489061,40.7856,-74.0093,52723
NJ,West New York,Outdoors & Adventure,"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,https://www.meetup.com/outdooradventuresports/events/275895919,40.7856,-74.0093,52723
NJ,West New York,Family,My Gym Little Bundles Classes,JCFamilies,1,https://www.meetup.com/JCFamilies/events/275886037,40.7856,-74.0093,52723
NJ,West New York,Family,Singalong and Story Time for Kids,Family fun in Brooklyn,2,https://www.meetup.com/Family-fun-in-Brooklyn/events/275873427,40.7856,-74.0093,52723
NJ,West New York,Learning,Let's Meet Up for Happy Hour,NYC Bicycle Commuting,4,https://www.meetup.com/NYC-Bicycle-Commuting/events/275287046,40.7856,-74.0093,52723
NJ,West New York,Learning,Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,40.7856,-74.0093,52723
NJ,West New York,Learning,BCI Hardware & Deep Learning Project Night,NYC Brain-Computer Interface meetup,4,https://www.meetup.com/NYC-BCI-meetup/events/275755153,40.7856,-74.0093,52723
NJ,West New York,Learning,Central Park Speakers (IN PERSON) - Public Speaking Practice ,Central Park Speakers (in person),4,https://www.meetup.com/Central-Park-Speakers-IN-PERSON/events/275874023,40.7856,-74.0093,52723
NJ,West New York,Learning,Private Hands on  Ultrasound Training in Regional Anesthesia & Pain Mgt.,Ultrasound Guided Interventional Pain & Regional Anesthesia,1,https://www.meetup.com/ultrasound-guided-interventional-pain-regional-anesthesia/events/275896163,40.7856,-74.0093,52723
NJ,West New York,Learning,Jolly January,Humorous Toastmasters,3,https://www.meetup.com/Toastmasters-New-York/events/275917096,40.7856,-74.0093,52723
NJ,West New York,Learning,ZOOM EVENT: HOW DOES SOCIAL CONTRACT THEORY GUIDE US?,Cafe Philo New York,2,https://www.meetup.com/New-York-Cafe-Philo/events/275901201,40.7856,-74.0093,52723
NJ,West New York,Writing,The Cornwall Writers' Circle,The Cornwall Writers Circle,4,https://www.meetup.com/The-Cornwall-Writers-Circle/events/275886062,40.7856,-74.0093,52723
NJ,West New York,Writing,ONLINE[😠] POETRY READING WITH DISCUSSION & CRITIQUE,The Poetry Society Peace For All Guild Parlor,3,https://www.meetup.com/THE-POETRY-SOCIETY-PEACE-FOR-ALL-GUILD-PARLOR/events/275910848,40.7856,-74.0093,52723
NJ,West New York,Writing,Washington Heights Writers' Group weekly meeting,Washington Heights Writers' Group,3,https://www.meetup.com/washington-heights-writers-group/events/275824818,40.7856,-74.0093,52723
NJ,West New York,Writing,Astoria Writers Write(!),Astoria Writers Group,6,https://www.meetup.com/astoriawritersgroup/events/274487949,40.7856,-74.0093,52723
NJ,West New York,Writing,Writing Workshop,Panera Collective -- Novel Writing Workshop,1,https://www.meetup.com/Panera-Collective/events/275831786,40.7856,-74.0093,52723
NJ,West New York,Writing,Bronx Toastmasters meeting in Riverdale! www.bronxtoastmastersclub.org,Bronx Toastmasters Club of Riverdale Meetup,3,https://www.meetup.com/Bronx-Toastmasters-Club-of-Riverdale-Meetup/events/274795587,40.7856,-74.0093,52723
NJ,West New York,Writing,NYC Shut Up & Write Meetup! - Columbus Circle,Shut Up & Write!® NYC,1,https://www.meetup.com/shutupandwriteNYC/events/275897875,40.7856,-74.0093,52723
NJ,West New York,Writing,"First session of Do the Write Thing, with Rafi Zabor:","Do the Write Thing, with Rafi Zabor",1,https://www.meetup.com/Do-the-Write-Thing-with-Rafi-Zabor/events/275829023,40.7856,-74.0093,52723
NJ,West New York,Film,Steele Wool by Frank A. Cappello,Oddball Cinema,1,https://www.meetup.com/Oddball-Cinema/events/275407602,40.7856,-74.0093,52723
NJ,Hoboken,Outdoors & Adventure,Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,11,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,40.7453,-74.0279,52677
NJ,Hoboken,Outdoors & Adventure,Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,4,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,40.7453,-74.0279,52677
