event_link,event_state,event_city,event_street,Google_Map_Link
https://www.meetup.com/Psychic-Development-and-Spirit-Contact/events/275715012,NY,New York,151 West 30th Street  3rd Floor (6-7th Aves) ,https://www.google.com/maps/search/?api=1&query=40.750801%2C-73.989487
https://www.meetup.com/meetup-group-cqYDDbeH/events/275757983,NY,New York,Address provided w/RSVP confirmation,https://www.google.com/maps/search/?api=1&query=Address+provided+w%2FRSVP+confirmation%2C+New+York%2C+NY%2C+10001%2C+us
https://www.meetup.com/Shamanic-Healing-Support-Circle/events/275778195,NY,Brooklyn,3rd Ave,https://www.google.com/maps/search/?api=1&query=40.651207%2C-74.011192
https://www.meetup.com/ManhattanBibleDiscussions/events/275778960,ny,New York,N/A,https://www.google.com/maps/search/?api=1&query=40.717468%2C-74.001617
https://www.meetup.com/dragon-sky-club/events/275758148,NY,Brooklyn,,https://www.google.com/maps/search/?api=1&query=40.705864%2C-73.933151
https://www.meetup.com/theosophyhallnyc/events/275758304,NY,New York,347 E 72nd St,https://www.google.com/maps/search/?api=1&query=347+E+72nd+St%2C+347+E+72nd+St%2C+New+York%2C+NY%2C+10021%2C+us&query_place_id=ChIJ71gWqsFYwokRJj1UIiZdVvU
https://www.meetup.com/Lotus-Room-Brooklyn/events/275735354,NY,Brooklyn,305 Schermerhorn St,https://www.google.com/maps/search/?api=1&query=40.687744%2C-73.982132
https://www.meetup.com/Sacred-Sound-Bath/events/275757139,NY,New York,191 Canal St,https://www.google.com/maps/search/?api=1&query=40.717136%2C-73.998001
https://www.meetup.com/Shamanic-Fire-Reiki-Manhattan-NYC/events/274358214,ny,New York,"56 West 45th Street, Suite 1703",https://www.google.com/maps/search/?api=1&query=40.756187%2C-73.981834
https://www.meetup.com/Brooklyn-Bible-Studies/events/275714821,ny,Brooklyn,1875 Atlantic Avenue,https://www.google.com/maps/search/?api=1&query=40.677326%2C-73.923103
https://www.meetup.com/Authentic-Relating-NY/events/275715658,ny,New York,599 Broadway,https://www.google.com/maps/search/?api=1&query=599+Broadway%2C+New+York%2C+ny%2C+10012%2C+us
https://www.meetup.com/Bible-Discussion-Group-NYC/events/275778928,ny,New York,1551 3rd Ave,https://www.google.com/maps/search/?api=1&query=40.779671%2C-73.952950
https://www.meetup.com/fairview-art-therapy-meetup-group/events/275774394,NJ,Fairview,394 Walker St,https://www.google.com/maps/search/?api=1&query=40.817436%2C-73.996670
https://www.meetup.com/Imaginative-Illustrators-Of-NYC/events/275157777,NY,New York,,https://www.google.com/maps/search/?api=1&query=40.712776%2C-74.005974
https://www.meetup.com/New-York-Pets-Fun-Paint-Party-Meetup/events/275688279,NY,New York,1678 3rd Ave,https://www.google.com/maps/search/?api=1&query=Barking+Dog%2C+1678+3rd+Ave%2C+New+York%2C+NY%2C+10128%2C+us&query_place_id=ChIJfWR-y6VYwokRWrgtJnJvfYU
https://www.meetup.com/moma-brew-art-museum-bar-crawl-meetup/events/275793130,NY,New York,11 W 53rd St,https://www.google.com/maps/search/?api=1&query=The+Museum+of+Modern+Art%2C+11+W+53rd+St%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJKxDbe_lYwokRVf__s8CPn-o
https://www.meetup.com/steampunk/events/275520135,Ne,New York,"177 Prince St, New York, NY 10012",https://www.google.com/maps/search/?api=1&query=177+Prince+St%2C+New+York%2C+NY+10012%2C+New+York%2C+Ne%2C+10012%2C+us
https://www.meetup.com/Jersey-City-Artists/events/275733289,NJ,Jersey City,29 McWilliams Pl.,https://www.google.com/maps/search/?api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us
https://www.meetup.com/Brooklyn-painting-club/events/275798870,NY,Brooklyn,Prospect Park,https://www.google.com/maps/search/?api=1&query=Prospect+Park%2C+Brooklyn%2C+NY%2C+11215%2C+us
https://www.meetup.com/Shoestring-Studio/events/275757101,NY,Brooklyn,640 Classon Avenue,https://www.google.com/maps/search/?api=1&query=40.677998%2C-73.959251
https://www.meetup.com/http-theoldstonehouse-org-events/events/274933995,Ne,Brooklyn,"Old Stone House, 336 3rd St, Brooklyn, NY 11215",https://www.google.com/maps/search/?api=1&query=40.672997%2C-73.984619
https://www.meetup.com/Brooklyn-Heights-Book-Club/events/270772302, , , , 
https://www.meetup.com/jane-austen-book-club-nyc/events/275546658,NY,New York ,1085 5th Avenue ,https://www.google.com/maps/search/?api=1&query=1085+5th+Avenue+%2C+New+York+%2C+NY%2C+10128%2C+us
https://www.meetup.com/BROOKLYN-Smutty-Book-Club/events/274809252,NY,Brooklyn,273 13th Street,https://www.google.com/maps/search/?api=1&query=40.666683%2C-73.987846
https://www.meetup.com/FIYAH2016/events/275703158,NY,New York,"920 3rd ave, 5th Floor",https://www.google.com/maps/search/?api=1&query=920+3rd+ave%2C+5th+Floor%2C+New+York%2C+NY%2C+us
https://www.meetup.com/NYCBellydancers/events/275715090,NY,New York,265 W 37th St,https://www.google.com/maps/search/?api=1&query=40.753696%2C-73.991020
https://www.meetup.com/Tango-Date-NYC/events/275715905, , , , 
https://www.meetup.com/NYC-Date-Nights-Out/events/275714381,ny,New York,500 8th ave 3rd fl,https://www.google.com/maps/search/?api=1&query=500+8th+ave+3rd+fl%2C+New+York%2C+ny%2C+10018%2C+us
https://www.meetup.com/Sensual-Bachata-in-New-York-Sensual-Movement/events/275714368,NY,New York ,1601 Broadway 11th floor ,https://www.google.com/maps/search/?api=1&query=40.760368%2C-73.985123
https://www.meetup.com/Ballroom-Latin-Social-Group-Edgewater/events/275737276,NJ,Edgewater,986 River Road,https://www.google.com/maps/search/?api=1&query=40.828796%2C-73.972725
https://www.meetup.com/Belleville-NJ-Salsa-Dance-Lessons-Meetup/events/275759694, ,Lyndhurst,500 Stuyvesant Avenue,https://www.google.com/maps/search/?api=1&query=500+Stuyvesant+Avenue%2C+Lyndhurst%2C+NJ%2C+07071%2C+US
https://www.meetup.com/jerseycityballroom/events/275779840,NJ,Jersey City,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/?api=1&query=40.726357%2C-74.050415
https://www.meetup.com/ny-ballroom-dance/events/275726732,NJ,Nutley,7 High St,https://www.google.com/maps/search/?api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0
https://www.meetup.com/NYC-Bachata-Meet-Up-Bachata-New-York-City/events/275793305,NJ,Hoboken,300 Observer Hwy,https://www.google.com/maps/search/?api=1&query=40.736469%2C-74.035339
https://www.meetup.com/Brooklyn-Salsa-Meetup/events/275797943, ,Brooklyn,670 Grand St,https://www.google.com/maps/search/?api=1&query=670+Grand+St%2C+Brooklyn%2C+NY%2C+US
https://www.meetup.com/Cumbe-Center-for-African-and-Diaspora-Dance/events/275779846,NY,Brooklyn,1368 Fulton St,https://www.google.com/maps/search/?api=1&query=40.680050%2C-73.945633
https://www.meetup.com/Paint-Your-Pet-and-Mingle-with-Pet-Lovers/events/275688252,NY,New York,1678 3rd Ave,https://www.google.com/maps/search/?api=1&query=40.784103%2C-73.950455
https://www.meetup.com/Harlem-Meer-Mutts-Club/events/275767088,NY,New York,Central Park,https://www.google.com/maps/search/?api=1&query=Central+Park%2C+New+York%2C+NY%2C+us
https://www.meetup.com/Bayonne-Singles-with-Four-Paws/events/275773329,nj,Bayonne,185 John F. Kennedy Blvd,https://www.google.com/maps/search/?api=1&query=40.652687%2C-74.135208
https://www.meetup.com/PlansForPups/events/275734994, , , , 
https://www.meetup.com/crochet-471/events/275725738,NY,New York,158 E 115th St,https://www.google.com/maps/search/?api=1&query=East+Harlem+Neighborhood+Health+Action+Center%2C+158+E+115th+St%2C+New+York%2C+NY%2C+10029%2C+us&query_place_id=ChIJcdWICQb2wokR5p1lcQLBd9I
https://www.meetup.com/omgnyc/events/275736462, ,New York,452 5th Avenue,https://www.google.com/maps/search/?api=1&query=40.751881%2C-73.982346
https://www.meetup.com/Vitality-Nutrition-and-Wellness-Center/events/275713889, ,Linwood,2000 Shore Road,https://www.google.com/maps/search/?api=1&query=39.334026%2C-74.579414
https://www.meetup.com/South-Jersey-Karaoke-Nights/events/275780588,NJ,Somers Point,450 Bay Avenue,https://www.google.com/maps/search/?api=1&query=39.318260%2C-74.587349
https://www.meetup.com/south-jersey-rpg-group/events/275705152,NJ,Egg Harbor Township,,https://www.google.com/maps/search/?api=1&query=Egg+Harbor+Township%2C+Egg+Harbor+Township%2C+NJ%2C+us&query_place_id=ChIJlXkQ0LrCwIkRTa3XKDZMK5A
https://www.meetup.com/Singles-Over-50-Friends-Group/events/275746870, ,Margate,9403 Ventnor Avenue,https://www.google.com/maps/search/?api=1&query=9403+Ventnor+Avenue%2C+Margate%2C+NJ%2C+08402%2C+US
https://www.meetup.com/scuba-nj/events/275651699,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872900%2C-74.089140
https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/?api=1&query=40.872580%2C-74.089320
https://www.meetup.com/Ramapo-Mountain-Singles-40s-50s-Active-Singles-Group/events/275539630, , , , 
https://www.meetup.com/trailshrinks/events/275798719,NJ,West Orange,Crest Dr,https://www.google.com/maps/search/?api=1&query=40.810840%2C-74.234490
https://www.meetup.com/NJ-Dug/events/275329037, , , , 
https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275746658,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8
https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275737290,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8
https://www.meetup.com/relationship-boot-camp-support-group-in-ridgewood-nj/events/275056117,NJ,Ridgewood,14 Hope Street,https://www.google.com/maps/search/?api=1&query=40.977993%2C-74.112340
https://www.meetup.com/Phoenix-nation/events/275715746,nj,Paramus,N/A,https://www.google.com/maps/search/?api=1&query=N%2FA%2C+Paramus%2C+nj%2C+07652%2C+us
https://www.meetup.com/Montclair-NJ-Kundalini-Yoga-and-Meditation-Meetup-Group/events/275726675,NJ,Montclair,127 Valley Road,https://www.google.com/maps/search/?api=1&query=40.821861%2C-74.219841
https://www.meetup.com/meetup-group-ZVKtzOVt/events/275758899,NJ,Lyndhurst,"420 Valley Brook Avenue, Lyndhurst 07071",https://www.google.com/maps/search/?api=1&query=420+Valley+Brook+Avenue%2C+Lyndhurst+07071%2C+Lyndhurst%2C+NJ%2C+us
https://www.meetup.com/njplaysports/events/275714654,NJ,Totowa,754 Totowa Rd,https://www.google.com/maps/search/?api=1&query=40.911366%2C-74.223923
https://www.meetup.com/Lets-WalkProgram/events/275255298,NJ,West Orange,Prospect & Eagle Rock Ave,https://www.google.com/maps/search/?api=1&query=40.802940%2C-74.247757
https://www.meetup.com/tennis-354/events/275784079,NJ,West Caldwell,42 Fairfield Place,https://www.google.com/maps/search/?api=1&query=42+Fairfield+Place%2C+West+Caldwell%2C+NJ%2C+07006%2C+us
https://www.meetup.com/Weekly-Bootcamps/events/275736131,NJ,Dumont,,https://www.google.com/maps/search/?api=1&query=Dumont%2C+Dumont%2C+NJ%2C+07628%2C+us&query_place_id=ChIJOREUYyTwwokRVqfbw2R8b4k
https://www.meetup.com/Bergen-Community-College-Education-and-Events/events/275611670,NJ,Paramus,400 Paramus Rd,https://www.google.com/maps/search/?api=1&query=Bergen+Community+College%2C+400+Paramus+Rd%2C+Paramus%2C+NJ%2C+07652%2C+us&query_place_id=ChIJZwh91yL7wokRGaHKfmSoAqs
https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888088%2C-74.026237
https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,NJ,Columbia,89 Mount Pleasant Road,https://www.google.com/maps/search/?api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us
https://www.meetup.com/North-Bergen-County-Writers-Guild/events/275756923, , , , 
https://www.meetup.com/HarmonyCelebrationChorus/events/275740867,NJ,Ridgewood,475 Grove Street,https://www.google.com/maps/search/?api=1&query=40.968361%2C-74.108078
https://www.meetup.com/Dapper-Dans-of-Harmony/events/275734985,NJ,Caldwell,326 Bloomfield Ave,https://www.google.com/maps/search/?api=1&query=326+Bloomfield+Ave%2C+Caldwell%2C+NJ%2C+us
https://www.meetup.com/Karaoke-Fridays-at-the-Mexican-Cantina-in-Clifton-NJ/events/275790161, ,Clifton,709 Van Houten Ave,https://www.google.com/maps/search/?api=1&query=40.859852%2C-74.151207
https://www.meetup.com/North-Jersey-Karaoke-Klub/events/275790160,NJ,Clifton,709 Van Houten Ave,https://www.google.com/maps/search/?api=1&query=40.859829%2C-74.151382
https://www.meetup.com/dennis-prager-fan-club/events/275773533,NJ,Fairfield,118 US-46,https://www.google.com/maps/search/?api=1&query=40.869053%2C-74.307460
https://www.meetup.com/Gamers-Of-NNJ/events/272960517,NJ,Bloomfield,,https://www.google.com/maps/search/?api=1&query=40.806755%2C-74.185420
https://www.meetup.com/worldfreepoker/events/275779318,NJ,Elmwood Park,401 Boulevard,https://www.google.com/maps/search/?api=1&query=40.904423%2C-74.118065
https://www.meetup.com/The-Reiki-Meetup-Group-of-Clifton-New-Jersey/events/275542412, , , , 
https://www.meetup.com/Center-for-Inquiry-into-Awakening-New-Jersey/events/275787186,NJ,Upper Montclair,Bellevue avenue,https://www.google.com/maps/search/?api=1&query=Bellevue+avenue%2C+Upper+Montclair%2C+NJ%2C+us
https://www.meetup.com/EthicalFocus/events/275399209,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888090%2C-74.026240
https://www.meetup.com/Theology-on-Tap/events/275777375, ,Glen Ridge,13 Herman St,https://www.google.com/maps/search/?api=1&query=13+Herman+St%2C+Glen+Ridge%2C+NJ%2C+US
https://www.meetup.com/Inner-Spiritual-Center-Meetup/events/271847355,nj,Fairfield,333A Route 46 West Suite 255,https://www.google.com/maps/search/?api=1&query=40.880180%2C-74.296135
https://www.meetup.com/ny-ballroom-dance/events/275726732,NJ,Nutley,7 High St,https://www.google.com/maps/search/?api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0
https://www.meetup.com/Tango-Date-NYC/events/275748706,NJ,Paramus,54 S Farview Ave,https://www.google.com/maps/search/?api=1&query=Paramus+Fire+Dept+Company+4%2C+54+S+Farview+Ave%2C+Paramus%2C+NJ%2C+07652%2C+us&query_place_id=ChIJkXs371H6wokRqjgKf_KmGGk
https://www.meetup.com/Belleville-NJ-Salsa-Dance-Lessons-Meetup/events/275761444, ,Belleville,371 Franklin Ave,https://www.google.com/maps/search/?api=1&query=371+Franklin+Ave%2C+Belleville%2C+NJ%2C+US
https://www.meetup.com/North-Jersey-Disney-Pin-Traders/events/275794699,NJ,Paramus,between Rt 17 North and from road.(Just of the GSP),https://www.google.com/maps/search/?api=1&query=between+Rt+17+North+and+from+road.%28Just+of+the+GSP%29%2C+Paramus%2C+NJ%2C+us
https://www.meetup.com/Social-Sidekicks-45/events/269310348, , , , 
https://www.meetup.com/The-Essex-County-Real-Estate-HUB/events/275513949, ,Montclair,193 Glenridge Avenue,https://www.google.com/maps/search/?api=1&query=40.813538%2C-74.215500
https://www.meetup.com/BNI-Achieving-Advantage/events/275744895,NJ,Hackensack,515 Essex St,https://www.google.com/maps/search/?api=1&query=Chit+Chat+Diner%2C+515+Essex+St%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJvfk0xCf6wokRkfD7x3ngW7M
https://www.meetup.com/Financial-Freedom-and-Careers-to-Create-Wealth/events/275757852,NJ,Fairfield,55 Lane Rd,https://www.google.com/maps/search/?api=1&query=40.894669%2C-74.277260
https://www.meetup.com/Saddle-Brook-Small-Business-Meetup/events/275745091,NJ,Maywood,92 West Pleasant Avenue,https://www.google.com/maps/search/?api=1&query=92+West+Pleasant+Avenue%2C+Maywood%2C+NJ%2C+07607%2C+us
https://www.meetup.com/Bergen-County-Real-Estate-Group-BCREG/events/275733671, ,Paramus,770 New Jersey 17,https://www.google.com/maps/search/?api=1&query=40.972073%2C-74.079834
https://www.meetup.com/Fair-Lawn-Fun-Networking-Startup-Education/events/275705565,nj,Fair Lawn,25 Promenade Blvd,https://www.google.com/maps/search/?api=1&query=25+Promenade+Blvd%2C+Fair+Lawn%2C+nj%2C+07410%2C+us
https://www.meetup.com/Staten-Island-Hiking-Meetup/events/275673141,NY,Staten Island,1001 Richmond Hill Rd,https://www.google.com/maps/search/?api=1&query=40.575620%2C-74.147260
https://www.meetup.com/outdooradventuresports/events/275756314,nj,Newark,14 Rector Street,https://www.google.com/maps/search/?api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us
https://www.meetup.com/shorewalkers-members-only/events/275776633,NY,New York,55 Church St,https://www.google.com/maps/search/?api=1&query=Millennium+Hilton+New+York+Downtown%2C+55+Church+St%2C+New+York%2C+NY%2C+10007%2C+us&query_place_id=ChIJh-L3uxlawokRDwLmkKwLIvY
https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q
https://www.meetup.com/trailshrinks/events/275793087,NJ,Mountainside,New Providence Road,https://www.google.com/maps/search/?api=1&query=40.675438%2C-74.363270
https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=40.747830%2C-74.030460
https://www.meetup.com/New-York-Hikes-Happy-Hours-and-Outdoor-Adventures/events/275555724,NY,New York,Your Guide will meet you when you get out from the train at Poughkeepsie,https://www.google.com/maps/search/?api=1&query=Your+Guide+will+meet+you+when+you+get+out+from+the+train+at+Poughkeepsie%2C+New+York%2C+NY%2C+us
https://www.meetup.com/SINGLES-TRAVEL-AND-ADVENTURE/events/275554958,NY,New York,Broadway Entrance at 34th/35th,https://www.google.com/maps/search/?api=1&query=Broadway+Entrance+at+34th%2F35th%2C+New+York%2C+NY%2C+us
https://www.meetup.com/Adobe-INDUG-InDesign-User-Group/events/275732091,NJ,Union,1000 Morris Ave,https://www.google.com/maps/search/?api=1&query=40.678790%2C-74.232350
https://www.meetup.com/NYNY-Blockchainers/events/275735517, ,New York,26 Wall Street,https://www.google.com/maps/search/?api=1&query=26+Wall+Street%2C+New+York%2C+NY%2C+10005%2C+US
https://www.meetup.com/Big-Apple-Scaled-Agile-Framework-SAFe-Meetup/events/275749387,NY,New York,Online Webinar - See Below for Registration Details,https://www.google.com/maps/search/?api=1&query=Online+Webinar+-+See+Below+for+Registration+Details%2C+New+York%2C+NY%2C+us
https://www.meetup.com/Bayonne-Book-Club/events/275758392,NJ,Bayonne,1075 Broadway,https://www.google.com/maps/search/?api=1&query=1075+Broadway%2C+Bayonne%2C+NJ%2C+07002%2C+us
https://www.meetup.com/JCFamilies/events/275705285,NJ,Jersey City,321 Communipaw Ave,https://www.google.com/maps/search/?api=1&query=Luna+de+Papel%2C+321+Communipaw+Ave%2C+Jersey+City%2C+NJ%2C+07304%2C+us&query_place_id=ChIJIzAHu8NQwokRzEEiRgAEyiQ
https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275746658,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8
https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275737290,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8
https://www.meetup.com/Family-fun-in-Brooklyn/events/275769551,NY,Brooklyn,695 5th Ave,https://www.google.com/maps/search/?api=1&query=40.661053%2C-73.993462
https://www.meetup.com/Midtown-Mamas/events/275726908,NY,New York,742 10th Ave (between 50 and 51 Sts.,https://www.google.com/maps/search/?api=1&query=742+10th+Ave+%28between+50+and+51+Sts.%2C+New+York%2C+NY%2C+us
https://www.meetup.com/HIKEOLUTION/events/275723348,NJ,Maplewood,64 Cherry Ln,https://www.google.com/maps/search/?api=1&query=40.755500%2C-74.291405
https://www.meetup.com/bodynbrain-bayridge/events/275692554,NY,Brooklyn,8206 3rd Ave,https://www.google.com/maps/search/?api=1&query=40.626270%2C-74.030197
https://www.meetup.com/New-York-Single-Adults-Support-and-Discussion-Group/events/275433697,ny,New York, ,https://www.google.com/maps/search/?api=1&query=+%2C+New+York%2C+ny%2C+10001%2C+us
https://www.meetup.com/Dharmachakra-Buddhist-Center/events/275790380,NJ,Vauxhall,2933 Vauxhall Road,https://www.google.com/maps/search/?api=1&query=40.720901%2C-74.288803
https://www.meetup.com/BuddhistEventsNewYork/events/275669400,NY,New York,"64 Fulton Street, Suite, 400, press 4 on the buzzer",https://www.google.com/maps/search/?api=1&query=40.712784%2C-74.005943
https://www.meetup.com/Inner-Engineering-New-York-Isha-Yoga-Meditation-Classes/events/275796627,ny,New York,..,https://www.google.com/maps/search/?api=1&query=..%2C+New+York%2C+ny%2C+10001%2C+us
https://www.meetup.com/LoveMaze/events/275714644,NY,New York,,https://www.google.com/maps/search/?api=1&query=40.712776%2C-74.005974
https://www.meetup.com/Staten-Island-SportsPlex/events/275738661,NY,Staten Island,215 Schmidts Ln.,https://www.google.com/maps/search/?api=1&query=215+Schmidts+Ln.%2C+Staten+Island%2C+NY%2C+us
https://www.meetup.com/meetup-group-omrxaotc/events/275692537,Ne,Staten Island,New Dorp Lane,https://www.google.com/maps/search/?api=1&query=40.568990%2C-74.100620
https://www.meetup.com/NYkayakpolo/events/275524265,NJ,Jersey City,870 Montgomery St,https://www.google.com/maps/search/?api=1&query=40.727726%2C-74.073105
https://www.meetup.com/Jersey-City-Slow-AF-Run-Club/events/275521470,NJ,Jersey City,,https://www.google.com/maps/search/?api=1&query=40.716106%2C-74.033090
https://www.meetup.com/Cranford-NJ-Hoop-dance-exercise-class-for-fun-and-fitness/events/275756225,NJ,Cranford,29 Alden Street ,https://www.google.com/maps/search/?api=1&query=40.656704%2C-74.304276
https://www.meetup.com/jcrunners/events/275722746,NJ,Jersey City,426 Jersey Ave,https://www.google.com/maps/search/?api=1&query=40.716812%2C-74.048752
https://www.meetup.com/Sharon-Fit-Belly-Dance-Group-Fitness-Classes/events/275758368,NJ,Cranford,29 Alden Street ,https://www.google.com/maps/search/?api=1&query=29+Alden+Street+%2C+Cranford%2C+NJ%2C+07016%2C+us
https://www.meetup.com/singles-sweats-mingle-when-dating-meets-fitness/events/275617744,NY,New York,,https://www.google.com/maps/search/?api=1&query=New+York%2C+New+York%2C+NY%2C+us&query_place_id=ChIJOwg_06VPwokRYv534QaPC8g
https://www.meetup.com/just-play-soccer/events/275768650,NY,Brooklyn,14b 53rd St 3rd floor,https://www.google.com/maps/search/?api=1&query=40.650227%2C-74.023570
https://www.meetup.com/NJ-RMA-Self-Defence-Group/events/275795951,NJ,Union,501 Green Ln,https://www.google.com/maps/search/?api=1&query=YM-YWHA+of+Union+County%2C+501+Green+Ln%2C+Union%2C+NJ%2C+07083%2C+us&query_place_id=ChIJ3U9r52Gtw4kRybHFeNFvkv4
https://www.meetup.com/Aikido-Kokikai-NYC/events/275715160,NY,New York,250 Front St,https://www.google.com/maps/search/?api=1&query=250+Front+St%2C+250+Front+St%2C+New+York%2C+NY%2C+10038%2C+us&query_place_id=ChIJ1cx3UyNawokRCl-NaaDqx-U
https://www.meetup.com/Evening-Tennis/events/275568268,ny,New York,92 Hudson River Greenway,https://www.google.com/maps/search/?api=1&query=40.728817%2C-74.012199
https://www.meetup.com/New-York-Cafe-Philo/events/275622033,NY,New York,10 South William St,https://www.google.com/maps/search/?api=1&query=40.704727%2C-74.010640
https://www.meetup.com/NYC-Evolution-Meetup/events/275687387,NY,New York,link in description of event,https://www.google.com/maps/search/?api=1&query=40.712784%2C-74.005943
https://www.meetup.com/NYC-BCI-meetup/events/275755153, ,New York,28 Liberty St,https://www.google.com/maps/search/?api=1&query=40.707760%2C-74.008850
https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,NJ,Columbia,89 Mount Pleasant Road,https://www.google.com/maps/search/?api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us
https://www.meetup.com/Romantic-Cooking-Club/events/275629341,NY,New York,,https://www.google.com/maps/search/?api=1&query=40.712776%2C-74.005974
https://www.meetup.com/StatenIsland-Writers/events/275733509,NY,Staten Island,2655 Richmond Ave Suite 1590,https://www.google.com/maps/search/?api=1&query=Barnes+%26+Noble%2C+2655+Richmond+Ave+Suite+1590%2C+Staten+Island%2C+NY%2C+10314%2C+us&query_place_id=ChIJCUcr0WRMwokRhT01xPEZBTo
https://www.meetup.com/NewYorkYR/events/275725855,NY,New York,,https://www.google.com/maps/search/?api=1&query=40.712776%2C-74.005974
https://www.meetup.com/propeace/events/275790802, , , , 
https://www.meetup.com/RadFemActivists/events/274910866,ny,New York,New York,https://www.google.com/maps/search/?api=1&query=New+York%2C+New+York%2C+ny%2C+10001%2C+us
https://www.meetup.com/Singles-by-Neighborhood/events/275735476,NY,New York,,https://www.google.com/maps/search/?api=1&query=40.712776%2C-74.005974
https://www.meetup.com/LGBT-Bookworms/events/275268929, , , , 
https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275240329,NJ,Maplewood,600 Ridgewood Rd,https://www.google.com/maps/search/?api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us
https://www.meetup.com/Staten-Island-LGBTQ-Pride-Bowling-Meetup/events/275337667,NY,Staten Island,1600 Hylan Boulevard,https://www.google.com/maps/search/?api=1&query=1600+Hylan+Boulevard%2C+Staten+Island%2C+NY%2C+us
https://www.meetup.com/bisexual-nyc/events/275652731,ny,New York,Virtual Online Meeting,https://www.google.com/maps/search/?api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us
https://www.meetup.com/Oddball-Cinema/events/274644312,NY,New York,250 Greenwich St Floor 46,https://www.google.com/maps/search/?api=1&query=40.713417%2C-74.011930
https://www.meetup.com/Shamanic-Healing-Support-Circle/events/275778195,NY,Brooklyn,3rd Ave,https://www.google.com/maps/search/?api=1&query=40.651207%2C-74.011192
https://www.meetup.com/ChristianityOriginal/events/275735701,NJ,Jersey City,535 Washington Blvd. ,https://www.google.com/maps/search/?api=1&query=40.727287%2C-74.034660
https://www.meetup.com/Theology-on-Tap/events/275777375, ,Glen Ridge,13 Herman St,https://www.google.com/maps/search/?api=1&query=13+Herman+St%2C+Glen+Ridge%2C+NJ%2C+US
https://www.meetup.com/Jersey-City-Artists/events/275733289,NJ,Jersey City,29 McWilliams Pl.,https://www.google.com/maps/search/?api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us
https://www.meetup.com/Imaginative-Illustrators-Of-NYC/events/275157777,NY,New York,,https://www.google.com/maps/search/?api=1&query=40.712776%2C-74.005974
