,state,city,category,event_name,group_name,attendees,lat,lng,population,venue_event_link,event_state,event_city,event_street,Google_Map_Link
317,NJ,Union City,Beliefs,Sacred Sound Bath,Sacred Sound Bath,1,40.7674,-74.0323,67982,https://www.meetup.com/Sacred-Sound-Bath/events/275897423,NY,New York,191 Canal St,https://www.google.com/maps/search/?api=1&query=40.717136%2C-73.998001
318,NJ,Union City,Beliefs,Zelophead's Daughters:God changed the Law so they could be Landowners.,Kick-Ass Women of the Bible,1,40.7674,-74.0323,67982,https://www.meetup.com/Kick-Ass-Women-of-the-Bible/events/275864610,NY,New York,803 181st St @ Fort Washington Avenue,https://www.google.com/maps/search/?api=1&query=803+181st+St+%40+Fort+Washington+Avenue%2C+New+York%2C+NY%2C+us
319,NJ,Union City,Beliefs,Bhakti Night,Lotus Room Brooklyn,1,40.7674,-74.0323,67982,https://www.meetup.com/Lotus-Room-Brooklyn/events/275875314,NY,Brooklyn,305 Schermerhorn St,https://www.google.com/maps/search/?api=1&query=40.687744%2C-73.982132
320,NJ,Union City,Beliefs,Services (9:30 & 11am),Unity Center of New York City,1,40.7674,-74.0323,67982,https://www.meetup.com/UnityCenterNYC/events/275826948,NY,New York,213 West 58th Street,https://www.google.com/maps/search/?api=1&query=213+West+58th+Street%2C+New+York%2C+NY%2C+us
321,NJ,Union City,Dance,In-Person Salsa beginner class (first class of new cycle),Salsa lessons (Timba/Cuban Salsa),9,40.7674,-74.0323,67982,https://www.meetup.com/salsa-lessons-timba-cuban-salsa/events/275800310,NY,New York,1601 Broadway,https://www.google.com/maps/search/?api=1&query=1601+Broadway%2C+1601+Broadway%2C+New+York%2C+NY%2C+10010%2C+us&query_place_id=ChIJVdM0d1ZYwokRnmFgUxcDqN4
322,NJ,Union City,Dance,Salsa & Bachata Dance Workshop And Social! No Partner Option!,The Salsa Latin & Ballroom Dance Group,11,40.7674,-74.0323,67982,https://www.meetup.com/njsalsadance/events/275754384,NJ,Lyndhurst,289 Stuyvesant Ave 2nd floor,https://www.google.com/maps/search/?api=1&query=40.813976%2C-74.126880
323,NJ,Union City,Dance,Cuban Salsa & Rueda de Casino Classes!,Cuban Salsa New York,8,40.7674,-74.0323,67982,https://www.meetup.com/Cuban-Salsa-New-York/events/275841136,NY,New York,25 W 31st street,https://www.google.com/maps/search/?api=1&query=40.747334%2C-73.987251
325,NJ,Union City,Dance,Hustle Class - Intermediate,New York/New Jersey Hustle Dancing Meetup,1,40.7674,-74.0323,67982,https://www.meetup.com/New-York-New-Jersey-Hustle-Dancing-Meetup/events/275876804,NJ,Nutley,7 High St,https://www.google.com/maps/search/?api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0
326,NJ,Union City,Dance,Sensual Bachata open level ( partnerwork ),Sensual Bachata in New York (Sensual Movement),2,40.7674,-74.0323,67982,https://www.meetup.com/Sensual-Bachata-in-New-York-Sensual-Movement/events/275854184,NY,New York ,1601 Broadway 11th floor ,https://www.google.com/maps/search/?api=1&query=40.760368%2C-73.985123
327,NJ,Union City,Dance,Basic Bellydance Technique & Choreography,NYC Bellydance Meetup!,1,40.7674,-74.0323,67982,https://www.meetup.com/NYCBellydancers/events/275831969,NY,New York,265 W 37th St,https://www.google.com/maps/search/?api=1&query=40.753696%2C-73.991020
329,NJ,Union City,Dance,Fiyah Burn morning dancehall workout,FIYAH maaaddness,1,40.7674,-74.0323,67982,https://www.meetup.com/FIYAH2016/events/275842220,NY,New York,"920 3rd ave, 5th Floor",https://www.google.com/maps/search/?api=1&query=920+3rd+ave%2C+5th+Floor%2C+New+York%2C+NY%2C+us
331,NJ,Union City,Dance,Daytime Ballroom Social for Seniors,The New York Ballroom Dance Meetup,1,40.7674,-74.0323,67982,https://www.meetup.com/ny-ballroom-dance/events/275866067,NJ,Nutley,7 High St,https://www.google.com/maps/search/?api=1&query=40.825237%2C-74.153900
333,NJ,Union City,Dance,Tango and Date for Couples,NYC Tango & Date,1,40.7674,-74.0323,67982,https://www.meetup.com/NYC-Date-Nights-Out/events/275854193,NY,New York,500 8th ave 3rd fl,https://www.google.com/maps/search/?api=1&query=500+8th+ave+3rd+fl%2C+New+York%2C+ny%2C+10018%2C+us
334,NJ,Union City,Dance,DATE NIGHT? - Comedians give relationship advice,"Mini Adventures For Free - Hiking, Dancing, Sports & More",1,40.7674,-74.0323,67982,https://www.meetup.com/Mini_Adventures/events/275923124,NY,Queens,10-93 Jackson Ave,https://www.google.com/maps/search/?api=1&query=10-93+Jackson+Ave%2C+Queens%2C+NY%2C+11101%2C+us
336,NJ,Union City,Dance,ONLINE - Dirty South Twerkout,Cumbe,1,40.7674,-74.0323,67982,https://www.meetup.com/Cumbe-Center-for-African-and-Diaspora-Dance/events/275920993,NY,Brooklyn,1368 Fulton St,https://www.google.com/maps/search/?api=1&query=40.680050%2C-73.945633
337,NJ,Union City,Dance,FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,40.7674,-74.0323,67982,https://www.meetup.com/jerseycityballroom/events/275920985,NJ,Jersey City,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/?api=1&query=40.726357%2C-74.050415
338,NJ,Union City,Dance,Gozar Salsa Saturday Party,New Jersey Salsa Parties,1,40.7674,-74.0323,67982,https://www.meetup.com/New-Jersey-Salsa-Parties/events/275807218,NJ,Hackensack,41 NJ-4,https://www.google.com/maps/search/?api=1&query=Firewaters+Saloon+Hackensack%2C+41+NJ-4%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJaYzI6nX6wokRd44xMXNGX5w
339,NJ,Union City,Pets,Paint and Sip Pet Portrait Fun- Valentine's Day -Barking Dog NEW YORK,Paint Your Pet and Mingle with Pet Lovers,1,40.7674,-74.0323,67982,https://www.meetup.com/Paint-Your-Pet-and-Mingle-with-Pet-Lovers/events/275688252,NY,New York,1678 3rd Ave,https://www.google.com/maps/search/?api=1&query=40.784103%2C-73.950455
340,NJ,Union City,Pets,New York City Basenji Gathering - 24 January 2021,New York City Basenji Meetup,5,40.7674,-74.0323,67982,https://www.meetup.com/basenji-nyc/events/275923078,NY,10012,Sullivan St & Washington Square S,https://www.google.com/maps/search/?api=1&query=40.730667%2C-73.998860
341,NJ,Union City,Pets,Weekday Mutt Meetup,Harlem Meer Mutts Club,3,40.7674,-74.0323,67982,https://www.meetup.com/Harlem-Meer-Mutts-Club/events/275842205,NY,New York,Central Park,https://www.google.com/maps/search/?api=1&query=Central+Park%2C+New+York%2C+NY%2C+us
344,NJ,Bayonne,Sports & Fitness,Winter pool session,New York Kayak Polo,8,40.6661,-74.1141,64897,https://www.meetup.com/NYkayakpolo/events/275703715,NJ,Jersey City,870 Montgomery St,https://www.google.com/maps/search/?api=1&query=40.727726%2C-74.073105
345,NJ,Bayonne,Sports & Fitness,Pick-Up Soccer,Staten Island FC,2,40.6661,-74.1141,64897,https://www.meetup.com/meetup-group-omrxaotc/events/275692537,NE,Staten Island,New Dorp Lane,https://www.google.com/maps/search/?api=1&query=40.568990%2C-74.100620
347,NJ,Bayonne,Sports & Fitness,Everwalk Liberty State Park Loop Walk (FIRST Sunday of the month),EverWalk NJ,8,40.6661,-74.1141,64897,https://www.meetup.com/EverWalk-NJ/events/275895657,NJ,Jersey City,1 Audrey Zapp Dr,https://www.google.com/maps/search/?api=1&query=40.707960%2C-74.038280
348,NJ,Bayonne,Sports & Fitness,"Sunday 8:30am - Leisure run, late edition",Jersey City Runners,12,40.6661,-74.1141,64897,https://www.meetup.com/jcrunners/events/275887726,NJ,Jersey City,426 Jersey Ave,https://www.google.com/maps/search/?api=1&query=40.716812%2C-74.048750
349,NJ,Bayonne,Sports & Fitness,Let's workout!!! On Sabbatical Until Spring!,Staten Island Weight Loss Camp for Women,2,40.6661,-74.1141,64897,https://www.meetup.com/Staten-Island-Weight-Loss-Camp-for-Women/events/275890735,NY,Staten Island,1150 Clove Rd,https://www.google.com/maps/search/?api=1&query=1150+Clove+Rd%2C+Staten+Island%2C+NY%2C+10301%2C+us
350,NJ,Bayonne,Sports & Fitness,FREE GAME⚽️ Indoor 5v5 @Socceroof (use promo code ROOF12/ first timers only),JUST PLAY Pickup Soccer in New York,2,40.6661,-74.1141,64897,https://www.meetup.com/just-play-soccer/events/275860448,NY,Brooklyn,14b 53rd St 3rd floor,https://www.google.com/maps/search/?api=1&query=Socceroof%2C+14b+53rd+St+3rd+floor%2C+Brooklyn%2C+NY%2C+11232%2C+us&query_place_id=ChIJrfgrMK9awokR-Z5O20hCD3w
351,NJ,Bayonne,Sports & Fitness,COED SOCCER LEAGUE - WINTER SEASON 2021 (SOCCEROOF BROOLKYN) STARTS FEBRUARY 1ST,COED SOCCER NYC,12,40.6661,-74.1141,64897,https://www.meetup.com/coedsoccernyc/events/275818574,NY,Brooklyn,14b 53rd St 3rd floor,https://www.google.com/maps/search/?api=1&query=Socceroof%2C+14b+53rd+St+3rd+floor%2C+Brooklyn%2C+NY%2C+11232%2C+us&query_place_id=ChIJrfgrMK9awokR-Z5O20hCD3w
352,NJ,Bayonne,Sports & Fitness,COED SOCCER LEAGUE. WINTER SEASON 2021 (SOCCEROOF BROOKLYN) STARTS FEBRUARY 1ST,BAYSIDE SOCCER,11,40.6661,-74.1141,64897,https://www.meetup.com/BAYSIDE-SOCCER/events/275827860,NY,Brooklyn,14b 53rd St 3rd floor,https://www.google.com/maps/search/?api=1&query=Socceroof%2C+14b+53rd+St+3rd+floor%2C+Brooklyn%2C+NY%2C+11232%2C+us&query_place_id=ChIJrfgrMK9awokR-Z5O20hCD3w
353,NJ,Bayonne,Sports & Fitness,Parade Grounds Pickup Soccer/Football Group,Parade Grounds Pickup Soccer/Football Group,24,40.6661,-74.1141,64897,https://www.meetup.com/Brooklyn-Soccer-Meetup-BgGxxbNI/events/275813956,NY,Brooklyn,1616 Caton Ave Coney Island Ave between Caton & Parkside Avenues,https://www.google.com/maps/search/?api=1&query=40.650830%2C-73.964800
354,NJ,Bayonne,Sports & Fitness,Sunday Football @  Calvert Vaux ,NYC/Brooklyn Touch/Flag Football,25,40.6661,-74.1141,64897,https://www.meetup.com/BrooklynFootball/events/275309919,NY,Brooklyn,1990 Shore Pkwy,https://www.google.com/maps/search/?api=1&query=40.586002%2C-73.992090
356,NJ,Bayonne,Sports & Fitness,Open play soccer,Staten Island SportsPlex,1,40.6661,-74.1141,64897,https://www.meetup.com/Staten-Island-SportsPlex/events/275877790,NY,Staten Island,215 Schmidts Ln.,https://www.google.com/maps/search/?api=1&query=215+Schmidts+Ln.%2C+Staten+Island%2C+NY%2C+us
357,NJ,Bayonne,Sports & Fitness,Monday NIght Introduction to Kokikai Aikido,Aikido Kokikai NYC,1,40.6661,-74.1141,64897,https://www.meetup.com/Aikido-Kokikai-NYC/events/275854846,NY,New York,250 Front St,https://www.google.com/maps/search/?api=1&query=250+Front+St%2C+250+Front+St%2C+New+York%2C+NY%2C+10038%2C+us&query_place_id=ChIJ1cx3UyNawokRCl-NaaDqx-U
358,NJ,Bayonne,Sports & Fitness,FRIDAY PICKUP COED SOCCER GAME (SOCCEROOF BROOKLYN) 730PM,NYC Soccer (Brooklyn),3,40.6661,-74.1141,64897,https://www.meetup.com/nycsoccerbrooklyn/events/275812443,NY,Brooklyn,14b 53rd St 3rd floor,https://www.google.com/maps/search/?api=1&query=Socceroof%2C+14b+53rd+St+3rd+floor%2C+Brooklyn%2C+NY%2C+11232%2C+us&query_place_id=ChIJrfgrMK9awokR-Z5O20hCD3w
359,NJ,Bayonne,Sports & Fitness,Outdoor No Equipment Training,No Equipments Outdoor Workouts,1,40.6661,-74.1141,64897,https://www.meetup.com/meetup-group-VVgRhGLM/events/275848408,NY,New York,Washington Square,https://www.google.com/maps/search/?api=1&query=Washington+Square+Park%2C+Washington+Square%2C+New+York%2C+NY%2C+10012%2C+us&query_place_id=ChIJjX494pBZwokRGH620d9eYfo
360,NJ,Bayonne,Sports & Fitness,Monday Speed Workout - East River Track,The Most Informal Running Club Ever (TMIRCE),20,40.6661,-74.1141,64897,https://www.meetup.com/NYC-Informal-Running-Club-Home-of-TMIRCE-NYC/events/273113226,NY,10009,E 6 ST & FDR DR,https://www.google.com/maps/search/?api=1&query=40.721420%2C-73.973480
361,NJ,Bayonne,Sports & Fitness,Weekend cricket session with hard tennis balls,Play Cricket In Manhattan,1,40.6661,-74.1141,64897,https://www.meetup.com/meetup-group-ZZHofhtn/events/275827104,NY,New York,East River Promenade,https://www.google.com/maps/search/?api=1&query=East+River+Park+Field+%234%2C+East+River+Promenade%2C+New+York%2C+NY%2C+10002%2C+us&query_place_id=ChIJnXp5YXxZwokR-TK-eMpca74
363,NJ,Bayonne,Photography,"Studio & Lighting: Feb 24 - Mar 10, Wednesdays 6:00 PM-9:15 PM. In person.",PhotoManhattan - Photography classes NYC & Free Exhibits,1,40.6661,-74.1141,64897,https://www.meetup.com/photography-classes-nyc/events/274851102,NY,New York,51 W 14th St #3r,https://www.google.com/maps/search/?api=1&query=40.737290%2C-73.995834
364,NJ,Bayonne,Food & Drink,Let’s meet some wolves ,A little bit of this and a little of that,25,40.6661,-74.1141,64897,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,NJ,Columbia,89 Mount Pleasant Road,https://www.google.com/maps/search/?api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us
365,NJ,Bayonne,Food & Drink,Tequilla & Mezcal Tasting (Heated Outdoor Patio),Wine Events and Other Socials,12,40.6661,-74.1141,64897,https://www.meetup.com/Affordable-Wine-Tastings-and-Social-for-Beginners/events/275908852,NY,Brooklyn,75A 5th Ave,https://www.google.com/maps/search/?api=1&query=40.680400%2C-73.977554
366,NJ,Bayonne,Food & Drink,Wine and Chocolate at Le Prive,Wine and Chocolate,12,40.6661,-74.1141,64897,https://www.meetup.com/meetup-group-fnuzmite/events/275581098,NY,New York,626 10th Ave,https://www.google.com/maps/search/?api=1&query=40.761124%2C-73.994040
368,NJ,Bayonne,Food & Drink,🎉New Year Wine & Design 🍷🖌Wine glass painting)🎨,New Jersey Foodies & Drinkies,6,40.6661,-74.1141,64897,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,NJ,Secaucus,151 Front St,https://www.google.com/maps/search/?api=1&query=40.790756%2C-74.058950
369,NJ,Bayonne,Food & Drink,Vegan Trifecta in Greenpoint,NYC Vegans,101,40.6661,-74.1141,64897,https://www.meetup.com/nycvegans/events/269358168,NY,Brooklyn,620 Manhattan Ave,https://www.google.com/maps/search/?api=1&query=40.723590%2C-73.950500
370,NJ,Bayonne,Food & Drink,Learn to Make Mochi,Culinary Enthusiasts of NYC,1,40.6661,-74.1141,64897,https://www.meetup.com/Culinary-Enthusiasts-of-NYC/events/275831778,NY,New York,116 E 7th Street,https://www.google.com/maps/search/?api=1&query=40.726299%2C-73.984497
372,NJ,Bayonne,Film,Steele Wool by Frank A. Cappello,Oddball Cinema,1,40.6661,-74.1141,64897,https://www.meetup.com/Oddball-Cinema/events/275407602,NY,New York,433 E 6th St,https://www.google.com/maps/search/?api=1&query=40.725964%2C-73.984620
374,NJ,Bayonne,Book Clubs,Sanskrit Vocab 101 for Kundalini meditation yoga ayurveda by Joshi ,Kundalini Chakra Mindful Meditation Yoga Ayurveda Bookclub,1,40.6661,-74.1141,64897,https://www.meetup.com/New-York-Meditation-Yoga-Kundalini-Meetup-Group-by-Joshi/events/275836399,NY,New York,270 Greenwich Street Cafe Level,https://www.google.com/maps/search/?api=1&query=270+Greenwich+Street%2C+New+York%2C+NY%2C+10007%2C+us
375,NJ,Bayonne,Book Clubs,BROOKLYN Smutty Book Club - ,Brooklyn Smutty Book Club,2,40.6661,-74.1141,64897,https://www.meetup.com/BROOKLYN-Smutty-Book-Club/events/274809254,NY,Brooklyn,273 13th Street,https://www.google.com/maps/search/?api=1&query=40.666683%2C-73.987846
376,NJ,Bayonne,Hobbies & Crafts,Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,4,40.6661,-74.1141,64897,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229623,NJ,Union,1023 Stuyvesant Ave,https://www.google.com/maps/search/?api=1&query=40.696686%2C-74.268845
377,NJ,Bayonne,Social,"[ONLINE] This week only, starts 11 am: Presidential transition; Union@Google.com",Current Events Coffee - NYC,16,40.6661,-74.1141,64897,https://www.meetup.com/Current-Events-Coffee/events/275393093,NY,New York,Internet,https://www.google.com/maps/search/?api=1&query=40.699646%2C-74.041466
378,NJ,Bayonne,Social,"Winter Hike Series: Hudson River Greenway, Battery Park to Riverside Park ",PLACES NYC,59,40.6661,-74.1141,64897,https://www.meetup.com/placesnyc/events/275538899,NY,New York,Hudson River Greenway,https://www.google.com/maps/search/?api=1&query=40.711903%2C-74.014694
379,NJ,Bayonne,Social,Museum of Ice Cream- TBD,Classy Dimes NYC ✨✨✨,4,40.6661,-74.1141,64897,https://www.meetup.com/classy-dimes-nyc/events/275615173,NY,New York ,558 Broadway Avenue,https://www.google.com/maps/search/?api=1&query=558+Broadway+Avenue%2C+New+York+%2C+NY%2C+10012%2C+us
380,NJ,Bayonne,Social,Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",5,40.6661,-74.1141,64897,https://www.meetup.com/jerseychess/events/275828886,NJ,Hoboken,1012 Grand St,https://www.google.com/maps/search/?api=1&query=40.750076%2C-74.032990
381,NJ,Bayonne,Social,UNDERGROUND NEW YORK CITY  (Private Group Tour),"The New York City Social Group (20,000+ members!)",5,40.6661,-74.1141,64897,https://www.meetup.com/NYC-Social/events/268950829,NY,New York,38 Park Row #4,https://www.google.com/maps/search/?api=1&query=40.711586%2C-74.006680
383,NJ,Bayonne,Social,VIRTUAL Monthly Potluck,"Old, Weird & Don't Care Who Knows It",10,40.6661,-74.1141,64897,https://www.meetup.com/Old-Weird-Dont-Care-Who-Knows-It/events/275236615,NY,Brooklyn,(Mickey will email or private message full sign-in information for this video conference.),https://www.google.com/maps/search/?api=1&query=40.678177%2C-73.944160
384,NJ,Bayonne,Social,Speed Dating (21-39 years olds) - VIRTUAL,20s and 30s Going Out Group of Philly,10,40.6661,-74.1141,64897,https://www.meetup.com/20s-and-30s-Going-Out-Group-of-Philly/events/275588805,NY,New York,Online,https://www.google.com/maps/search/?api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us
386,NJ,Bayonne,Social,Vision Board 2021,Flawless Ladies of NYC,11,40.6661,-74.1141,64897,https://www.meetup.com/Flawlessladies-of-NYC/events/275856902,NY,TBD,TBD,https://www.google.com/maps/search/?api=1&query=TBD%2C+TBD%2C+NY%2C+10001%2C+us
388,NJ,Bayonne,Social,Chrono and Cofee meetup!,Chrono And Coffee NYC,1,40.6661,-74.1141,64897,https://www.meetup.com/chrono-and-coffee-nyc/events/275838092,NY,Brooklyn ,422 Avenue P,https://www.google.com/maps/search/?api=1&query=40.608790%2C-73.971760
389,NJ,Bayonne,Social,Health-ier Monday: Dinner at XYST (Mediterranean-Inspired Vegan),NYC,4,40.6661,-74.1141,64897,https://www.meetup.com/NYC-Lets-Do-Things-After-Work-20s-and-30s/events/269315957,NY,New York,44 W 17th St,https://www.google.com/maps/search/?api=1&query=40.738667%2C-73.994500
390,NJ,Bayonne,Social,Sip.Create.SingYourHeartOut,Sip & Socialize,27,40.6661,-74.1141,64897,https://www.meetup.com/SIP-SHOP-AND-SOCIALIZE/events/264868497,NJ,Rahway,275 E Grand Ave,https://www.google.com/maps/search/?api=1&query=40.608810%2C-74.267690
391,NJ,Bayonne,Social,Brooklyn House Of Comedy WCW: Wednesday Comedy Workout Comedy Open Mic,NYC Indie Comedy Scene,1,40.6661,-74.1141,64897,https://www.meetup.com/Brooklyn-Stand-up-comedy-show-Meetup-Group/events/275896116,NY,Brooklyn,211 Putnam Ave,https://www.google.com/maps/search/?api=1&query=Brooklyn+House+Of+Comedy%2C+211+Putnam+Ave%2C+Brooklyn%2C+NY%2C+11216%2C+us&query_place_id=ChIJMUYXLZdbwokRd8zjcTaoQQc
392,NJ,Bayonne,Social,"Mix & Mingle Meetup (Drink Specials, Ice Breakers)",NYC Fun & Social Singles!,3,40.6661,-74.1141,64897,https://www.meetup.com/NYC-Fun-Social-Singles/events/275154463,NY,New York,60 E 41st St,https://www.google.com/maps/search/?api=1&query=Stout+NYC+%7E+Grand+Central%2C+60+E+41st+St%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJTaNaDAFZwokRcQPOZA4DXhM
393,NJ,Bayonne,Social,Super Secret Comedy Experience - A LaughEasy Production,Free Drink and Free Stand-Up Comedy Show,1,40.6661,-74.1141,64897,https://www.meetup.com/New-York-Underground-Stand-Up-Comedy-Meetup/events/275899866,NY,New York,77 E 7th St,https://www.google.com/maps/search/?api=1&query=40.727444%2C-73.986305
394,NJ,Bayonne,Social,***Korean Holiday Dinner with NYC Girlfriends at The Bann***,NYC Girlfriend Get-Togethers,23,40.6661,-74.1141,64897,https://www.meetup.com/NYC-Girlfriend-Get-Togethers/events/274426830,NY,New York,350 W 50th St,https://www.google.com/maps/search/?api=1&query=40.762880%2C-73.987976
395,NJ,Bayonne,Social,Thursdays nights at Avenue,NYC Party,1,40.6661,-74.1141,64897,https://www.meetup.com/meetup-group-IBRUrHMn/events/275903213,NY,New York,116 10th Ave,https://www.google.com/maps/search/?api=1&query=Avenue%2C+116+10th+Ave%2C+New+York%2C+NY%2C+10011%2C+us&query_place_id=ChIJe4WSV8dZwokRZbIzXHt6-j4
396,NJ,Bayonne,Social,A WINTER WARMING MALBEC SATURDAY WINE TASTING PART 2,Bay Ridge Friends,1,40.6661,-74.1141,64897,https://www.meetup.com/bayridgefriends/events/275852084,NY,New York,405 W 44th St,https://www.google.com/maps/search/?api=1&query=40.760090%2C-73.992110
397,NJ,East Orange,Tech,Incredible New Features in Photoshop  and Amazing New Apps from Markzware,Adobe InDesign User Group of New Jersey,10,40.7651,-74.2117,64367,https://www.meetup.com/Adobe-INDUG-InDesign-User-Group/events/275732091,NJ,Union,1000 Morris Ave,https://www.google.com/maps/search/?api=1&query=40.678790%2C-74.232350
399,NJ,East Orange,Tech,Liberty State Park Ride,"ESK8 Hoboken, Jersey City Group Ride",1,40.7651,-74.2117,64367,https://www.meetup.com/ESK8-Hoboken-Jersey-City-Group-Ride/events/275830546,NJ,Jersey City,1 Marin Blvd,https://www.google.com/maps/search/?api=1&query=40.711445%2C-74.042969
400,NJ,East Orange,Tech,Management by the Movies!,IBMi for Power Systems - Built for Business - NESTU -NJ,1,40.7651,-74.2117,64367,https://www.meetup.com/IBMi-for-Power-Systems-Built-for-Business-NESTU-NJ/events/275917442,NJ,Parsippany,111 US-46,https://www.google.com/maps/search/?api=1&query=111+US-46%2C+Parsippany%2C+NJ%2C+us
401,NJ,East Orange,Family,West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,40.7651,-74.2117,64367,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275886460,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8
402,NJ,East Orange,Family,Sunday Morning Prenatal Yoga,West Orange Pregnancy Meetup,1,40.7651,-74.2117,64367,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275824180,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8
403,NJ,East Orange,Family,My Gym Little Bundles Classes,JCFamilies,1,40.7651,-74.2117,64367,https://www.meetup.com/JCFamilies/events/275886037,NJ,Jersey City,252 9th St,https://www.google.com/maps/search/?api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo
404,NJ,East Orange,Family,Come Meet Other New Moms & Babies!,The Mothers' Club,1,40.7651,-74.2117,64367,https://www.meetup.com/The-Mothers-Club/events/275910530,NJ,Chatham,368 Main Street,https://www.google.com/maps/search/?api=1&query=368+Main+Street%2C+Chatham%2C+NJ%2C+us
405,NJ,East Orange,Food & Drink,Let’s meet some wolves ,A little bit of this and a little of that,25,40.7651,-74.2117,64367,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,NJ,Columbia,89 Mount Pleasant Road,https://www.google.com/maps/search/?api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us
406,NJ,East Orange,Food & Drink,🎉New Year Wine & Design 🍷🖌Wine glass painting)🎨,New Jersey Foodies & Drinkies,6,40.7651,-74.2117,64367,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,NJ,Secaucus,151 Front St,https://www.google.com/maps/search/?api=1&query=40.790756%2C-74.058950
407,NJ,East Orange,Music,"Tuesdays are our regularly scheduled rehearsals, guests are welcome.",Dapper Dans of Harmony,2,40.7651,-74.2117,64367,https://www.meetup.com/Dapper-Dans-of-Harmony/events/275874884,NJ,Caldwell,326 Bloomfield Ave,https://www.google.com/maps/search/?api=1&query=326+Bloomfield+Ave%2C+Caldwell%2C+NJ%2C+us
408,NJ,East Orange,Music,Thursday Night Weekly Jam  -- 6 to 8pm,JC Studios Music Jam,1,40.7651,-74.2117,64367,https://www.meetup.com/JC-Studios-Music-Jam/events/275918414,NJ,Jersey City,143 Christopher Columbus Dr,https://www.google.com/maps/search/?api=1&query=40.719975%2C-74.045036
409,NJ,East Orange,Movements,Raise Funds & Spirits! Lincoln Day Dinner 2021,Dennis Prager Fan Club,1,40.7651,-74.2117,64367,https://www.meetup.com/dennis-prager-fan-club/events/275773533,NJ,Fairfield,118 US-46,https://www.google.com/maps/search/?api=1&query=40.869053%2C-74.307460
410,NJ,East Orange,LGBTQ,LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,40.7651,-74.2117,64367,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275919245,NJ,Maplewood,600 Ridgewood Rd,https://www.google.com/maps/search/?api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us
412,NJ,East Orange,Beliefs,Crossroads Christian Fellowship Super Bowl Mens Breakfast.,Central Jersey Christian Singles Social Meetup,2,40.7651,-74.2117,64367,https://www.meetup.com/Central-Jersey-Christian-social-Meetup/events/275837361,NJ,Union,2815 Morris Ave,https://www.google.com/maps/search/?api=1&query=40.707382%2C-74.299210
414,NJ,East Orange,Beliefs,Public Conference in English,A.I.G.A. American Institute of Gnostic Anthropology,2,40.7651,-74.2117,64367,https://www.meetup.com/A-I-G-A-American-Institute-of-Gnostic-Anthropology/events/275664323,NJ,UNION CITY,507 43RD TS. 7th floor,https://www.google.com/maps/search/?api=1&query=507+43RD+TS.+7th+floor%2C+UNION+CITY%2C+nj%2C+07087%2C+us
415,NJ,East Orange,Beliefs,Sunday Spiritualist Service,Inner Spiritual Center Meetup,1,40.7651,-74.2117,64367,https://www.meetup.com/Inner-Spiritual-Center-Meetup/events/275826050,NJ,Fairfield,333A Route 46 West Suite 255,https://www.google.com/maps/search/?api=1&query=333A+Route+46+West%2C+Fairfield%2C+nj%2C+07004%2C+us
