Unnamed: 0,state,city,category,event_name,group_name,attendees,lat,lng,population,venue_event_link,event_state,event_city,event_street,Google_Map_Link,city_event_lat,city_event_lng
186,NJ,Clifton,Beliefs,Platform: Video Games and Ethics,The Ethical Culture Society of Bergen County,4,40.8631,-74.1575,85052,https://www.meetup.com/EthicalFocus/events/275399427,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888090%2C-74.026240,40.8860164,-74.0072568
187,NJ,Clifton,Beliefs,Sunday Worship In-Person Service,Change Makers International Assembly,1,40.8631,-74.1575,85052,https://www.meetup.com/Change-Makers-Assembly/events/275833731,NJ,Garfield,619 Midland Ave,https://www.google.com/maps/search/?api=1&query=40.885551%2C-74.101540,40.8814882,-74.113198
188,NJ,Clifton,Beliefs,Sunday Spiritualist Service,Inner Spiritual Center Meetup,1,40.8631,-74.1575,85052,https://www.meetup.com/Inner-Spiritual-Center-Meetup/events/275826050,NJ,Fairfield,333A Route 46 West Suite 255,https://www.google.com/maps/search/?api=1&query=333A+Route+46+West%2C+Fairfield%2C+nj%2C+07004%2C+us,40.2050878,-74.2135004
189,NJ,Clifton,Beliefs,Public Conference in English,A.I.G.A. American Institute of Gnostic Anthropology,2,40.8631,-74.1575,85052,https://www.meetup.com/A-I-G-A-American-Institute-of-Gnostic-Anthropology/events/275664323,NJ,UNION CITY,507 43RD TS. 7th floor,https://www.google.com/maps/search/?api=1&query=507+43RD+TS.+7th+floor%2C+UNION+CITY%2C+nj%2C+07087%2C+us,40.7795455,-74.0237512
190,NJ,Clifton,Dance,Salsa & Bachata Dance Workshop And Social! No Partner Option!,The Salsa Latin & Ballroom Dance Group,11,40.8631,-74.1575,85052,https://www.meetup.com/njsalsadance/events/275754384,NJ,Lyndhurst,289 Stuyvesant Ave 2nd floor,https://www.google.com/maps/search/?api=1&query=40.813976%2C-74.126880,40.8120247,-74.1242816
191,NJ,Clifton,Dance,Hustle Class - Intermediate,New York/New Jersey Hustle Dancing Meetup,1,40.8631,-74.1575,85052,https://www.meetup.com/New-York-New-Jersey-Hustle-Dancing-Meetup/events/275876804,NJ,Nutley,7 High St,https://www.google.com/maps/search/?api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0,40.8223223,-74.1598663
192,NJ,Clifton,Dance,Daytime Ballroom Social for Seniors,The New York Ballroom Dance Meetup,1,40.8631,-74.1575,85052,https://www.meetup.com/ny-ballroom-dance/events/275866067,NJ,Nutley,7 High St,https://www.google.com/maps/search/?api=1&query=40.825237%2C-74.153900,40.8223223,-74.1598663
195,NJ,Clifton,Dance,Tango Lessons first 2 Free! with Jon Tariq's available for Tango lesson in NJ,Tango Date NYC,1,40.8631,-74.1575,85052,https://www.meetup.com/Tango-Date-NYC/events/275888563,NJ,Paramus,54 S Farview Ave,https://www.google.com/maps/search/?api=1&query=Paramus+Fire+Dept+Company+4%2C+54+S+Farview+Ave%2C+Paramus%2C+NJ%2C+07652%2C+us&query_place_id=ChIJkXs371H6wokRqjgKf_KmGGk,40.9452911,-74.0735899
196,NJ,Clifton,Dance,Gozar Salsa Saturday Party,New Jersey Salsa Parties,1,40.8631,-74.1575,85052,https://www.meetup.com/New-Jersey-Salsa-Parties/events/275807218,NJ,Hackensack,41 NJ-4,https://www.google.com/maps/search/?api=1&query=Firewaters+Saloon+Hackensack%2C+41+NJ-4%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJaYzI6nX6wokRd44xMXNGX5w,40.8871438,-74.0410865
198,NJ,Clifton,Social,Breakfast @Toast,"NJ Ladies - Create, Travel & Dine Together",4,40.8631,-74.1575,85052,https://www.meetup.com/Create-Travel-Dine-Together-Ladies-Only/events/275836201,NJ,Montclair,700 Bloomfield Ave,https://www.google.com/maps/search/?api=1&query=40.818000%2C-74.223076,40.8164458,-74.2210643
199,NJ,Clifton,Social,"Urban Exploration (Lower Manhattan, Brooklyn Bridge and Dumbo ",Gilligan's Adventures,26,40.8631,-74.1575,85052,https://www.meetup.com/GilligansAdventures/events/275885441,NJ,Paramus,300 Bergen Town Center,https://www.google.com/maps/search/?api=1&query=40.914055%2C-74.057270,40.9452911,-74.0735899
202,NJ,Clifton,Career & Business,Looking to Grow via Referrals?,BNI Achieving Advantage,1,40.8631,-74.1575,85052,https://www.meetup.com/BNI-Achieving-Advantage/events/275884153,NJ,Hackensack,515 Essex St,https://www.google.com/maps/search/?api=1&query=Chit+Chat+Diner%2C+515+Essex+St%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJvfk0xCf6wokRkfD7x3ngW7M,40.8871438,-74.0410865
204,NJ,Clifton,Career & Business,Hour of Power to Financial Independence ,Financial Freedom and Careers to Create Wealth,1,40.8631,-74.1575,85052,https://www.meetup.com/Financial-Freedom-and-Careers-to-Create-Wealth/events/275897488,NJ,Fairfield,55 Lane Rd,https://www.google.com/maps/search/?api=1&query=40.894669%2C-74.277260,40.2050878,-74.2135004
205,NJ,Clifton,Career & Business,Weekly Networking Breakfast ,Saddle Brook Small Business Meetup,1,40.8631,-74.1575,85052,https://www.meetup.com/Saddle-Brook-Small-Business-Meetup/events/275884662,NJ,Maywood,92 West Pleasant Avenue,https://www.google.com/maps/search/?api=1&query=92+West+Pleasant+Avenue%2C+Maywood%2C+NJ%2C+07607%2C+us,40.902599,-74.0618074
206,NJ,Clifton,Career & Business,skunkworks v2,"Fair Lawn - Fun, Networking, Startup, & Education",1,40.8631,-74.1575,85052,https://www.meetup.com/Fair-Lawn-Fun-Networking-Startup-Education/events/275844673,NJ,Fair Lawn,25 Promenade Blvd,https://www.google.com/maps/search/?api=1&query=25+Promenade+Blvd%2C+Fair+Lawn%2C+nj%2C+07410%2C+us,40.9397796,-74.1312504
207,NJ,Clifton,Career & Business,NJ: 100% Financing & How to make Big Money with Fix & Flips,New Jersey Real Estate Investors Association (REIA),1,40.8631,-74.1575,85052,https://www.meetup.com/New-Jersey-Real-Estate-Investors-Association/events/275915892,NJ,Hasbrouck Heights,650 Terrace Ave,https://www.google.com/maps/search/?api=1&query=40.871487%2C-74.062010,40.8579293,-74.0816693
208,NJ,Camden,Outdoors & Adventure,February Group MeetUp ,PHL - Caribbean & Mexico Travel Group,6,39.9362,-75.1073,73562,https://www.meetup.com/meetup-group-jymisozp/events/273925246,PA,Philadelphia ,1216 Chestnut,https://www.google.com/maps/search/?api=1&query=1216+Chestnut%2C+Philadelphia+%2C+PA%2C+19107%2C+us,39.9527237,-75.1635262
209,NJ,Camden,Outdoors & Adventure,Exploratory Hike at Palmyra Nature Cove ,Outdoor Club of South Jersey - Hiking/Camping/Backpacking,36,39.9362,-75.1073,73562,https://www.meetup.com/Outdoor-Club-of-South-Jersey-Hiking/events/275812265,NJ,Palmyra, Route 73 North,https://www.google.com/maps/search/?api=1&query=40.008255%2C-75.041610,40.0070565,-75.0282271
210,NJ,Camden,Outdoors & Adventure,January Hike,Cherry Hill Women Hikers,23,39.9362,-75.1073,73562,https://www.meetup.com/cherry-hill-womens-social-meetup-group/events/275317263,NJ,Cherry Hill,1603 Kresson Rd,https://www.google.com/maps/search/?api=1&query=39.883915%2C-74.972590,39.9348351,-75.0307264
211,NJ,Camden,Outdoors & Adventure,Night hike (moonlight only),It's better Outdoors,20,39.9362,-75.1073,73562,https://www.meetup.com/Its-better-Outdoors/events/275304914,PA,Philadelphia,300 W Mt Pleasant Ave,https://www.google.com/maps/search/?api=1&query=40.053910%2C-75.194230,39.9527237,-75.1635262
212,NJ,Camden,Outdoors & Adventure,Saturday morning Easy People and Dog Walk at Wissahickon Valley Green 4 miles,H3 OUTDOORS (H3O),13,39.9362,-75.1073,73562,https://www.meetup.com/H3-Outdoors/events/275824338,PA,Philadelphia,Valley Green Rd,https://www.google.com/maps/search/?api=1&query=40.055775%2C-75.218180,39.9527237,-75.1635262
213,NJ,Camden,Outdoors & Adventure,"7 Waterfalls, Andorra Nat Area, Houston Meadow Trek",Hiking Around Philly,7,39.9362,-75.1073,73562,https://www.meetup.com/HikingAroundPhilly/events/275864791,PA,Philadelphia,8400 Seminole St,https://www.google.com/maps/search/?api=1&query=40.070080%2C-75.210530,39.9527237,-75.1635262
214,NJ,Camden,Outdoors & Adventure,Wednesday Ride from the Pavilion,Philadelphia Mountain Biking Meetup,2,39.9362,-75.1073,73562,https://www.meetup.com/mountainbiking/events/275896904,PA,Philadelphia,Henry Ave and Livezey Lane ,https://www.google.com/maps/search/?api=1&query=Henry+Ave+and+Livezey+Lane+%2C+Philadelphia%2C+PA%2C+19128%2C+us,39.9527237,-75.1635262
215,NJ,Camden,Tech,Monday Mark ups with Anthony Tirado,Philadelphia Forex Trading for Newbies,2,39.9362,-75.1073,73562,https://www.meetup.com/Philadelphia-Forex-Trading-for-Newbies/events/275857262,PA,Philadelphia,zoom online,https://www.google.com/maps/search/?api=1&query=zoom+online%2C+Philadelphia%2C+PA%2C+us,39.9527237,-75.1635262
216,NJ,Camden,Tech,Philly DevOps Monthly Meetup,Philly DevOps,4,39.9362,-75.1073,73562,https://www.meetup.com/PhillyDevOps/events/274553066,PA,Philadelphia,1701 John F Kennedy Boulevard,https://www.google.com/maps/search/?api=1&query=1701+John+F+Kennedy+Boulevard%2C+Philadelphia%2C+PA%2C+us,39.9527237,-75.1635262
217,NJ,Camden,Health & Wellness,SPEAKW Support group for Alienated Parents ,South Jersey SPEAKW Parental Alienation Meetup,3,39.9362,-75.1073,73562,https://www.meetup.com/Burlington-SPEAKW-Parental-Alienation-Meetup/events/275767808,NJ,Cherry Hill,2100 Rte 70 W,https://www.google.com/maps/search/?api=1&query=39.922882%2C-75.034752,39.9348351,-75.0307264
218,NJ,Camden,Health & Wellness,Nonviolent Communication Practice Group,Heart to Heart,1,39.9362,-75.1073,73562,https://www.meetup.com/Connecting-Heart-to-Heart/events/275864711,NJ,Merchantville,36 W Maple Ave,https://www.google.com/maps/search/?api=1&query=39.949665%2C-75.051659,39.951634,-75.0487627
219,NJ,Camden,Health & Wellness,Runners in Recovery,Philadelphia Sober and Active,1,39.9362,-75.1073,73562,https://www.meetup.com/Philadelphia-Sober-and-Active/events/275918835,PA,Philadelphia,N Christopher Columbus Blvd,https://www.google.com/maps/search/?api=1&query=39.953148%2C-75.138802,39.9527237,-75.1635262
220,NJ,Camden,Health & Wellness,Philadelphia Health Empowerment Program,Philadelphia Health Empowerment Program,1,39.9362,-75.1073,73562,https://www.meetup.com/Philadelphia-Health-Empowerment-Program/events/275873657,PA,Philadelphia,2946 Island Ave,https://www.google.com/maps/search/?api=1&query=2946+Island+Ave%2C+Philadelphia%2C+pa%2C+19153%2C+us,39.9527237,-75.1635262
221,NJ,Camden,Health & Wellness,Sunday Morning Meditation | Livestream,Kadampa Meditation Center Philadelphia,1,39.9362,-75.1073,73562,https://www.meetup.com/kadampa-meditation-center-philadelphia/events/275825907,PA,Philadelphia,1102 Pine St,https://www.google.com/maps/search/?api=1&query=39.944729%2C-75.160034,39.9527237,-75.1635262
223,NJ,Camden,Health & Wellness,Sunday Celebration,Center for Conscious Living,2,39.9362,-75.1073,73562,https://www.meetup.com/meetup-group-HJkjyjIx/events/275824908,NJ,"Moorestown, NJ  08057",16 East Main St,https://www.google.com/maps/search/?api=1&query=39.963299%2C-74.945602,39.9711439,-74.946216
224,NJ,Camden,Sports & Fitness,Runnemede Green Acres Park Pickleball,"Gloucester Township, Atkinson, Berlin & Green Acres Parks",24,39.9362,-75.1073,73562,https://www.meetup.com/Gloucester-Township-Pickleball-Meetup/events/275805110,NJ,Runnemede,Dettmar Terrace,https://www.google.com/maps/search/?api=1&query=39.850552%2C-75.091751,39.8523358,-75.0679498
225,NJ,Camden,Sports & Fitness,Run & Chug!,Philly Fun Run,4,39.9362,-75.1073,73562,https://www.meetup.com/Philly-Fun-Run/events/274931194,PA,Philadelphia,S St Bridge,https://www.google.com/maps/search/?api=1&query=South+Street+Bridge%2C+S+St+Bridge%2C+Philadelphia%2C+PA%2C+us&query_place_id=EiJTIFN0IEJyaWRnZSwgUGhpbGFkZWxwaGlhLCBQQSwgVVNBIi4qLAoUChIJ-SOhJU4yQoYRn_6jrQ5a4IgSFAoSCetLtdTYt8aJEcFYPozYFPWJ,39.9527237,-75.1635262
226,NJ,Camden,Sports & Fitness,Beginner/Advanced Beginner  Pickleball in Pennsauken,South Jersey Pickleball™,7,39.9362,-75.1073,73562,https://www.meetup.com/SouthJerseypickleball/events/275895317,NJ,Pennsauken ,3376 Browning Rd,https://www.google.com/maps/search/?api=1&query=39.951649%2C-75.058899,39.9562238,-75.0579502
227,NJ,Camden,Sports & Fitness,1/27 Wed 9pm Night Beginner Indoor Tennis!!  (USTA 1.5-2.0),Philly Tennis Swat,10,39.9362,-75.1073,73562,https://www.meetup.com/The-philadelphia-tennis-swat-group/events/275880102,PA,Philadelphia,4842 Ridge Ave,https://www.google.com/maps/search/?api=1&query=Legacy+Youth+Tennis+and+Education%2C+4842+Ridge+Ave%2C+Philadelphia%2C+PA%2C+19129%2C+us&query_place_id=ChIJp2ZFk4e4xokRWbFaW19WBII,39.9527237,-75.1635262
228,NJ,Camden,Sports & Fitness,CLINIC! Pickleball Rating Assessment!,Cherry Hill Pickleball,22,39.9362,-75.1073,73562,https://www.meetup.com/Cherry-Hill-Pickleball/events/275711168,NJ,Cherry Hill,1820 Old Cuthbert Road,https://www.google.com/maps/search/?api=1&query=39.910160%2C-74.981450,39.9348351,-75.0307264
229,NJ,Camden,Sports & Fitness,1/25 Mon 8:30pm Legacy Indoor tennis! Advance level (USTA 3.5-4.0+),King of Prussia Tennis Swat!,3,39.9362,-75.1073,73562,https://www.meetup.com/The-King-of-Prussia-Tennis-Club/events/275869890,PA,Philadelphia,4842 Ridge Ave,https://www.google.com/maps/search/?api=1&query=Legacy+Youth+Tennis+and+Education%2C+4842+Ridge+Ave%2C+Philadelphia%2C+PA%2C+19129%2C+us&query_place_id=ChIJp2ZFk4e4xokRWbFaW19WBII,39.9527237,-75.1635262
230,NJ,Camden,Sports & Fitness,Pickup Soccer in Voorhees,South Jersey Soccer Meetups,16,39.9362,-75.1073,73562,https://www.meetup.com/South-Jersey-Soccer-Meetups/events/275910031,NJ,Voorhees,255 Echelon Road,https://www.google.com/maps/search/?api=1&query=255+Echelon+Road%2C+Voorhees%2C+NJ%2C+08043%2C+us,39.8512162,-74.9619779
231,NJ,Camden,Sports & Fitness,wednesday night pickleball,Narberth Playing Pickleball Meetup Group,1,39.9362,-75.1073,73562,https://www.meetup.com/Narberth-Playing-Pickleball-Meetup-Group/events/275896026,PA,Narberth,1660 Oakwood Dr,https://www.google.com/maps/search/?api=1&query=1660+Oakwood+Dr%2C+1660+Oakwood+Dr%2C+Narberth%2C+PA%2C+19072%2C+us&query_place_id=ChIJZ8fPqzG_xokRxxNtDCJnhxk,40.0084456,-75.26046
234,NJ,Camden,Photography,Friday Happy Hour & Karaoke at Lair KTV,Philadelphia Art Social,2,39.9362,-75.1073,73562,https://www.meetup.com/PhillyArtsocial/events/275631957,PA,Philadelphia,1025 Arch St,https://www.google.com/maps/search/?api=1&query=LairKtv%2C+1025+Arch+St%2C+Philadelphia%2C+PA%2C+19107%2C+us&query_place_id=ChIJxyu_2t7HxokRs2jO8ju3lzc,39.9527237,-75.1635262
235,NJ,Camden,Food & Drink,Picanh Brazilian Steakhouse,Northeast Philly Wine Lovers,12,39.9362,-75.1073,73562,https://www.meetup.com/Northeast-Philly-Wine-Lovers/events/275731122,PA,Philadelphia,6501 Castor Ave,https://www.google.com/maps/search/?api=1&query=6501+Castor+Ave%2C+Philadelphia%2C+PA%2C+19149%2C+us,39.9527237,-75.1635262
237,NJ,Camden,Movements,Putting Together Meals for Camden Needy,AQUA CORPS (Adult Quest for Unity and Altruism),3,39.9362,-75.1073,73562,https://www.meetup.com/AQUACORPS/events/275653512,NJ,Camden,422 Market Street,https://www.google.com/maps/search/?api=1&query=39.945620%2C-75.121820,39.9448402,-75.1198911
238,NJ,Camden,Movements,PHILADELPHIA NATIONAL WRITERS UNION STEERING COMMITTEE; members and friends,"National Writers Union, Philadelphia Chapter",5,39.9362,-75.1073,73562,https://www.meetup.com/National-Writers-Union-Philadelphia/events/275894898,PA,Philadelphia,1606 Walnut Street,https://www.google.com/maps/search/?api=1&query=1606+Walnut+Street%2C+Philadelphia%2C+PA%2C+19103%2C+us,39.9527237,-75.1635262
240,NJ,Camden,Movements,"""World Peace Through Understanding"" ""Service Above Self""",Rotary Club of Bala Cynwyd-Narberth,1,39.9362,-75.1073,73562,https://www.meetup.com/Rotary-Club-of-Bala-Cynwyd-Narberth/events/275889182,PA,Bala Cynwyd,281 Montgomery Ave.,https://www.google.com/maps/search/?api=1&query=281+Montgomery+Ave.%2C+Bala+Cynwyd%2C+PA%2C+19004%2C+us,40.0076125,-75.2340695
241,NJ,Camden,LGBTQ,SWAY: Philly's biggest queerest monthly party,Philadelphia Lesbian/Queer Women's Night Out,8,39.9362,-75.1073,73562,https://www.meetup.com/Philadelphia-Queer-Women-Night-Out/events/275664561,PA,Philadelphia,254 S 12th St,https://www.google.com/maps/search/?api=1&query=39.947063%2C-75.161209,39.9527237,-75.1635262
243,NJ,Camden,Sci-Fi & Games,1st Staurday at 1st Pres,Gamers of the Cherry Hill Area (GOTCHA),3,39.9362,-75.1073,73562,https://www.meetup.com/gamersofthecherryhillarea/events/275905323,NJ,Merchantville,10 W. Maple Ave,https://www.google.com/maps/search/?api=1&query=10+W.+Maple+Ave%2C+Merchantville%2C+nj%2C+08109%2C+us,39.951634,-75.0487627
244,NJ,Camden,Book Clubs,"Tyll, by Daniel Kehlman **ONLINE MEETING**",The Readers' Club,10,39.9362,-75.1073,73562,https://www.meetup.com/The-Readers-Club/events/275272685,PA,Philadelphia,4426 Locust St,https://www.google.com/maps/search/?api=1&query=4426+Locust+St%2C+Philadelphia%2C+PA%2C+19104%2C+us,39.9527237,-75.1635262
245,NJ,Camden,Book Clubs,UNCANNY VALLEY- Anna Wiener book discussion,Cherry Hill Feminist Book Club,9,39.9362,-75.1073,73562,https://www.meetup.com/Cherry-Hill-Feminist-Book-Club/events/275090794,NJ,Cherry Hill,1100 Kings Highway North,https://www.google.com/maps/search/?api=1&query=1100+Kings+Highway+North%2C+Cherry+Hill%2C+NJ%2C+08002%2C+us,39.9348351,-75.0307264
246,NJ,Camden,Dance,"Bachata Vs Salsa @ The Stardust, w/ DJ BigBoy Bachata",Social and Like Dancing - Philly,4,39.9362,-75.1073,73562,https://www.meetup.com/phillysocialmeetup/events/275741111,NJ,Bellmawr,363 W Browning Rd,https://www.google.com/maps/search/?api=1&query=39.869980%2C-75.094635,39.8676134,-75.0946183
248,NJ,Camden,Pets,Northwest Philly Sunday Pack Walk,Northwest Philadelphia Pack Walk,1,39.9362,-75.1073,73562,https://www.meetup.com/Northwest-Philadelphia-Pack-Walk/events/275824263,PE,Philadelphia,3899 Henry Ave,https://www.google.com/maps/search/?api=1&query=40.017738%2C-75.189178,-10.0,-75.25
249,NJ,Camden,Hobbies & Crafts,South Philly Knits! (Crosspost),Philly Knits,2,39.9362,-75.1073,73562,https://www.meetup.com/Philadelphia-Knitting-Meetup/events/275846771,PA,Philadelphia ,705 S 5th St,https://www.google.com/maps/search/?api=1&query=705+S+5th+St%2C+Philadelphia+%2C+PA%2C+19147%2C+us,39.9527237,-75.1635262
250,NJ,Camden,Social,Zeppoli BYOB,South Jersey Women’s Social,10,39.9362,-75.1073,73562,https://www.meetup.com/South-Jersey-Women-s-Soci/events/275891359,NJ,Collingswood,Collings Avenue,https://www.google.com/maps/search/?api=1&query=Collings+Avenue%2C+Collingswood%2C+NJ%2C+us,39.9181686,-75.071284
252,NJ,Camden,Social,3rd Wednesday Game Night ,The Lonely Island,3,39.9362,-75.1073,73562,https://www.meetup.com/The-Lonely-Island/events/274690422,NJ,Pennsauken Township,1585 NJ-73,https://www.google.com/maps/search/?api=1&query=39.984707%2C-75.020569,39.960107,-75.0490488
253,NJ,Camden,Social,Friday Happy Hour & Karaoke at Lair KTV (1025 Arch Street),Philadelphia 20's and 30's Social Meetup Group,3,39.9362,-75.1073,73562,https://www.meetup.com/Philadelphia-20s-and-30s-Meetup-Group/events/275463242,PA,Philadelphia,1025 Arch Street,https://www.google.com/maps/search/?api=1&query=1025+Arch+Street%2C+Philadelphia%2C+PA%2C+us,39.9527237,-75.1635262
255,NJ,Passaic,Family,West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,40.8574,-74.1282,69703,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275886460,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353
256,NJ,Passaic,Family,Sunday Morning Prenatal Yoga,West Orange Pregnancy Meetup,1,40.8574,-74.1282,69703,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275824180,NJ,West Orange,253 Main St,https://www.google.com/maps/search/?api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353
258,NJ,Passaic,Health & Wellness,Relationship Boot Camp,"Relationship Boot Camp in Ridgewood, NJ",10,40.8574,-74.1282,69703,https://www.meetup.com/relationship-boot-camp-support-group-in-ridgewood-nj/events/275056117,NJ,Ridgewood,14 Hope Street,https://www.google.com/maps/search/?api=1&query=40.977993%2C-74.112340,40.9796683,-74.1194403
259,NJ,Passaic,Health & Wellness,Kundalini Yoga and Meditation  ,Montclair NJ Kundalini Yoga and Meditation Meetup Group,1,40.8574,-74.1282,69703,https://www.meetup.com/Montclair-NJ-Kundalini-Yoga-and-Meditation-Meetup-Group/events/275911292,NJ,Montclair,127 Valley Road,https://www.google.com/maps/search/?api=1&query=40.821861%2C-74.219841,40.8164458,-74.2210643
260,NJ,Passaic,Health & Wellness,Experience Pranic Healing and Meditation on Twin Hearts,Meditation on Twin Hearts,1,40.8574,-74.1282,69703,https://www.meetup.com/meetup-group-ZVKtzOVt/events/275898302,NJ,Lyndhurst,"420 Valley Brook Avenue, Lyndhurst 07071",https://www.google.com/maps/search/?api=1&query=420+Valley+Brook+Avenue%2C+Lyndhurst+07071%2C+Lyndhurst%2C+NJ%2C+us,40.8120247,-74.1242816
261,NJ,Passaic,Health & Wellness,Safe Place Suicide Survivor Support Group,Support Group for Survivors of Suicide Loss,2,40.8574,-74.1282,69703,https://www.meetup.com/Twice-Monthly-Support-Meeting-for-Survivors-of-Suicide-Loss/events/275856248,NY,New York,120 West 69th Street ,https://www.google.com/maps/search/?api=1&query=120+West+69th+Street+%2C+New+York%2C+NY%2C+10023%2C+us,40.7127281,-74.0060152
262,NJ,Passaic,Health & Wellness,thelovemaze.com Singles Meet and Match In Cupcakes At Amy's Bread,The LoveMaze Date Nights,1,40.8574,-74.1282,69703,https://www.meetup.com/LoveMaze/events/275872859,NY,New York,672 9th Ave,https://www.google.com/maps/search/?api=1&query=40.761253%2C-73.990310,40.7127281,-74.0060152
263,NJ,Passaic,Food & Drink,Let’s meet some wolves ,A little bit of this and a little of that,25,40.8574,-74.1282,69703,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,NJ,Columbia,89 Mount Pleasant Road,https://www.google.com/maps/search/?api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,40.9262077,-75.0926763
264,NJ,Passaic,Food & Drink,🎉New Year Wine & Design 🍷🖌Wine glass painting)🎨,New Jersey Foodies & Drinkies,6,40.8574,-74.1282,69703,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,NJ,Secaucus,151 Front St,https://www.google.com/maps/search/?api=1&query=40.790756%2C-74.058950,40.7899291,-74.0566735
265,NJ,Passaic,Food & Drink,Sunday Brunch,Weekend Brunch Meetup,22,40.8574,-74.1282,69703,https://www.meetup.com/Weekend-Brunch-Meetup/events/273634431,NY,New York,105th and Broadway ,https://www.google.com/maps/search/?api=1&query=105th+and+Broadway+%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152
266,NJ,Passaic,Food & Drink,Wine and Chocolate at Le Prive,Wine and Chocolate,12,40.8574,-74.1282,69703,https://www.meetup.com/meetup-group-fnuzmite/events/275581098,NY,New York,626 10th Ave,https://www.google.com/maps/search/?api=1&query=40.761124%2C-73.994040,40.7127281,-74.0060152
267,NJ,Passaic,Food & Drink,"thelovemaze.com Singles Walk In Neighborhood Parks, COVID Stress-Relief",Romantic Food+Cooking+Drink+Art,1,40.8574,-74.1282,69703,https://www.meetup.com/Romantic-Cooking-Club/events/275895104,NY,New York,Morningside Dr,https://www.google.com/maps/search/?api=1&query=40.806072%2C-73.958540,40.7127281,-74.0060152
268,NJ,Passaic,Music,"Tuesdays are our regularly scheduled rehearsals, guests are welcome.",Dapper Dans of Harmony,2,40.8574,-74.1282,69703,https://www.meetup.com/Dapper-Dans-of-Harmony/events/275874884,NJ,Caldwell,326 Bloomfield Ave,https://www.google.com/maps/search/?api=1&query=326+Bloomfield+Ave%2C+Caldwell%2C+NJ%2C+us,40.8398218,-74.2765366
269,NJ,Passaic,Music,Harmony Celebration Chorus Rehearsal,Harmony Celebration Chorus,1,40.8574,-74.1282,69703,https://www.meetup.com/HarmonyCelebrationChorus/events/275898566,NJ,Ridgewood,475 Grove Street,https://www.google.com/maps/search/?api=1&query=40.968361%2C-74.108078,40.9796683,-74.1194403
270,NJ,Passaic,Music,UPDATE: SING-ACT-PLAY Private Lessons/Events for Singers/Actors/Instrumentalists,SOMETHING TO SING ABOUT IN NEW YORK,1,40.8574,-74.1282,69703,https://www.meetup.com/SOMETHING-TO-SING-ABOUT-IN-NEW-YORK/events/275887007,NY,New York,484 W 43rd St,https://www.google.com/maps/search/?api=1&query=40.760002%2C-73.994858,40.7127281,-74.0060152
271,NJ,Passaic,Movements,Raise Funds & Spirits! Lincoln Day Dinner 2021,Dennis Prager Fan Club,1,40.8574,-74.1282,69703,https://www.meetup.com/dennis-prager-fan-club/events/275773533,NJ,Fairfield,118 US-46,https://www.google.com/maps/search/?api=1&query=40.869053%2C-74.307460,40.2050878,-74.2135004
272,NJ,Passaic,Movements,Monthly 350NYC Meeting,350NYC,5,40.8574,-74.1282,69703,https://www.meetup.com/350-org-New-York/events/275896975,NY,New York,2 West 64th Street (At Central Park West),https://www.google.com/maps/search/?api=1&query=40.771156%2C-73.979690,40.7127281,-74.0060152
273,NJ,Passaic,Movements,The Original Drinking Liberally Weekly Thursday Meetup,Drinking Liberally Downtown Brooklyn and NYC,1,40.8574,-74.1282,69703,https://www.meetup.com/Drinking-Liberally-Downtown-Brooklyn/events/275918383,NY,New York,627 9th Ave,https://www.google.com/maps/search/?api=1&query=Rudy%27s+Bar+%26+Grill%2C+627+9th+Ave%2C+New+York%2C+NY%2C+10036%2C+us&query_place_id=ChIJOxerSlJYwokRPmpdLA4CpWI,40.7127281,-74.0060152
274,NJ,Passaic,Movements,Weekly Thursday Meetup,The Original Drinking Liberally NYC,1,40.8574,-74.1282,69703,https://www.meetup.com/drinkingliberallynyc/events/275918400,NY,New York,627 9th Avenue,https://www.google.com/maps/search/?api=1&query=40.760040%2C-73.991821,40.7127281,-74.0060152
